id,fechaCaptura,ejercicioFiscal,rfc,curp,nombres,primerApellido,segundoApellido,tipoArea,nivelResponsabilidad,tipoProcedimiento,observaciones,ramo.clave,ramo.valor,genero.clave,genero.valor,institucionDependencia.nombre,institucionDependencia.siglas,institucionDependencia.clave,puesto.nombre,puesto.nivel,superiorInmediato.nombres,superiorInmediato.primerApellido,superiorInmediato.segundoApellido,superiorInmediato.curp,superiorInmediato.rfc,superiorInmediato.puesto.nombre,superiorInmediato.puesto.nivel,puesto,superiorInmediato.genero.clave,superiorInmediato.genero.valor,institucion_merge
39dae989-4712-437a-b2d5-ed31d28a7387,2020-09-12T19:22:27Z,2020,CACI851108D89,CACI851108HPUNDC05,Isaac,Candelaria,Cadena,"[{'clave': 'C', 'valor': 'CONTRATANTE'}, {'clave': 'RC', 'valor': 'RESPONSABLE DE LA CONTRATACIÓN'}]","[{'clave': 'O', 'valor': 'OTRO'}]","[{'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}, {'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,TALLERES GRAFICOS DE MEXICO,ERES,ALL,,,Mertie,GONTAN,BEIVIDE,GOBM990304MOXNVR80,GOBM990304E39,Director General,K31,Gobernador/a del Estado,F,FEMENINO,talleresgraficosdemexico
b226d297-1cd1-4d94-bb7b-b4d6213370b2,2019-04-02T09:46:53Z,2019,ACDJ891013C67,ACDJ891013HAGSMN05,Jennifer,Acosta,Domínquez,[],[],"[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,COMISION NACIONAL DE AREAS NATURALES PROTEGIDAS,SION,OMI,,,Nahum,PORTU,IBARGOYEN,POIN870919HOXRRH94,POIN870919A40,Jefe de departamento,O21,Director de Area,M,MASCULINO,comisionnacionaldeareasnaturalesprotegidas
2955ff40-fb2a-4ed7-b409-4519e24f3a4c,2020-08-25T11:06:24Z,2020,MAYC810612A49,MAYC810612HVZRMR03,Carla,Mares,Yami,"[{'clave': 'T', 'valor': 'TÉCNICA'}]",[],[],,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,SERVICIO DE PROTECCIÓN FEDERAL,ICIO,ERV,,,Marygrace,VALLESPI,CIRUJEDA,VACM900726MVZLRR52,VACM900726A67,Titular de Unidad,J31,Director General Paraestatal A,F,FEMENINO,serviciodeproteccionfederal
8d23ef8f-b467-4d4e-a9da-7a21ae1ae265,2017-07-16T22:31:27Z,2017,PÉCP710815D64,PÉCP710815MDFRNL04,Pilar,Pérez,Cano,"[{'clave': 'T', 'valor': 'TÉCNICA'}]","[{'clave': 'T', 'valor': 'TRAMITACIÓN'}, {'clave': 'O', 'valor': 'OTRO'}]","[{'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}, {'clave': 5, 'valor': 'OTRO'}]",,28,Participaciones a Entidades Federativas y Municipios,F,FEMENINO,CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS A.C.,RO D,ENT,,,Sharilyn,CARASUSAN,THOMPSON,CATS710404MOXRHH76,CATS710404D83,Subdirector,N31,Subdirector de Area,F,FEMENINO,centrodeinvestigacionydocenciaeconomicasac
9d5b04a6-d2cf-4b8f-a304-97f9b662f385,2015-07-25T17:21:27Z,2015,VAZX870822C77,VAZX870822HAGLMM05,Ximena Guadalupe,Valle,Zamarreno,"[{'clave': 'O', 'valor': 'OTRA'}, {'clave': 'R', 'valor': 'REQUIRENTE'}]",[],"[{'clave': 4, 'valor': 'ASIGNACIÓN Y EMISIÓN DE DICTÁMENES DE AVALÚOS NACIONALES'}, {'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,TRIBUNAL FEDERAL DE CONCILIACION Y ARBITRAJE,UNAL,RIB,,,Lemar,MARTIR,CARRETO,MACL920710HDFRRM67,MACL920710D80,Director,M32,Director General Adjunto,M,MASCULINO,tribunalfederaldeconciliacionyarbitraje
27c813fb-41d9-4c0b-b96c-a5cea6fa0b5b,2017-04-26T01:39:14Z,2017,TALM890221A35,TALM890221MDFPBY02,Mayte,Tapia,Laboy,"[{'clave': 'R', 'valor': 'REQUIRENTE'}]","[{'clave': 'O', 'valor': 'OTRO'}]","[{'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}, {'clave': 5, 'valor': 'OTRO'}]",,28,Participaciones a Entidades Federativas y Municipios,F,FEMENINO,PEMEX-GAS Y PETROQUIMICA BASICA,X-GA,EME,,,Eitan,TIERNO,RODRIGUEZ LOSADA,TIRE880210HDFRDN46,TIRE880210C38,Director General,K31,Secretario/a de Estado A,M,MASCULINO,pemexgasypetroquimicabasica
fc991f18-3153-4c5d-b3c5-612f1e1fbb57,2015-10-09T04:02:47Z,2015,BRPJ830503A97,BRPJ830503HPURDN08,Jennifer,Briseño,Pedroza,"[{'clave': 'C', 'valor': 'CONTRATANTE'}]","[{'clave': 'R', 'valor': 'RESOLUCIÓN'}, {'clave': 'O', 'valor': 'OTRO'}]",[],,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,CORPORACION MEXICANA DE INVESTIGACION EN MATERIALES S.A. DE C.V.,ORAC,ORP,,,Lamya,BASSOU,CHARLO,BACL920502MVZSHM91,BACL920502B10,Director General,K31,Director General Adjunto,F,FEMENINO,corporacionmexicanadeinvestigacionenmaterialessadecv
c24fa792-d624-4434-ba65-d44f93fc493c,2020-11-06T13:03:29Z,2020,SARJ870514A57,SARJ870514MSNCDL06,Julia,Saucedo,Rodríquez,"[{'clave': 'C', 'valor': 'CONTRATANTE'}, {'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}]",[],"[{'clave': 5, 'valor': 'OTRO'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,INSTITUTO DE ECOLOGIA A.C. (INV),ITUT,NST,,,Janyce,SIMON,BARRIENTOS,SIBJ920909MVZMRN60,SIBJ920909C30,Jefe de departamento,O21,Subdirector de Area,F,FEMENINO,institutodeecologiaacinv
f5d82e10-e818-4c96-813e-f736f7dded15,2019-04-28T19:15:16Z,2019,COPH700714C70,COPH700714HSNRZR01,Horacio,Corral,Pizarro,"[{'clave': 'RC', 'valor': 'RESPONSABLE DE LA CONTRATACIÓN'}]","[{'clave': 'A', 'valor': 'ATENCIÓN'}, {'clave': 'T', 'valor': 'TRAMITACIÓN'}]","[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,"FONATUR CONSTRUCTORA, S.A. DE C.V.",TUR ,ONA,,,Taran,REES,CALDEIRO,RECT760305HVZELR32,RECT760305D11,Jefe de departamento,O21,Director General Paraestatal C,M,MASCULINO,fonaturconstructorasadecv
541ab24a-4332-481c-a0da-e9990383f421,2016-07-09T02:23:23Z,2016,COFZ720524C63,COFZ720524MDFRRundefined07,Zoe,Cortez,Frías,[],"[{'clave': 'A', 'valor': 'ATENCIÓN'}]","[{'clave': 5, 'valor': 'OTRO'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,SECRETARIA DE SALUD,ETAR,ECR,,,Nohemi,BOTO,PICART,BOPN750811MVZTCH56,BOPN750811C93,Titular de Unidad,J31,Subdirector de Area,F,FEMENINO,secretariadesalud
b40f2043-7d3d-4b5b-9eb2-da8d542d3f36,2016-11-22T18:16:45Z,2016,CATY860101D36,CATY860101HAGSVR03,Yaretzi,Casas,Tovar,"[{'clave': 'C', 'valor': 'CONTRATANTE'}]","[{'clave': 'A', 'valor': 'ATENCIÓN'}]","[{'clave': 5, 'valor': 'OTRO'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,PREVENCION Y READAPTACION SOCIAL,ENCI,REV,,,Zaden,ECHEZARRETA,MAGRI,ECMZ981213HVZHGD36,ECMZ981213D24,Titular de Unidad,J31,Gobernador/a del Estado,M,MASCULINO,prevencionyreadaptacionsocial
6ef7ede7-9500-4a56-949e-ec82ea6cb2ef,2015-11-15T19:38:18Z,2015,SÁAM810427D48,SÁAM810427HDFNMR07,Miranda,Sánchez,Armas,"[{'clave': 'T', 'valor': 'TÉCNICA'}]","[{'clave': 'R', 'valor': 'RESOLUCIÓN'}]","[{'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}, {'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}, {'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,SERVICIO POSTAL MEXICANO,ICIO,ERV,,,Atreyu,AGRAZ,RUSCALLEDA,AGRA990519HVZRSR11,AGRA990519A92,Titular de Unidad,J31,Jefe de Departamento,M,MASCULINO,serviciopostalmexicano
dbe87c34-51a1-4d1c-8097-528aa5f431ab,2015-05-11T20:10:02Z,2015,ZAVD740520E42,ZAVD740520MDFMLL01,Dolores,Zamudio,Vela,"[{'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}]",[],"[{'clave': 5, 'valor': 'OTRO'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,SERVICIO NACIONAL DE SANIDAD INOCUIDAD Y CALIDAD AGROALIMENTARIA,ICIO,ERV,,,Liesl,ARQUELLADAS,IRIAS,ARIL960704MOXQIS70,ARIL960704D98,Director General,K31,Subdirector de Area,F,FEMENINO,servicionacionaldesanidadinocuidadycalidadagroalimentaria
beeaa65c-67dc-4a4b-85ce-7bce834e81a8,2015-11-06T22:23:30Z,2015,METT790906D14,METT790906HSNDVD09,Teodoro,Medina,Tovar,"[{'clave': 'O', 'valor': 'OTRA'}, {'clave': 'R', 'valor': 'REQUIRENTE'}]",[],"[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}, {'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}]",,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,COMISION NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS,SION,OMI,,,Osmar,BANCES,GOIA,BAGO980722HOXNundefinedM24,BAGO980722E65,Subdirector,N31,Secretario/a de Estado A,M,MASCULINO,comisionnacionalparaeldesarrollodelospueblosindigenas
aafc62dc-1a4a-4736-a855-07aa05e4e11c,2015-05-02T06:02:20Z,2015,FRGM740520E51,FRGM740520HSNRRG03,Miguel,Frías,Guerrero,"[{'clave': 'C', 'valor': 'CONTRATANTE'}, {'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}]","[{'clave': 'A', 'valor': 'ATENCIÓN'}]","[{'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}, {'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA DR. MANUEL VELASCO SUAREZ,ITUT,NST,,,Fatoumata,GUIRAU,BEGOÑA,GUBF960916MOXRGT48,GUBF960916D94,Jefe de departamento,O21,Jefe de Departamento,F,FEMENINO,institutonacionaldeneurologiayneurocirugiadrmanuelvelascosuarez
79c528ab-75c7-4d10-b77c-181769208457,2016-02-21T04:15:50Z,2016,CAAD710816A47,CAAD710816MPULGN07,Daniel,Calderón,Angulo,"[{'clave': 'T', 'valor': 'TÉCNICA'}, {'clave': 'RC', 'valor': 'RESPONSABLE DE LA CONTRATACIÓN'}, {'clave': 'O', 'valor': 'OTRA'}]","[{'clave': 'A', 'valor': 'ATENCIÓN'}]","[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,28,Participaciones a Entidades Federativas y Municipios,F,FEMENINO,PROCURADURIA DE LA DEFENSA DEL CONTRIBUYENTE,URAD,ROC,,,Britnee,FOLE,PAYERAS,FOPB910609MVZLYR70,FOPB910609D60,Subdirector,N31,Secretario/a de Estado A,F,FEMENINO,procuraduriadeladefensadelcontribuyente
51255acc-f077-4831-b48e-9eb2febffede,2016-11-06T03:08:50Z,2016,HEQL880123B27,HEQL880123MAGRVL08,Lilia,Hernández,Quevedo,"[{'clave': 'RC', 'valor': 'RESPONSABLE DE LA CONTRATACIÓN'}, {'clave': 'T', 'valor': 'TÉCNICA'}, {'clave': 'C', 'valor': 'CONTRATANTE'}, {'clave': 'O', 'valor': 'OTRA'}]","[{'clave': 'R', 'valor': 'RESOLUCIÓN'}, {'clave': 'A', 'valor': 'ATENCIÓN'}]","[{'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}, {'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN A.C.,RO D,ENT,,,Jaedyn,SETO,ILZARBE,SEIJ820524HDFTZD21,SEIJ820524E65,Director General Adjunto,L31,Director General Paraestatal A,M,MASCULINO,centrodeinvestigacioncientificadeyucatanac
59b7e332-2b40-4b14-88aa-0cdff3e92a21,2020-12-24T03:17:16Z,2020,VEZF720709A73,VEZF720709HVZLYL06,Felipe,Velásquez,Zayas,"[{'clave': 'C', 'valor': 'CONTRATANTE'}]","[{'clave': 'R', 'valor': 'RESOLUCIÓN'}, {'clave': 'O', 'valor': 'OTRO'}]","[{'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}]",,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,PRONOSTICOS PARA LA ASISTENCIA PUBLICA,OSTI,RON,,,Azael,BOLET,FATAS,BOFA941220HDFLTA43,BOFA941220A47,Director,M32,Jefe de Departamento,M,MASCULINO,pronosticosparalaasistenciapublica
ab5e19c8-1a80-46d3-be2c-d743c20f94b6,2020-08-10T07:32:59Z,2020,MAPV740913C80,MAPV740913HVZDÑN07,Vanessa,Madrid,Piña,"[{'clave': 'O', 'valor': 'OTRA'}, {'clave': 'T', 'valor': 'TÉCNICA'}]","[{'clave': 'R', 'valor': 'RESOLUCIÓN'}, {'clave': 'O', 'valor': 'OTRO'}]","[{'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}, {'clave': 5, 'valor': 'OTRO'}]",,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,XE-IPN CANAL 11,PN C,E-I,,,Dyana,AURA,YOU,AUYD960718MVZAundefinedY79,AUYD960718A98,Titular de Unidad,J31,Secretario/a de Estado A,F,FEMENINO,xeipncanal11
835e4b0c-c36e-4cd4-9444-20ececdc2c2c,2016-09-18T15:19:09Z,2016,QUBA840319B27,QUBA840319HSNNNN05,Alan,Quintairos,Benítez,"[{'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}]","[{'clave': 'A', 'valor': 'ATENCIÓN'}, {'clave': 'R', 'valor': 'RESOLUCIÓN'}]","[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,CENTROS DE INTEGRACION JUVENIL A.C.,ROS ,ENT,,,Shaunte,BONITO,OTIN,BOOS731215MVZNNH47,BOOS731215D40,Titular de Unidad,J31,Subdirector de Area,F,FEMENINO,centrosdeintegracionjuvenilac
85685f22-9742-4897-a92b-9e4239d30605,2017-10-08T17:42:49Z,2017,COTB780616D86,COTB780616MDFNFR05,Bernardo,Contreras,Tafoya,[],[],"[{'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}, {'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}]",,28,Participaciones a Entidades Federativas y Municipios,F,FEMENINO,SECRETARIA GENERAL DEL CONSEJO NACIONAL DE POBLACION,ETAR,ECR,,,Zacharias,JAITEH,AMBOAGE,JAAZ810804HVZTBC32,JAAZ810804E60,Director General Adjunto,L31,Director de Area,M,MASCULINO,secretariageneraldelconsejonacionaldepoblacion
6d117535-54f8-49a6-b4a2-78f865c201bd,2019-12-03T03:12:39Z,2019,CUDG720923E38,CUDG720923HAGRRB04,Gabriel,Curiel,Duran,"[{'clave': 'T', 'valor': 'TÉCNICA'}, {'clave': 'C', 'valor': 'CONTRATANTE'}]","[{'clave': 'A', 'valor': 'ATENCIÓN'}, {'clave': 'R', 'valor': 'RESOLUCIÓN'}]",[],,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,INSTITUTO DE ADMINISTRACION Y AVALUOS DE BIENES NACIONALES,ITUT,NST,,,Shandi,DELFA,RANDALL,DERS820917MDFLNH92,DERS820917B37,Subdirector,N31,Subdirector de Area,F,FEMENINO,institutodeadministracionyavaluosdebienesnacionales
85d83d01-5a38-42f0-8338-19b8c6bbbee8,2021-02-24T11:50:58Z,2021,MECD840315C22,MECD840315MDFJNM04,Damián,Mejía,Contreras,"[{'clave': 'O', 'valor': 'OTRA'}, {'clave': 'C', 'valor': 'CONTRATANTE'}]",[],"[{'clave': 4, 'valor': 'ASIGNACIÓN Y EMISIÓN DE DICTÁMENES DE AVALÚOS NACIONALES'}]",,28,Participaciones a Entidades Federativas y Municipios,F,FEMENINO,CONSEJO NACIONAL PARA EL DESARROLLO Y LA INCLUSIÓN DE LAS PERSONAS CON DISCAPACIDAD,EJO ,ONS,,,Ricky,CANELLAS,AVELLA,CAAR750208MVZNLC81,CAAR750208E29,Director General,K31,Jefe de Departamento,F,FEMENINO,consejonacionalparaeldesarrolloylainclusiondelaspersonascondiscapacidad
fb305c0f-9419-46cf-833e-4e107ce2deec,2020-02-14T01:17:46Z,2020,MONE750717D68,MONE750717MVZRRT06,Ester,Mora,Naranjo,[],"[{'clave': 'A', 'valor': 'ATENCIÓN'}, {'clave': 'O', 'valor': 'OTRO'}, {'clave': 'T', 'valor': 'TRAMITACIÓN'}]","[{'clave': 5, 'valor': 'OTRO'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,COMISION NACIONAL DE AREAS NATURALES PROTEGIDAS,SION,OMI,,,Ayush,PARVEEN,ISA,PAIA750103HVZRundefinedS24,PAIA750103C76,Director,M32,Director de Area,M,MASCULINO,comisionnacionaldeareasnaturalesprotegidas
08bbc2ac-5be2-4ff0-9298-c448539859b5,2018-11-13T09:41:39Z,2018,CADA800023A89,CADA800023HVZNL 08,Ana Luisa,Cantú,Delrío,"[{'clave': 'T', 'valor': 'TÉCNICA'}]","[{'clave': 'R', 'valor': 'RESOLUCIÓN'}, {'clave': 'T', 'valor': 'TRAMITACIÓN'}]","[{'clave': 5, 'valor': 'OTRO'}]",,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,EL COLEGIO DE LA FRONTERA SUR,OLEG,L C,,,Merideth,RICAURTE,MACHI,RIMM961206MDFCCR21,RIMM961206E89,Jefe de departamento,O21,Jefe de Departamento,F,FEMENINO,elcolegiodelafronterasur
edd175df-2df1-43d6-a983-23c39d899486,2019-06-11T10:43:39Z,2019,BALÁ800306D57,BALÁ800306MVZLRG03,Ángel Daniel,Balderas,Laureano,"[{'clave': 'R', 'valor': 'REQUIRENTE'}, {'clave': 'T', 'valor': 'TÉCNICA'}]",[],"[{'clave': 4, 'valor': 'ASIGNACIÓN Y EMISIÓN DE DICTÁMENES DE AVALÚOS NACIONALES'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,SECRETARIA DE TURISMO,ETAR,ECR,,,Chelsee,SARDA,MIROSLAVOVA,SAMC850925MOXRRH75,SAMC850925C87,Director,M32,Jefe de Departamento,F,FEMENINO,secretariadeturismo
9480a008-16b5-4ad7-910a-94685da5df3d,2015-01-22T10:02:31Z,2015,ALTA880014C65,ALTA880014HSNCRN01,Aarón,Alcaraz,Trujillo,[],"[{'clave': 'O', 'valor': 'OTRO'}]","[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,DICONSA S.A. DE C.V.,NSA ,ICO,,,Ayman,MADORRAN,ZUAZO,MAZA950708HOXDZM57,MAZA950708B56,Jefe de departamento,O21,Analista,M,MASCULINO,diconsasadecv
cb7dba5a-673e-4011-b042-fddd60154c99,2016-06-26T10:35:33Z,2016,RUAH750004E38,RUAH750004HAGLYR08,Hernán,Ruelas,Aguayo,"[{'clave': 'R', 'valor': 'REQUIRENTE'}, {'clave': 'T', 'valor': 'TÉCNICA'}]","[{'clave': 'O', 'valor': 'OTRO'}, {'clave': 'R', 'valor': 'RESOLUCIÓN'}]",[],,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,ITUT,NST,,,Leo,LENDINES,GARCIA NIETO,LEGL890112MDFNRundefined31,LEGL890112A86,Jefe de departamento,O21,Subdirector de Area,F,FEMENINO,institutonacionaldeperinatologiaisidroespinosadelosreyes
012d6422-9ad5-464c-894c-8b7cefe55ca2,2020-01-08T18:27:56Z,2020,LOML741107C93,LOML741107MAGNTR01,Lorena,Longoria,Matos,"[{'clave': 'C', 'valor': 'CONTRATANTE'}]","[{'clave': 'O', 'valor': 'OTRO'}]","[{'clave': 4, 'valor': 'ASIGNACIÓN Y EMISIÓN DE DICTÁMENES DE AVALÚOS NACIONALES'}, {'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,APOYOS Y SERVICIOS A LA COMERCIALIZACION AGROPECUARIA,OS Y,POY,,,Lotus,NUEZ,RECIO,NURL941118MVZZCT33,NURL941118A39,Jefe de departamento,O21,Administrador,F,FEMENINO,apoyosyserviciosalacomercializacionagropecuaria
67891d2b-de69-4fce-a3c8-4ee03947dd18,2020-11-04T09:13:45Z,2020,CADA740516A84,CADA740516HPUNLL05,Amalia,Cano,Delatorre,[],"[{'clave': 'R', 'valor': 'RESOLUCIÓN'}, {'clave': 'A', 'valor': 'ATENCIÓN'}]",[],,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,FERROCARRIL DEL ISTMO DE TEHUANTEPEC S.A. DE C.V.,OCAR,ERR,,,Evaristo,CHOLVI,BERTA,CHBE931218HOXHRR32,CHBE931218C75,Director General Adjunto,L31,Secretario/a de Estado A,M,MASCULINO,ferrocarrildelistmodetehuantepecsadecv
5bc14000-fff0-44e8-b48d-1d8baaa500f9,2019-10-27T12:28:52Z,2019,SATS801008E42,SATS801008MVZRRF07,Sofia,Sarabia,Terán,"[{'clave': 'O', 'valor': 'OTRA'}, {'clave': 'R', 'valor': 'REQUIRENTE'}]",[],"[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,ESTUDIOS CHURUBUSCO AZTECA S.A.,DIOS,STU,,,Doloris,VERGES,MOGENA,VEMD700228MVZRGL51,VEMD700228E31,Director General Adjunto,L31,Titular de Unidad,F,FEMENINO,estudioschurubuscoaztecasa
6c66702d-f112-4aee-9425-d92f9baf8189,2021-06-15T17:46:36Z,2021,SEAJ760312C26,SEAJ760312MDFRCR06,Jorge,Serrano,Archuleta,"[{'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}, {'clave': 'T', 'valor': 'TÉCNICA'}, {'clave': 'RC', 'valor': 'RESPONSABLE DE LA CONTRATACIÓN'}]","[{'clave': 'R', 'valor': 'RESOLUCIÓN'}]","[{'clave': 5, 'valor': 'OTRO'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,SERVICIO DE PROTECCIÓN FEDERAL,ICIO,ERV,,,Elder,LANGARITA,FORJAN,LAFE970607HOXNRD17,LAFE970607B43,Jefe de departamento,O21,Director General Paraestatal A,M,MASCULINO,serviciodeproteccionfederal
944c8233-0ebd-4e10-a06d-7363bb490e76,2015-09-07T10:49:21Z,2015,CAAR870425B62,CAAR870425HSNLMD04,Rodrigo,Caldera,Almanza,"[{'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}, {'clave': 'RC', 'valor': 'RESPONSABLE DE LA CONTRATACIÓN'}]","[{'clave': 'R', 'valor': 'RESOLUCIÓN'}, {'clave': 'A', 'valor': 'ATENCIÓN'}]","[{'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}]",,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,EJO ,ONS,,,Cassia,PECERO,ELGUETA,PEEC981008MOXCGS81,PEEC981008B42,Director,M32,Subdirector de Area,F,FEMENINO,consejonacionaldefomentoeducativo
60df2ec7-3ab7-428b-a8c1-a13c56dbac31,2017-12-09T01:55:40Z,2017,SAHS760911A35,SAHS760911HVZCRN02,Sancho,Saucedo,Hernandes,"[{'clave': 'C', 'valor': 'CONTRATANTE'}, {'clave': 'R', 'valor': 'REQUIRENTE'}, {'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}]","[{'clave': 'T', 'valor': 'TRAMITACIÓN'}]",[],,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,NOS ,AMI,,,Therman,PALLE,MALO DE MOLINA,PAMT851128HOXLLH66,PAMT851128E82,Titular de Unidad,J31,Analista,M,MASCULINO,caminosypuentesfederalesdeingresosyserviciosconexos
59a971d0-f5b3-40da-8db1-bb7e8e6cd236,2019-02-02T21:31:10Z,2019,GRPX780722D97,GRPX780722MSNRNM08,Ximena Guadalupe,Gracia,Pantoja,[],[],"[{'clave': 5, 'valor': 'OTRO'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,SERVICIO DE ADMINISTRACION TRIBUTARIA,ICIO,ERV,,,Xavion,ONSURBE,REÑONES,ONRX710918HOXSÑV54,ONRX710918D34,Director General Adjunto,L31,Director General Adjunto,M,MASCULINO,serviciodeadministraciontributaria
01fe2a0c-ebef-4782-933e-c31c1f1de9ab,2015-09-14T23:36:26Z,2015,ROHR730004E64,ROHR730004HVZBRS01,Rosa María,Robledo,Heredia,"[{'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}, {'clave': 'T', 'valor': 'TÉCNICA'}]","[{'clave': 'T', 'valor': 'TRAMITACIÓN'}, {'clave': 'O', 'valor': 'OTRO'}]",[],,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,COMISION NACIONAL DE AREAS NATURALES PROTEGIDAS,SION,OMI,,,Priyanka,LESENDE,TRANCHE,LETP890125MVZSRR67,LETP890125B14,Titular de Unidad,J31,Secretario/a de Estado A,F,FEMENINO,comisionnacionaldeareasnaturalesprotegidas
