id,fechaCaptura,expediente,autoridadSancionadora,tipoSancion,causaMotivoHechos,observaciones,institucionDependencia.nombre,servidorPublicoSancionado.rfc.rfc,servidorPublicoSancionado.rfc.homoClave,servidorPublicoSancionado.curp,servidorPublicoSancionado.nombres,servidorPublicoSancionado.primerApellido,servidorPublicoSancionado.segundoApellido,servidorPublicoSancionado.genero.clave,servidorPublicoSancionado.genero.valor,servidorPublicoSancionado.puesto,tipoFalta.clave,tipoFalta.valor,tipoFalta.descripcion,resolucion.fechaResolucion,multa.moneda.clave,multa.moneda.valor,multa.monto,inhabilitacion.plazo,inhabilitacion.fechaInicial,inhabilitacion.fechaFinal,servidorPublicoSancionado.rfc,institucion_merge
9a36d14e-2555-4474-af18-f79409e8a716,2006-11-21,EXP/13500cd0,Contraloría Interna,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]",CONTRATACIÓN INDEBIDA,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES AGRICOLAS Y PECUARIAS,GODG820601,B76,GODG820601MAGD R01,Graciela,Godoy,de Jesús,F,MASCULINO,Analista,AUT,ABUSO DE AUTORIDAD,TRATO HUMILLANTE A UN SUBORDINADO,2006-11-21T20:49:43.983Z,MXN,Peso Mexicano,23765.0,,,,,companiaoperadoradelcentroculturalyturisticodetijuanasadecv
04ff5df1-de70-4dc4-96c2-eec4b54e45c4,2006-11-15,ARCHIVO/cc970523,Organo de Control Interno,"[{'clave': 'I', 'valor': 'INHABILITADO', 'descripcion': ''}]",ABUSO DE FUNCIONES,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,UNIVERSIDAD PEDAGOGICA NACIONAL,ARAA751016,E39,ARAA751016HDFMCR09,Abraham,Armendáriz,Alcaraz,M,FEMENINO,Subadministrador,OTRO,OTRO,OTRO,2006-10-15T17:28:51.978Z,,,,4 años,2006-10-15T17:28:51.978Z,2010-09-15,,cfegeneracionvi
c005bea3-2b2d-4ec9-b28d-347267909b93,2006-09-22,EXP/d1dd1562,Tribunal,"[{'clave': 'IRSC', 'valor': 'INDEMNIZACIÓN RESARCITORIA', 'descripcion': ''}]","COHECHO, ACEPTO BENEFICIO NO COMPRENDIDO EN SU REMUNERACIÓN COMO PERSONA SERVIDORA PÚBLICA","Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",COMISION FEDERAL DE MEJORA REGULATORIA,SOBJ861112,C63,SOBJ861112HPUSRS05,Jose Daniel,Sosa,Barreto,M,FEMENINO,Director General Paraestatal C,OTRO,OTRO,OTRO,2006-07-22T14:20:01.053Z,MXN,Peso Mexicano,8522.0,,,,,centrodeinvestigacionydesarrollotecnologicoenelectroquimicasc
9bb06602-887d-43ec-9e59-80fcd99466aa,2006-08-02,EXP/02673126,Contraloría Interna,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]",DESVÍO DE RECURSOS PÚBLICOS,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,INSTITUTO NACIONAL DE SALUD PUBLICA,TEEE710306,C87,TEEE710306MAGRQL01,Emilia,Terán,Esquibel,F,MASCULINO,Analista,VDH,VIOLACIÓN A LOS DERECHOS HUMANOS,DESALOJO FORZOSO DE PERSONAS DE SUS HOGARES,2006-08-02T21:43:39.488Z,MXN,Peso Mexicano,8291.0,,,,,notimexagenciadenoticiasdelestadomexicano
ac92a607-a78f-40f3-ac8d-3081436eec4b,2006-08-03,GCPD/41c213a2,Tribunal,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]",ENRIQUECIMIENTO OCULTO,"Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",CENTRO DE INVESTIGACION Y SEGURIDAD NACIONAL,BAGM880220,C61,BAGM880220MVZNRR01,María,Banda,Guerrero,F,MASCULINO,Jefe de Departamento,TINF,TRÁFICO DE INFLUENCIAS,TRÁFICO DE INFLUENCIAS,2006-08-03T15:49:31.937Z,,,,,,,,banconacionaldecomercioexteriorsnc
a12aaab2-c03f-488e-89b3-4ea5afb73f51,2007-01-28,GCPD/dc8c911c,Organo de Control Interno,"[{'clave': 'S', 'valor': 'SUSPENSION DE EMPLEO, CARGO O COMISION', 'descripcion': ''}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS",Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,FONDO DE CULTURA ECONOMICA,ROSE820107,D31,ROSE820107HSNSLM08,Emmanuel,Rosado,Salcido,M,FEMENINO,Director de Area,PEC,PECULADO,PECULADO,2006-09-28T16:13:30.481Z,,,,9 años,2006-09-28T16:13:30.481Z,2015-08-28,,televisionmetropolitanasadecv
910c6d58-2769-439d-9d81-7d8f160446ac,2006-10-08,CARPETA/8978aa96,Organo de Control Interno,"[{'clave': 'SE', 'valor': 'SANCIÓN ECONÓMICA', 'descripcion': ''}]",UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Sanción impuesta conforme a la ley,COMISION NACIONAL DE LOS SALARIOS MINIMOS,CAEE750625,D59,CAEE750625HPUSTL04,Evelyn,Casárez,Estrada,M,FEMENINO,Subadministrador,AC,ACTO DE CORRUPCIÓN,RECIBIR SOBORNO POR UN TRÁMITE,2006-08-08T06:44:34.353Z,MXN,Peso Mexicano,15336.0,,,,,companiaoperadoradelcentroculturalyturisticodetijuanasadecv
3379a392-01a3-4488-8672-034e875315ca,2006-11-23,ARCHIVO/705f493d,Tribunal,"[{'clave': 'SE', 'valor': 'SANCIÓN ECONÓMICA', 'descripcion': ''}]",UTILIZACIÓN INDEBIDA DE INFORMACIÓN,"Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",CENTRO DE ESTUDIOS SUPERIORES EN TURISMO,URTJ790723,B34,URTJ790723HSNBRQ02,Joaquín,Uribe,Toro,M,FEMENINO,Administrador,CIND,CONTRATACIÓN INDEBIDA,CONTRATACIÓN INDEBIDA,2006-07-23T01:39:19.958Z,MXN,Peso Mexicano,17099.0,,,,,comisionnacionalparaeldesarrollodelospueblosindigenas
0fd75a6d-ab70-4453-83a3-737b7652c840,2006-07-24,ARCHIVO/3575df95,OIC,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]",UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Sanción impuesta conforme a la ley,SERVICIO GEOLOGICO MEXICANO,YAGM781025,C50,YAGM781025HPUGLR01,Marisol,Yago,Gálvez,M,FEMENINO,Gobernador/a del Estado,VLNP,VIOLACION LEYES Y NORMATIVIDAD PRESUPUESTAL,COLUSIÓN,2006-06-24T05:43:44.283Z,MXN,Peso Mexicano,24871.0,,,,,centronacionaldetrasplantes
0b8877b2-f837-4826-9573-81a9315e700f,2006-11-05,GCPD/0569a6fe,Tribunal,"[{'clave': 'S', 'valor': 'SUSPENSION DE EMPLEO, CARGO O COMISION', 'descripcion': ''}]",CONTRATACIÓN INDEBIDA,Sanción impuesta conforme a la ley,TRANSPORTADORA DE SAL S.A. DE C.V.,CRSF890324,A27,CRSF890324MPURSR03,Francisco,Crespo,Sisneros,F,MASCULINO,Director General Paraestatal C,AFN,ABUSO DE FUNCIONES,ABUSO DE FUNCIONES,2006-08-05T08:09:13.674Z,,,,6 años,2006-08-05T08:09:13.674Z,2012-07-05,,institutoparalaproteccionalahorrobancario
55a2a394-ac56-4af7-9924-56ddff2abd46,2006-11-03,GCPD/da37b729,Contraloría Interna,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]",DESVÍO DE RECURSOS PÚBLICOS,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJIO,BAMG850003,E15,BAMG850003MSNÑNR09,Gerardo,Bañuelos,Montalvo,F,MASCULINO,Subdirector de Area,DRP,DESVÍO DE RECURSOS PÚBLICOS,DESVÍO DE RECURSOS PÚBLICOS,2006-07-03T04:14:39.625Z,MXN,Peso Mexicano,27197.0,,,,,prevencionyreadaptacionsocial
32de0a18-d9d7-4f04-a5ad-5b565c752bff,2006-10-06,GCPD/6219001c,Contraloría Interna,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]",ENRIQUECIMIENTO OCULTO,"Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",COMPAÑIA MEXICANA DE EXPLORACIONES S.A. DE C.V.,BERN850106,B43,BERN850106MSNLVT04,Natalia,Beltrán,Rivero,F,MASCULINO,Titular de Unidad,AG,ADMINISTRATIVA GRAVE,ADMINISTRATIVA GRAVE,2006-06-06T02:45:14.050Z,,,,,,,,colegiodebachilleres
7b1ffedc-cea6-4ee4-95fb-6c8f82c2d375,2006-09-29,ARCHIVO/a169140a,Organo de Control Interno,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]",CONTRATACIÓN INDEBIDA,"Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",COMISION NACIONAL DE LAS ZONAS ARIDAS,BECE870604,B34,BECE870604HDFRRN02,Ernesto,Bermúdez,Carrero,M,FEMENINO,Jefe de Departamento,ABCI,ACTUACIÓN BAJO CONFLICTO DE INTERÉS,ACTUACIÓN BAJO CONFLICTO DE INTERÉS,2006-09-29T15:28:32.140Z,MXN,Peso Mexicano,18933.0,,,,,comisionnacionalbancariaydevalores
9770754e-6390-4d96-b0ec-b10af6d068e6,2006-11-27,EXPEDIENTE/caec16ab,OIC,"[{'clave': 'IRSC', 'valor': 'INDEMNIZACIÓN RESARCITORIA', 'descripcion': ''}]",TRÁFICO DE INFLUENCIAS,"Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",COORDINACION NACIONAL DEL PROGRAMA DE DESARROLLO HUMANO OPORTUNIDADES,YÁLE820507,D20,YÁLE820507MVZÑNT01,Estefanía,Yáñez,Longoria,F,MASCULINO,Subadministrador,TINF,TRÁFICO DE INFLUENCIAS,TRÁFICO DE INFLUENCIAS,2006-09-27T00:54:46.922Z,MXN,Peso Mexicano,12361.0,,,,,institutonacionaldepediatria
b3fb8da5-81a5-4ee4-8ea4-043ba03bed3a,2006-08-18,EXP/a386b194,OIC,"[{'clave': 'IRSC', 'valor': 'INDEMNIZACIÓN RESARCITORIA', 'descripcion': ''}]",CONTRATACIÓN INDEBIDA,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,ADMINISTRACION PORTUARIA INTEGRAL DE SALINA CRUZ S.A. DE C.V.,CAGI871024,A78,CAGI871024MDFLTN08,Ivan,Calvillo,Gutiérrez,F,MASCULINO,Director General Paraestatal C,EIFM,EJERCICIO INDEBIDO DE SUS FUNCIONES EN MATERIA MIGRATORIA,EJERCICIO INDEBIDO DE SUS FUNCIONES EN MATERIA MIGRATORIA,2006-06-18T15:47:31.539Z,MXN,Peso Mexicano,9066.0,,,,,cfecorporativo
d188cc08-d32f-4b1a-b1ca-a2690d021bd7,2006-11-08,GCPD/64f27745,Organo de Control Interno,"[{'clave': 'S', 'valor': 'SUSPENSION DE EMPLEO, CARGO O COMISION', 'descripcion': ''}]",UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Sanción impuesta conforme a la ley,ADMINISTRACION PORTUARIA INTEGRAL DE MANZANILLO S.A. DE C.V.,HEAC790012,D51,HEAC790012HVZNMN02,Conchita,Henríquez,Armijo,M,FEMENINO,Jefe de Departamento,PEC,PECULADO,PECULADO,2006-11-08T20:49:24.246Z,,,,4 años,2006-11-08T20:49:24.246Z,2010-10-08,,centrodeensenanzatecnicaindustrial
24974a16-2323-4d05-aafa-bebe2807f5ed,2006-09-05,EXPEDIENTE/d8615341,Organo de Control Interno,"[{'clave': 'S', 'valor': 'SUSPENSION DE EMPLEO, CARGO O COMISION', 'descripcion': ''}]",CONTRATACIÓN INDEBIDA,Sanción impuesta conforme a la ley,CENTRO NACIONAL DE EQUIDAD DE GENERO Y SALUD REPRODUCTIVA,ZABF891006,B84,ZABF891006MSNMRR04,Francisco,Zamudio,Barela,F,MASCULINO,Gobernador/a del Estado,ENCB,ENCUBRIMIENTO,ENCUBRIMIENTO,2006-09-05T04:18:14.000Z,,,,4 años,2006-09-05T04:18:14.000Z,2010-08-05,,centrodeproducciondeprogramasinformativosyespeciales
7124d714-3989-4e23-b028-f32ed2d173a2,2007-02-10,ARCHIVO/4c1d5f45,Tribunal,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]",ENRIQUECIMIENTO OCULTO,Sanción impuesta conforme a la ley,TRIBUNAL FEDERAL DE CONCILIACION Y ARBITRAJE,NÁMA821011,D40,NÁMA821011HDFJT 09,Ana María,Nájera,Mota,M,FEMENINO,Jefe de Departamento,EOCI,ENRIQUECIMIENTO OCULTO U OCULTAMIENTO DE CONFLICTO DE INTERÉS,ENRIQUECIMIENTO OCULTO U OCULTAMIENTO DE CONFLICTO DE INTERÉS,2006-10-10T07:08:02.008Z,,,,,,,,comisionparapreveniryerradicarlaviolenciacontralasmujeres
c1e6340d-21ce-4715-aa0d-ebc943213a50,2006-08-21,CARPETA/2d21100f,Organo de Control Interno,"[{'clave': 'D', 'valor': 'DESTITUCION DEL EMPLEO CARGO O COMISION', 'descripcion': 'DESPIDO'}]",CONFLICTO DE INTERÉS,Sanción impuesta conforme a la ley,SERVICIOS AEROPORTUARIOS DE LA CIUDAD DE MEXICO S.A. DE C.V.,HEAC720421,A46,HEAC720421MPURMR05,Cristobal,Heredia,Armendáriz,F,MASCULINO,Subdirector de Area,OTRO,OTRO,OTRO,2006-07-21T01:26:16.458Z,,,,1 años,2006-07-21T01:26:16.458Z,2007-06-21,,colegiosuperioragropecuariodelestadodeguerrero
2ef0d318-e5e3-4b9e-8909-bdaaa5a6ff76,2006-11-24,EXPEDIENTE/2de65ba6,Contraloría Interna,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]",TRÁFICO DE INFLUENCIAS,Sanción impuesta conforme a la ley,FONDO DE OPERACION Y FINANCIAMIENTO BANCARIO A LA VIVIENDA,DEOE860502,D63,DEOE860502HAG TM05,Esmeralda,de Anda,Ontiveros,M,FEMENINO,Director General Adjunto,UII,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,2006-07-23T23:34:50.556Z,MXN,Peso Mexicano,13136.0,,,,,fondodeinformacionydocumentacionparalaindustria
adffc274-7b41-4e7e-942a-b22ff8148825,2006-10-13,CARPETA/db735b97,Tribunal,"[{'clave': 'I', 'valor': 'INHABILITADO', 'descripcion': ''}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS",Sanción impuesta conforme a la ley,FIDEICOMISO DE RIESGO COMPARTIDO,GUPJ770012,D38,GUPJ770012MSNVRN05,Juan Manuel,Guevara,Partida,F,MASCULINO,Director General Paraestatal C,PEC,PECULADO,PECULADO,2006-07-13T19:36:38.871Z,,,,2 años,2006-07-13T19:36:38.871Z,2008-06-13,,comisionnacionaldeculturafisicaydeporte
2a33e4fe-081f-4718-83fe-709d036dcae1,2006-09-17,CARPETA/1227defa,Contraloría Interna,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS",Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,PEMEX-REFINACION,KAMA891019,B47,KAMA891019HPUNRN03,Alondra Romina,Kanea,Mora,M,FEMENINO,Subdirector de Area,ASEX,COMETER O TOLERAR CONDUCTAS DE ACOSO SEXUAL,COMETER O TOLERAR CONDUCTAS DE ACOSO SEXUAL,2006-06-17T09:47:01.369Z,,,,,,,,institutomatiasromerodeestudiosdiplomaticos
8f33e19d-148d-4387-ae55-9c81a1b509a2,2007-02-27,CARPETA/a6c699ac,Organo de Control Interno,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]",ENRIQUECIMIENTO OCULTO,Sanción impuesta conforme a la ley,FONDO NACIONAL DE FOMENTO AL TURISMO,VECS840014,A22,VECS840014MSNRML03,Salvador,Vera,Camacho,F,MASCULINO,Jefe de Departamento,OJUST,OBSTRUCCIÓN DE LA JUSTICIA,OBSTRUCCIÓN DE LA JUSTICIA,2006-11-27T17:59:45.496Z,MXN,Peso Mexicano,9938.0,,,,,consejeriajuridicadelejecutivofederal
b33768a9-99ca-45fa-a42b-e9546e143408,2007-00-26,CARPETA/76809f7f,OIC,"[{'clave': 'SE', 'valor': 'SANCIÓN ECONÓMICA', 'descripcion': ''}]",TRÁFICO DE INFLUENCIAS,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,LICONSA S.A. DE C.V.,LIOO800207,E95,LIOO800207HAGMVT02,Octavio,Limón,Olvera,M,FEMENINO,Jefe de Departamento,AC,ACTO DE CORRUPCIÓN,RECIBIR SOBORNO POR UN TRÁMITE,2006-09-26T06:21:28.288Z,MXN,Peso Mexicano,17919.0,,,,,colegiodepostgraduados
618ecf5f-d246-4c39-bfd6-f90fe87a147c,2006-09-05,CARPETA/631c3474,OIC,"[{'clave': 'S', 'valor': 'SUSPENSION DE EMPLEO, CARGO O COMISION', 'descripcion': ''}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS","Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",ADMINISTRACION PORTUARIA INTEGRAL DE DOS BOCAS S.A. DE C.V.,MUGB720627,D13,MUGB720627MSNRLL03,Blanca,Muro,Galván,F,MASCULINO,Subadministrador,AC,ACTO DE CORRUPCIÓN,RECIBIR SOBORNO POR UN TRÁMITE,2006-09-05T06:01:35.954Z,,,,9 años,2006-09-05T06:01:35.954Z,2015-08-05,,transportadoradesalsadecv
b9268228-e4c4-4c6b-9a3b-3193f2c90026,2006-11-23,CARPETA/2f70f102,Tribunal,"[{'clave': 'SE', 'valor': 'SANCIÓN ECONÓMICA', 'descripcion': ''}]",DESVÍO DE RECURSOS PÚBLICOS,"Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",INSTITUTO DE ECOLOGIA A.C. (INV),ARSD880308,D67,ARSD880308MPUTSB06,Débora,Arteaga,Sosa,F,MASCULINO,Administrador,CEX,COHECHO O EXTORSION,COHECHO O EXTORSION,2006-11-23T19:15:03.198Z,MXN,Peso Mexicano,22631.0,,,,,televisionmetropolitanasadecv
2a1dbe42-136a-4900-a4fa-50f5cbeec6e9,2006-07-17,EXP/12d242ae,Tribunal,"[{'clave': 'D', 'valor': 'DESTITUCION DEL EMPLEO CARGO O COMISION', 'descripcion': 'DESPIDO'}]",NEPOTISMO,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,INSTITUTO DE INVESTIGACIONES DR. JOSE MARIA LUIS MORA,CACM701113,D89,CACM701113HVZBLR02,María,Cabrera,Cuellar,M,FEMENINO,Subadministrador,CIND,CONTRATACIÓN INDEBIDA,CONTRATACIÓN INDEBIDA,2006-07-17T02:38:57.360Z,,,,4 años,2006-07-17T02:38:57.360Z,2010-06-17,,institutonacionaldepediatria
7e60579f-1d21-41f6-a87b-a870c5dc7370,2007-00-09,EXPEDIENTE/84a707b4,Tribunal,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]",CONTRATACIÓN INDEBIDA,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,ARCHIVO GENERAL DE LA NACION,ESCV880726,D35,ESCV880726MAGQNR06,Virginia,Esquivel,Canales,F,MASCULINO,Director General Adjunto,NAD,NEGLIGENCIA ADMINISTRATIVA,NEGLIGENCIA ADMINISTRATIVA,2006-11-09T04:21:04.404Z,MXN,Peso Mexicano,5769.0,,,,,institutodelfondonacionalparaelconsumodelostrabajadores
3cf6f721-1c3e-40cb-abab-5cec7c91a2d7,2006-08-25,EXP/88ffbc6f,Tribunal,"[{'clave': 'S', 'valor': 'SUSPENSION DE EMPLEO, CARGO O COMISION', 'descripcion': ''}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS",Sanción impuesta conforme a la ley,ADMINISTRACION PORTUARIA INTEGRAL DE ALTAMIRA S.A. DE C.V.,CONA850726,A68,CONA850726MSNLVT06,Antonia,Collazo,Nava,F,MASCULINO,Director de Area,AG,ADMINISTRATIVA GRAVE,ADMINISTRATIVA GRAVE,2006-08-25T23:04:55.004Z,,,,5 años,2006-08-25T23:04:55.004Z,2011-07-25,,institutomexicanodetecnologiadelagua
706e8e5f-6539-4259-83f0-8942986d4d91,2007-00-01,EXP/de01a69e,Tribunal,"[{'clave': 'D', 'valor': 'DESTITUCION DEL EMPLEO CARGO O COMISION', 'descripcion': 'DESPIDO'}]",TRÁFICO DE INFLUENCIAS,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,FONDO ESPECIAL DE ASISTENCIA TECNICA Y GARANTIA PARA LOS CREDITOS AGROPECUARIOS,ROPR740013,C30,ROPR740013HDFBRS06,Rosa María,Robles,Porras,M,FEMENINO,Titular de Unidad,EIFM,EJERCICIO INDEBIDO DE SUS FUNCIONES EN MATERIA MIGRATORIA,EJERCICIO INDEBIDO DE SUS FUNCIONES EN MATERIA MIGRATORIA,2006-11-01T18:41:33.403Z,,,,8 años,2006-11-01T18:41:33.403Z,2014-10-01,,fondoespecialparafinanciamientosagropecuarios
65686141-a568-4dfe-a74c-99d3a6301b1a,2006-10-10,ARCHIVO/890263ad,Organo de Control Interno,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]",ENRIQUECIMIENTO OCULTO,Sanción impuesta conforme a la ley,INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS,KRVI830622,C49,KRVI830622MAGRLB04,Isabel,Krasnova,Valadez,F,MASCULINO,Director General Paraestatal B,DRP,DESVÍO DE RECURSOS PÚBLICOS,DESVÍO DE RECURSOS PÚBLICOS,2006-08-10T00:50:23.784Z,MXN,Peso Mexicano,6458.0,,,,,fondodeinformacionydocumentacionparalaindustria
6949b488-d3e5-402d-88e4-ef81d72abf75,2007-02-10,SANC/3abfb628,Contraloría Interna,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]","COHECHO, ACEPTO BENEFICIO NO COMPRENDIDO EN SU REMUNERACIÓN COMO PERSONA SERVIDORA PÚBLICA",Sanción impuesta conforme a la ley,CENTRO DE CAPACITACION CINEMATOGRAFICA A.C.,DOAM740307,B71,DOAM740307HPUMRY07,Mayte,Domínquez,Alarcón,M,FEMENINO,Subdirector de Area,OJUST,OBSTRUCCIÓN DE LA JUSTICIA,OBSTRUCCIÓN DE LA JUSTICIA,2006-10-10T10:18:40.417Z,,,,,,,,serviciopostalmexicano
a2fb3d9f-baed-4fc6-b1b4-3cb5df71b15b,2006-08-27,EXP/3b5adcce,OIC,"[{'clave': 'D', 'valor': 'DESTITUCION DEL EMPLEO CARGO O COMISION', 'descripcion': 'DESPIDO'}]",UTILIZACIÓN INDEBIDA DE INFORMACIÓN,"Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS,VICM710206,D21,VICM710206HDFLRR09,Marilu,Villagómez,Cortés,M,FEMENINO,Analista,HSEX,COMETER O TOLERAR CONDUCTAS DE HOSTIGAMIENTO SEXUAL,COMETER O TOLERAR CONDUCTAS DE HOSTIGAMIENTO SEXUAL,2006-08-27T23:56:37.950Z,,,,6 años,2006-08-27T23:56:37.950Z,2012-07-27,,tribunalfederaldeconciliacionyarbitraje
d0aeab51-23c3-4063-bbac-2e557dd3f6fc,2006-10-27,GCPD/b7ef9419,Organo de Control Interno,"[{'clave': 'I', 'valor': 'INHABILITADO', 'descripcion': ''}]",NEPOTISMO,Sanción impuesta conforme a la ley,INSTITUTO NACIONAL DE GERIATRÍA,APCT820812,E15,APCT820812MAGRBM08,Tomás,Aparicio,Ceballos,F,MASCULINO,Subadministrador,VLNP,VIOLACION LEYES Y NORMATIVIDAD PRESUPUESTAL,COLUSIÓN,2006-06-27T13:54:36.576Z,,,,7 años,2006-06-27T13:54:36.576Z,2013-05-27,,banconacionaldeobrasyserviciospublicossnc
4d76fb84-4e8c-45f5-a551-0ce3c6cd6a5d,2006-07-04,EXP/7bf48687,Organo de Control Interno,"[{'clave': 'I', 'valor': 'INHABILITADO', 'descripcion': ''}]",UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Sanción impuesta conforme a la ley,PEMEX-GAS Y PETROQUIMICA BASICA,RONC880015,D77,RONC880015HPULVN05,Concepción,Roldán,Navarrete,M,FEMENINO,Director General Paraestatal C,IDSP,INCUMPLIMIENTO EN DECLARACION DE SITUACION PATRIMONIAL,OCULTAMIENTODE PROPIEDADES,2006-06-04T04:09:50.145Z,,,,8 años,2006-06-04T04:09:50.145Z,2014-05-04,,nacionalfinancierasnc
c2b41eaa-367b-4dae-b27c-a387a3bd7a5d,2006-10-05,ARCHIVO/5c6a4d68,Organo de Control Interno,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]","COHECHO, ACEPTO BENEFICIO NO COMPRENDIDO EN SU REMUNERACIÓN COMO PERSONA SERVIDORA PÚBLICA",Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,LABORATORIOS DE BIOLOGICOS Y REACTIVOS DE MEXICO S.A. DE C.V.,BEBP710927,D46,BEBP710927HDFNRB04,Pablo,Benavides,Burgos,M,FEMENINO,Director General Paraestatal B,HSEX,COMETER O TOLERAR CONDUCTAS DE HOSTIGAMIENTO SEXUAL,COMETER O TOLERAR CONDUCTAS DE HOSTIGAMIENTO SEXUAL,2006-07-05T01:39:14.246Z,,,,,,,,fondonacionalparaelfomentodelasartesanias
