tipoOperacion,nombreEmpresaSociedadAsociacion,rfc,area,puesto,fechaIngreso,fechaEgreso,ubicacion,ambitoSector.clave,ambitoSector.valor,sector.clave,sector.valor,curp,nivelOrdenGobierno,ambitoPublico,nombreEntePublico,areaAdscripcion,empleoCargoComision,funcionPrincipal,experiencia
SIN_CAMBIOS,Mabe,MABE851112CC3,Dirección,Asesor,2007-09-16T00:52:53.546Z,2010-11-17T20:09:07.263Z,MX,PRV,PRIVADO,OTRO,Electrónica de consumo,APZL860412HDFNBS08,,,,,,,1158
SIN_CAMBIOS,FEMSA División Salud,FEMS761023AB2,Ventas,Administrador,2011-07-01T07:12:23.514Z,2014-09-01T17:30:41.024Z,MX,PRV,PRIVADO,OTRO,Comercio de medicamentos,APZL860412HDFNBS08,,,,,,,1158
SIN_CAMBIOS,,,,,2000-03-27T01:34:23.799Z,2006-10-15T17:28:51.978Z,MX,PUB,Público,,,ARAA751016HDFMCR09,MUNICIPAL_ALCALDIA,JUDICIAL,UNIVERSIDAD PEDAGOGICA NACIONAL,Unidad de Concesiones y Servicios,Subadministrador,Dirigir,2393
SIN_CAMBIOS,Altos Hornos de México,ALTO781023CX2,Comercial,Administrador de proyectos,2007-09-19T09:54:18.056Z,2010-08-25T21:47:22.960Z,MX,PRV,PRIVADO,OTRO,Siderurgia y metalurgia,ARAA751016HDFMCR09,,,,,,,1071
SIN_CAMBIOS,Magna International México,MAGN831125CC3,Dirección,Administrador,2011-10-24T18:57:04.708Z,2014-10-21T14:49:16.433Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,ARAA751016HDFMCR09,,,,,,,1092
SIN_CAMBIOS,,,,,2002-09-18T10:35:27.021Z,2006-10-06T02:19:37.536Z,MX,PUB,Público,,,ARAK750813MVZCTM08,ESTATAL,EJECUTIVO,INSTITUTO NACIONAL DE INFRAESTRUCTURA FÍSICA EDUCATIVA,Unidad de Concesiones y Servicios,Director General Paraestatal A,Administrar,1478
SIN_CAMBIOS,Banco Azteca,BANC721026AC1,Comercial,Administrador,2007-09-10T00:26:24.078Z,2010-07-19T03:16:10.544Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,ARAK750813MVZCTM08,,,,,,,1043
SIN_CAMBIOS,The Home Depot México,THE 891118CX2,Financiera,Director de área,2011-08-19T19:53:50.298Z,2014-10-15T21:42:39.824Z,MX,PRV,PRIVADO,OTRO,Comercio especializado,ARAK750813MVZCTM08,,,,,,,1153
SIN_CAMBIOS,P&G México,P&G 881114AC1,Comercial,Gerente,2002-01-14T07:08:01.930Z,2006-08-08T12:37:24.911Z,MX,PRV,PRIVADO,OTRO,Productos de consumo,ARAL820626HAGGRC02,,,,,,,1667
SIN_CAMBIOS,LyondellBasell de México,LYON821019CX2,Ventas,Asesor,2007-09-16T04:57:45.138Z,2010-05-28T15:35:54.320Z,MX,PRV,PRIVADO,OTRO,Química y petroquímica,ARAL820626HAGGRC02,,,,,,,985
SIN_CAMBIOS,Grupo Sanborns,GRUP761120CC3,Ventas,Administrador,2011-08-18T17:57:55.265Z,2014-10-10T15:56:50.209Z,MX,PRV,PRIVADO,OTRO,Comercio departamental,ARAL820626HAGGRC02,,,,,,,1148
SIN_CAMBIOS,,,,,2000-04-06T05:42:41.050Z,2006-11-21T07:37:50.956Z,MX,PUB,Público,,,ARAM790216HVZGVN08,MUNICIPAL_ALCALDIA,LEGISLATIVO,NACIONAL FINANCIERA S.N.C.,Unidad de Concesiones y Servicios,Subadministrador,Seguimiento,2420
SIN_CAMBIOS,Grupo Lala,GRUP801021CC3,Financiera,Administrador central,2007-10-28T23:03:01.821Z,2010-04-03T22:31:49.680Z,MX,PRV,PRIVADO,OTRO,Alimentos,ARAM790216HVZGVN08,,,,,,,887
SIN_CAMBIOS,Grupo Financiero BBVA Bancomer,GRUP851123AB2,Dirección,Gerente Regional,2011-11-28T22:56:40.385Z,2014-11-22T10:06:16.914Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,ARAM790216HVZGVN08,,,,,,,1089
SIN_CAMBIOS,Aeropuertos y Servicios Auxiliares,AERO861018AB2,Financiera,Gerente,2002-03-11T14:14:37.984Z,2006-06-14T14:03:46.487Z,MX,PRV,PRIVADO,OTRO,Servicios aeroportuarios,ARAR700608HVZTGC06,,,,,,,1555
SIN_CAMBIOS,FEMSA Comercio (Oxxo),FEMS711011CX2,Gerencia,Gerente,2007-09-28T22:55:04.573Z,2010-01-03T15:55:09.957Z,MX,PRV,PRIVADO,OTRO,Comercio autoservicio,ARAR700608HVZTGC06,,,,,,,827
SIN_CAMBIOS,Honda de México,HOND791012CC3,Financiera,Administrador,2011-10-20T12:14:45.053Z,2014-10-20T11:12:47.832Z,MX,PRV,PRIVADO,OTRO,Armadora,ARAR700608HVZTGC06,,,,,,,1095
SIN_CAMBIOS,,,,,2001-01-15T03:21:16.672Z,2006-06-30T19:47:58.987Z,MX,PUB,Público,,,ARBA800020HPUGSN02,MUNICIPAL_ALCALDIA,EJECUTIVO,INSTITUTO NACIONAL DE CIENCIAS PENALES,Unidad de Concesiones y Servicios,Director General Adjunto,Dirigir,1992
SIN_CAMBIOS,Sigma Alimentos,SIGM831124CX2,Ventas,Administrador,2007-07-01T05:44:44.144Z,2010-01-16T04:15:18.868Z,MX,PRV,PRIVADO,OTRO,Alimentos,ARBA800020HPUGSN02,,,,,,,929
SIN_CAMBIOS,Grupo Financiero Santander México,GRUP841115CX2,Ventas,Administrador,2011-06-18T05:44:07.227Z,2014-08-17T16:35:49.621Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,ARBA800020HPUGSN02,,,,,,,1156
SIN_CAMBIOS,,,,,2001-03-03T06:10:20.393Z,2006-07-14T07:50:33.993Z,MX,PUB,Público,,,ARBA820123HAGMRR04,MUNICIPAL_ALCALDIA,JUDICIAL,SECRETARIA DE HACIENDA Y CREDITO PUBLICO,Unidad de Concesiones y Servicios,Jefe de Departamento,Seguimiento,1959
SIN_CAMBIOS,Grupo Aeroméxico,GRUP741020CC3,Recursos Humanos,Repartidor,2007-09-19T20:13:51.005Z,2010-04-08T17:10:57.424Z,MX,PRV,PRIVADO,OTRO,Aerolíneas,ARBA820123HAGMRR04,,,,,,,931
SIN_CAMBIOS,Samsung México,SAMS891023CX2,Operativa,Capturista de datos,2011-07-12T07:55:12.670Z,2014-09-30T03:51:04.803Z,MX,PRV,PRIVADO,OTRO,Electrónica de consumo,ARBA820123HAGMRR04,,,,,,,1175
SIN_CAMBIOS,Grupo Aeroméxico,GRUP751122AB2,Operativa,Atención a clientes,2002-06-18T15:19:16.784Z,2006-09-28T04:34:37.018Z,MX,PRV,PRIVADO,OTRO,Aerolíneas,ARBD741017HDFMZB02,,,,,,,1562
SIN_CAMBIOS,FEMSA Comercio (Oxxo),FEMS881012AC1,Comercial,Repartidor,2007-07-25T01:54:51.468Z,2010-02-12T18:51:12.378Z,MX,PRV,PRIVADO,OTRO,Comercio autoservicio,ARBD741017HDFMZB02,,,,,,,933
SIN_CAMBIOS,Coca-Cola FEMSA,COCA701022CX2,Comercial,Agente de ventas,2011-04-06T18:44:02.070Z,2014-08-28T01:51:57.177Z,MX,PRV,PRIVADO,OTRO,Bebidas y cervezas,ARBD741017HDFMZB02,,,,,,,1239
SIN_CAMBIOS,,,,,2002-11-07T13:01:53.758Z,2006-07-03T12:30:46.372Z,MX,PUB,Público,,,ARBE711020HVZNRS06,ESTATAL,LEGISLATIVO,PEMEX-PETROQUIMICA,Unidad de Concesiones y Servicios,Director de Area,Administracion de proyectos,1333
SIN_CAMBIOS,FEMSA,FEMS701114AC1,Comercial,Analista,2007-11-05T07:48:55.926Z,2010-05-19T10:59:54.492Z,MX,PRV,PRIVADO,OTRO,Holding,ARBE711020HVZNRS06,,,,,,,926
SIN_CAMBIOS, Nissan Mexicana, NIS861126CX2,Gerencia,Gerente,2011-07-16T07:49:13.205Z,2014-08-20T11:21:10.080Z,MX,PRV,PRIVADO,OTRO,Armadora,ARBE711020HVZNRS06,,,,,,,1131
SIN_CAMBIOS,,,,,2000-10-28T18:33:21.982Z,2006-09-08T05:23:30.768Z,MX,PUB,Público,,,ARBE791022HVZÑRT07,ESTATAL,ORGANO_AUTONOMO,PETROLEOS MEXICANOS,Unidad de Concesiones y Servicios,Subdirector de Area,Seguimiento,2140
SIN_CAMBIOS,Ternium México,TERN851027AB2,Financiera,Capturista de datos,2007-08-23T14:54:58.713Z,2010-01-16T16:31:32.858Z,MX,PRV,PRIVADO,OTRO,Siderurgia y metalurgia,ARBE791022HVZÑRT07,,,,,,,877
SIN_CAMBIOS,Lear Corporation México,LEAR871010CX2,Comercial,Auxiliar,2011-04-11T16:04:35.515Z,2014-09-06T20:16:39.875Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,ARBE791022HVZÑRT07,,,,,,,1244
SIN_CAMBIOS,,,,,2001-08-30T19:43:53.690Z,2006-08-16T19:04:06.249Z,MX,PUB,Público,,,ARBG740613MAGMTL09,MUNICIPAL_ALCALDIA,ORGANO_AUTONOMO,INSTITUTO MEXICANO DEL TRANSPORTE,Unidad de Concesiones y Servicios,Subdirector de Area,Seguimiento,1811
SIN_CAMBIOS,Cemex,CEME781110AC1,Ventas,Analista,2007-11-07T06:20:49.998Z,2010-05-09T23:41:26.331Z,MX,PRV,PRIVADO,OTRO,Cemento y materiales,ARBG740613MAGMTL09,,,,,,,914
SIN_CAMBIOS,Aeropuertos y Servicios Auxiliares,AERO751023AB2,Ventas,Gerente,2011-10-11T10:47:54.883Z,2014-08-02T02:36:46.108Z,MX,PRV,PRIVADO,OTRO,Servicios aeroportuarios,ARBG740613MAGMTL09,,,,,,,1025
SIN_CAMBIOS,,,,,2001-09-05T21:19:12.019Z,2006-08-02T08:42:45.561Z,MX,PUB,Público,,,ARBJ750104MPUMNZ08,FEDERAL,LEGISLATIVO,FONDO ESPECIAL PARA FINANCIAMIENTOS AGROPECUARIOS,Unidad de Concesiones y Servicios,Subdirector de Area,Seguimiento,1791
SIN_CAMBIOS,Grupo Financiero Scotiabank Inverlat,GRUP821119AC1,Logística,Repartidor,2007-09-30T18:43:36.879Z,2010-08-26T22:43:14.059Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,ARBJ750104MPUMNZ08,,,,,,,1061
SIN_CAMBIOS,AT&T México,AT&T741015AC1,Ventas,Capturista de datos,2011-06-18T22:17:43.998Z,2014-10-08T20:19:06.013Z,MX,PRV,PRIVADO,OTRO,Telecomunicaciones,ARBJ750104MPUMNZ08,,,,,,,1207
SIN_CAMBIOS,,,,,2002-07-16T05:21:02.699Z,2006-08-16T08:46:01.301Z,MX,PUB,Público,,,ARBL730720MSNMNS03,MUNICIPAL_ALCALDIA,ORGANO_AUTONOMO,SECRETARIA DE LA DEFENSA NACIONAL,Unidad de Concesiones y Servicios,Jefe de Departamento,Seguimiento,1492
SIN_CAMBIOS,GNP,GNP711117CC3,Logística,Auxiliar,2007-07-21T11:43:06.667Z,2010-02-02T20:42:41.051Z,MX,PRV,PRIVADO,OTRO,Seguros y fianzas,ARBL730720MSNMNS03,,,,,,,927
SIN_CAMBIOS,Grupo Financiero HSBC,GRUP841014AC1,Recursos Humanos,Atención a clientes,2011-02-18T16:17:36.789Z,2014-09-15T01:04:48.914Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,ARBL730720MSNMNS03,,,,,,,1304
SIN_CAMBIOS,Nemak,NEMA861111CX2,Financiera,Administrador central,2000-01-04T03:03:54.533Z,2006-08-13T14:17:34.350Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,ARBL840508MPUCRS06,,,,,,,2413
SIN_CAMBIOS,Grupo Salinas,GRUP731021CX2,Financiera,Gerente,2007-11-04T23:19:20.014Z,2010-01-19T00:24:32.068Z,MX,PRV,PRIVADO,OTRO,Holding,ARBL840508MPUCRS06,,,,,,,806
SIN_CAMBIOS,Grupo Lala,GRUP881127AC1,Financiera,Gerente Regional,2011-02-03T16:56:47.122Z,2014-11-11T22:46:53.346Z,MX,PRV,PRIVADO,OTRO,Alimentos,ARBL840508MPUCRS06,,,,,,,1377
SIN_CAMBIOS,Grupo México División Transportes,GRUP811017CX2,Ventas,Director de área,2002-11-27T04:06:52.830Z,2006-10-29T22:56:29.067Z,MX,PRV,PRIVADO,OTRO,Logística y transporte,ARCA730203HDFCRX07,,,,,,,1432
SIN_CAMBIOS,FEMSA,FEMS741027AC1,Ventas,Gerente Regional,2007-06-24T02:03:59.219Z,2010-01-02T10:20:56.594Z,MX,PRV,PRIVADO,OTRO,Holding,ARCA730203HDFCRX07,,,,,,,923
SIN_CAMBIOS,Corporativo Fragua,CORP721019AC1,Comercial,Asesor,2011-04-27T12:39:52.959Z,2014-11-16T12:39:49.439Z,MX,PRV,PRIVADO,OTRO,Comercio de medicamentos,ARCA730203HDFCRX07,,,,,,,1298
SIN_CAMBIOS,,,,,2001-08-27T12:17:05.565Z,2006-09-25T02:11:17.366Z,MX,PUB,Público,,,ARCB790014MVZCLR05,ESTATAL,EJECUTIVO,SECCION MEXICANA DE LA COMISION INTERNACIONAL DE LIMITES Y AGUAS MEXICO-GUATEMALA-BELICE,Unidad de Concesiones y Servicios,Director General Paraestatal B,Coordinar,1854
SIN_CAMBIOS,GNP,GNP701027AC1,Asesor,Gerente Regional,2007-07-30T14:32:33.653Z,2010-10-08T22:29:15.935Z,MX,PRV,PRIVADO,OTRO,Seguros y fianzas,ARCB790014MVZCLR05,,,,,,,1166
SIN_CAMBIOS,Grupo México,GRUP871124CX2,Gerencia,Administrador central,2011-09-06T09:09:02.709Z,2014-10-31T07:07:57.229Z,MX,PRV,PRIVADO,OTRO,Holding,ARCB790014MVZCLR05,,,,,,,1150
SIN_CAMBIOS,,,,,2000-08-20T21:05:31.127Z,2006-11-02T14:08:20.192Z,MX,PUB,Público,,,ARCD840926MSNLRN08,MUNICIPAL_ALCALDIA,EJECUTIVO,COMISION NACIONAL DE SEGURIDAD NUCLEAR Y SALVAGUARDIAS,Unidad de Concesiones y Servicios,Subdirector de Area,Seguimiento,2264
SIN_CAMBIOS,Industrias Bachoco,INDU771019AC1,Recursos Humanos,Capturista de datos,2007-07-06T00:00:21.015Z,2010-05-14T23:14:13.888Z,MX,PRV,PRIVADO,OTRO,Alimentos,ARCD840926MSNLRN08,,,,,,,1043
SIN_CAMBIOS,Nestlé México,NEST811127AC1,Financiera,Atención a clientes,2011-02-05T14:39:22.686Z,2014-09-28T23:43:34.704Z,MX,PRV,PRIVADO,OTRO,Alimentos,ARCD840926MSNLRN08,,,,,,,1331
SIN_CAMBIOS,Valeo México,VALE711126CC3,Dirección,Administrador,2000-07-06T09:48:46.678Z,2006-06-29T16:21:38.875Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,ARCF710912HAGMRR05,,,,,,,2184
SIN_CAMBIOS,Lear Corporation México,LEAR831021AB2,Comercial,Administrador de proyectos,2007-07-07T06:46:08.264Z,2010-08-05T00:01:31.305Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,ARCF710912HAGMRR05,,,,,,,1124
SIN_CAMBIOS,Grupo BAL,GRUP811122CX2,Financiera,Director de área,2011-08-10T21:02:21.003Z,2014-11-11T18:13:44.822Z,MX,PRV,PRIVADO,OTRO,Holding,ARCF710912HAGMRR05,,,,,,,1188
SIN_CAMBIOS,Ternium México,TERN771017CX2,Ventas,Capturista de datos,2000-09-18T12:07:42.550Z,2006-07-30T19:58:19.258Z,MX,PRV,PRIVADO,OTRO,Siderurgia y metalurgia,ARCF710920HDFTSL09,,,,,,,2141
SIN_CAMBIOS,Grupo México,GRUP721020CX2,Financiera,Atención a clientes,2007-08-11T03:23:15.341Z,2010-07-29T21:49:38.954Z,MX,PRV,PRIVADO,OTRO,Holding,ARCF710920HDFTSL09,,,,,,,1083
SIN_CAMBIOS,Nestlé México,NEST811016AB2,Logística,Agente de ventas,2011-06-02T04:32:01.556Z,2014-10-16T16:33:50.702Z,MX,PRV,PRIVADO,OTRO,Alimentos,ARCF710920HDFTSL09,,,,,,,1232
SIN_CAMBIOS,,,,,2002-09-14T06:30:55.249Z,2006-10-26T16:51:06.241Z,MX,PUB,Público,,,ARCM730821MVZMRY06,MUNICIPAL_ALCALDIA,ORGANO_AUTONOMO,EXPORTADORA DE SAL S.A.DE C.V.,Unidad de Concesiones y Servicios,Jefe de Departamento,Seguimiento,1503
SIN_CAMBIOS,FCA México,FCA 891121CC3,Recursos Humanos,Auxiliar,2007-11-08T10:25:50.675Z,2010-01-15T12:40:59.931Z,MX,PRV,PRIVADO,OTRO,Armadora,ARCM730821MVZMRY06,,,,,,,799
SIN_CAMBIOS,Gruma,GRUM891110AC1,Financiera,Agente de ventas,2011-10-30T18:50:55.575Z,2014-11-14T17:03:13.178Z,MX,PRV,PRIVADO,OTRO,Alimentos,ARCM730821MVZMRY06,,,,,,,1110
SIN_CAMBIOS,,,,,2001-12-20T20:01:56.705Z,2006-10-17T06:54:36.805Z,MX,PUB,Público,,,ARCM780413MSNLRR08,MUNICIPAL_ALCALDIA,JUDICIAL,COMISION NACIONAL DE VIVIENDA,Unidad de Concesiones y Servicios,Subdirector de Area,Seguimiento,1761
SIN_CAMBIOS,MetLife México,METL881111CC3,Operativa,Atención a clientes,2007-10-24T06:11:52.406Z,2010-07-19T05:21:13.138Z,MX,PRV,PRIVADO,OTRO,Seguros y fianzas,ARCM780413MSNLRR08,,,,,,,998
SIN_CAMBIOS,Industrias Bachoco,INDU871113AB2,Logística,Agente de ventas,2011-05-23T02:47:59.352Z,2014-11-07T17:51:48.499Z,MX,PRV,PRIVADO,OTRO,Alimentos,ARCM780413MSNLRR08,,,,,,,1264
SIN_CAMBIOS,,,,,2000-12-30T12:22:48.036Z,2006-09-12T11:46:51.645Z,MX,PUB,Público,,,ARCM820824MPUGRR09,ESTATAL,JUDICIAL,ARCHIVO GENERAL DE LA NACION,Unidad de Concesiones y Servicios,Subdirector de Area,Seguimiento,2081
SIN_CAMBIOS,El Puerto de Liverpool,EL P851111AB2,Financiera,Analista,2007-08-10T02:00:06.664Z,2010-01-23T07:15:30.045Z,MX,PRV,PRIVADO,OTRO,Comercio departamental,ARCM820824MPUGRR09,,,,,,,897
SIN_CAMBIOS,Industrias Peñoles,INDU811123AB2,Financiera,Administrador de proyectos,2011-11-14T08:03:49.182Z,2014-11-24T00:11:54.251Z,MX,PRV,PRIVADO,OTRO,Minería,ARCM820824MPUGRR09,,,,,,,1105
SIN_CAMBIOS,,,,,2000-06-16T09:25:47.657Z,2006-06-24T19:26:09.796Z,MX,PUB,Público,,,ARCP700712MAGRRT09,FEDERAL,ORGANO_AUTONOMO,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",Unidad de Concesiones y Servicios,Subdirector de Area,Administracion de proyectos,2199
SIN_CAMBIOS,Alpek,ALPE751010AC1,Financiera,Director de área,2007-08-30T13:26:05.432Z,2010-05-20T17:27:05.428Z,MX,PRV,PRIVADO,OTRO,Química y petroquímica,ARCP700712MAGRRT09,,,,,,,994
SIN_CAMBIOS,Magna International México,MAGN761019CX2,Dirección,Administrador de proyectos,2011-07-11T21:31:52.870Z,2014-08-18T00:02:06.278Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,ARCP700712MAGRRT09,,,,,,,1133
SIN_CAMBIOS,Grupo Modelo,GRUP751113CX2,Dirección,Director de área,2002-07-05T05:35:29.989Z,2006-06-08T20:33:42.283Z,MX,PRV,PRIVADO,OTRO,Bebidas y cervezas,ARCV740023HVZRRR04,,,,,,,1434
SIN_CAMBIOS,Lear Corporation México,LEAR761014AB2,Comercial,Administrador,2007-07-04T12:03:09.904Z,2010-03-15T07:31:43.580Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,ARCV740023HVZRRR04,,,,,,,984
SIN_CAMBIOS,Fresnillo PLC,FRES791117AC1,Ventas,Administrador,2011-05-24T08:05:53.445Z,2014-09-06T08:15:00.416Z,MX,PRV,PRIVADO,OTRO,Minería,ARCV740023HVZRRR04,,,,,,,1201
SIN_CAMBIOS,Industrias Peñoles,INDU751015CX2,Operativa,Capturista de datos,2001-11-02T15:54:06.440Z,2006-08-19T12:24:34.711Z,MX,PRV,PRIVADO,OTRO,Minería,ARDA871025HPUMLX05,,,,,,,1750
SIN_CAMBIOS,Grupo Financiero Banorte,GRUP741019AB2,Operativa,Repartidor,2007-10-02T06:32:21.054Z,2010-01-05T23:49:19.073Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,ARDA871025HPUMLX05,,,,,,,826
SIN_CAMBIOS,AT&T México,AT&T841025CC3,Financiera,Capturista de datos,2011-08-29T07:07:45.569Z,2014-11-27T11:15:57.583Z,MX,PRV,PRIVADO,OTRO,Telecomunicaciones,ARDA871025HPUMLX05,,,,,,,1186
SIN_CAMBIOS,,,,,2000-06-17T06:35:31.754Z,2006-09-20T20:23:55.934Z,MX,PUB,Público,,,ARDE800805MVZMMundefined07,MUNICIPAL_ALCALDIA,EJECUTIVO,COMISION DE APELACION Y ARBITRAJE DEL DEPORTE,Unidad de Concesiones y Servicios,Secretario/a de Estado A,Coordinar,2286
SIN_CAMBIOS,Americas Mining Corporation,AMER891122AB2,Ventas,Gerente,2007-08-10T09:35:43.450Z,2010-05-28T22:42:03.953Z,MX,PRV,PRIVADO,OTRO,Minería,ARDE800805MVZMMundefined07,,,,,,,1022
SIN_CAMBIOS,Iberdrola México,IBER761117AC1,Comercial,Administrador central,2011-08-14T19:28:50.667Z,2014-10-20T13:10:18.507Z,MX,PRV,PRIVADO,OTRO,Electricidad,ARDE800805MVZMMundefined07,,,,,,,1162
SIN_CAMBIOS, Nissan Mexicana, NIS771014AC1,Operativa,Agente de ventas,2002-08-12T17:06:56.555Z,2006-09-30T08:09:25.469Z,MX,PRV,PRIVADO,OTRO,Armadora,ARDF720723MSNNLR07,,,,,,,1509
SIN_CAMBIOS,Jabil Circuit de México,JABI791026CX2,Operativa,Atención a clientes,2007-09-11T10:52:44.742Z,2010-10-18T02:28:09.057Z,MX,PRV,PRIVADO,OTRO,Electrónica,ARDF720723MSNNLR07,,,,,,,1132
SIN_CAMBIOS,Grupo México,GRUP871021CX2,Recursos Humanos,Agente de ventas,2011-06-23T13:31:52.313Z,2014-09-12T20:47:25.547Z,MX,PRV,PRIVADO,OTRO,Holding,ARDF720723MSNNLR07,,,,,,,1177
SIN_CAMBIOS,,,,,2000-07-03T01:13:53.694Z,2006-06-15T14:43:34.594Z,MX,PUB,Público,,,ARDL730213HVZGLC07,MUNICIPAL_ALCALDIA,EJECUTIVO,LABORATORIOS DE BIOLOGICOS Y REACTIVOS DE MEXICO S.A. DE C.V.,Unidad de Concesiones y Servicios,Jefe de Departamento,Seguimiento,2173
SIN_CAMBIOS,DeAcero,DEAC771122AC1,Operativa,Atención a clientes,2007-07-26T17:20:50.970Z,2010-10-11T00:20:06.222Z,MX,PRV,PRIVADO,OTRO,Siderurgia y metalurgia,ARDL730213HVZGLC07,,,,,,,1172
SIN_CAMBIOS,Nemak,NEMA761027CX2,Operativa,Repartidor,2011-09-04T09:06:55.843Z,2014-11-07T16:32:07.457Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,ARDL730213HVZGLC07,,,,,,,1160
SIN_CAMBIOS,,,,,2000-06-21T20:21:11.518Z,2006-10-08T02:27:48.832Z,MX,PUB,Público,,,ARDM850810HDFVLT07,MUNICIPAL_ALCALDIA,JUDICIAL,INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,Unidad de Concesiones y Servicios,Jefe de Departamento,Auxiliar,2299
SIN_CAMBIOS,FEMSA,FEMS781027AC1,Logística,Agente de ventas,2007-09-02T20:09:56.439Z,2010-11-08T07:34:44.692Z,MX,PRV,PRIVADO,OTRO,Holding,ARDM850810HDFVLT07,,,,,,,1162
SIN_CAMBIOS,Corporativo Fragua,CORP831116CX2,Operativa,Auxiliar,2011-02-14T08:06:39.918Z,2014-09-18T17:31:07.562Z,MX,PRV,PRIVADO,OTRO,Comercio de medicamentos,ARDM850810HDFVLT07,,,,,,,1312
SIN_CAMBIOS,Kimberly-Clark de México,KIMB831026CC3,Ventas,Repartidor,2000-08-21T02:08:39.563Z,2006-11-18T12:46:31.039Z,MX,PRV,PRIVADO,OTRO,Productos de consumo,AREM711106HDFTCR09,,,,,,,2280
SIN_CAMBIOS,Nemak,NEMA701025AB2,Recursos Humanos,Capturista de datos,2007-11-18T02:00:56.099Z,2010-03-04T03:07:37.083Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,AREM711106HDFTCR09,,,,,,,837
SIN_CAMBIOS,Volkswagen de México,VOLK791015AC1,Ventas,Agente de ventas,2011-06-27T20:22:16.827Z,2014-10-31T19:27:54.844Z,MX,PRV,PRIVADO,OTRO,Armadora,AREM711106HDFTCR09,,,,,,,1221
SIN_CAMBIOS,Flextronics Manufacturing México,FLEX871023AC1,Ventas,Auxiliar,2000-06-09T02:25:09.038Z,2006-07-19T05:05:26.374Z,MX,PRV,PRIVADO,OTRO,Electrónica,ARER750015HDFMZM03,,,,,,,2231
SIN_CAMBIOS,Grupo Lala,GRUP851020AB2,Logística,Repartidor,2007-08-09T07:40:22.881Z,2010-09-25T11:59:55.718Z,MX,PRV,PRIVADO,OTRO,Alimentos,ARER750015HDFMZM03,,,,,,,1143
SIN_CAMBIOS,Grupo Financiero Inbursa,GRUP741114AC1,Recursos Humanos,Agente de ventas,2011-06-21T07:21:55.253Z,2014-10-10T09:22:20.530Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,ARER750015HDFMZM03,,,,,,,1207
SIN_CAMBIOS,,,,,2000-01-14T19:21:37.414Z,2006-09-17T14:09:08.193Z,MX,PUB,Público,,,AREÁ830524MPUNPG03,ESTATAL,ORGANO_AUTONOMO,INSTITUTO NACIONAL DE ECOLOGIA,Unidad de Concesiones y Servicios,Director General Adjunto,Dirigir,2437
SIN_CAMBIOS,Fresnillo PLC,FRES721122AB2,Ventas,Gerente Regional,2007-11-08T04:12:38.446Z,2010-05-23T11:20:50.647Z,MX,PRV,PRIVADO,OTRO,Minería,AREÁ830524MPUNPG03,,,,,,,927
SIN_CAMBIOS,The Home Depot México,THE 891112AB2,Gerencia,Gerente Regional,2011-08-08T10:06:22.967Z,2014-08-20T01:27:28.335Z,MX,PRV,PRIVADO,OTRO,Comercio especializado,AREÁ830524MPUNPG03,,,,,,,1107
SIN_CAMBIOS,,,,,2002-06-19T19:23:16.502Z,2006-09-04T16:53:46.678Z,MX,PUB,Público,,,ARFC881126MSNGJR09,FEDERAL,ORGANO_AUTONOMO,CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS S.C.,Unidad de Concesiones y Servicios,Jefe de Departamento,Seguimiento,1537
SIN_CAMBIOS,América Móvil,AMÉR861127CX2,Ventas,Auxiliar,2007-06-26T08:10:42.958Z,2010-02-14T15:27:31.544Z,MX,PRV,PRIVADO,OTRO,Telecomunicaciones,ARFC881126MSNGJR09,,,,,,,964
SIN_CAMBIOS,Grupo Empresarial Ángeles,GRUP881120CC3,Ventas,Agente de ventas,2011-03-15T01:34:08.074Z,2014-10-16T05:22:02.898Z,MX,PRV,PRIVADO,OTRO,Holding,ARFC881126MSNGJR09,,,,,,,1311
SIN_CAMBIOS,,,,,2001-11-04T11:02:33.888Z,2006-10-07T18:48:54.151Z,MX,PUB,Público,,,ARFL841017MVZMNS08,MUNICIPAL_ALCALDIA,ORGANO_AUTONOMO,CENTRO NACIONAL DE CONTROL DE ENERGÍA,Unidad de Concesiones y Servicios,Director General Adjunto,Dirigir,1798
