tipoOperacion,titular,numeroCuentaContrato,porcentajeIncrementoDecremento,tipoInversion.clave,tipoInversion.valor,subTipoInversion.clave,subTipoInversion.valor,localizacionInversion.pais,localizacionInversion.institucionRazonSocial,localizacionInversion.rfc,saldoFechaConclusion.valor,saldoFechaConclusion.moneda,curp_funcionario,subTipoInversion.tipoInversion
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",38649334,-10%,POMM,POSESIÓN DE MONEDAS Y/O METALES,IFEX,INVERSIONES FINANCIERAS EN EL EXTRANJERO,MX,Soto - Hernandes,da9fed41-4f55-4a13-9036-0b84b516bdd3,336105.0,MXN,ESGY770304HPUTRM02,FINV
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",49122204,22%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Vera - Esparza,181e3f14-ba53-47c6-a146-6f6596a6fce0,418916.0,MXN,ESHH790309HDFCRM06,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",74690076,13%,AFOT,AFORES Y OTROS,DIVS,DIVISAS,MX,"Merino, Zaragoza and Riojas",e63e3695-17f6-4617-985f-f9e206b6f74b,625410.0,MXN,ESHH790309HDFCRM06,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",70818203,-9%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Aponte S.A.,8656568e-80f0-45fd-80cb-272a1b72d1c7,7018.0,MXN,ESIM800508HPUPRG05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",89093607,-16%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Casárez S.L.,5b722fac-374a-4f57-a4ac-960be99e57de,108391.0,MXN,ESJA810004MVZCMJ03,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",85753166,-6%,POMM,POSESIÓN DE MONEDAS Y/O METALES,CRIP,CRIPTOMONEDAS,MX,"Roldán, Anguiano and Niño",d0e52d8e-e933-4833-992d-848274f74e52,442667.0,MXN,ESJA810004MVZCMJ03,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",33827571,2%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Ñañez - Campos,c367b21c-72f1-47de-9baf-6a804149b198,11409344.0,MXN,ESJR811005MPUPQG01,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",46229437,-4%,VBUR,VALORES BURSÁTILES,AFOR,AFORES,MX,Polanco - Chavarría,6ff99f7b-5003-4293-8990-1d0c82c369ba,30137223.0,MXN,ESJR811005MPUPQG01,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",49105211,7%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,CTES,CERTIFICADOS DE LA TESORERÍA,MX,"Miramontes, Yáñez and Sedillo",f51de828-12d4-4d3d-b08c-18595646bc66,3941227.0,MXN,ESJR811005MPUPQG01,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",34500171,-16%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Velasco, Cervantes and Covarrubias",0ae5a50f-376d-4f58-9fd5-9a6e5babe1d2,14762.0,MXN,ESKA880012HSNQNT07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",88894878,-9%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Gurule S.A.,4d964686-0063-4fb2-974f-1a48478e0c01,27390742.0,MXN,ESKF810619HPUCNL05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",73671594,8%,SEGR,SEGUROS,FIDE,FIDEICOMISOS,MX,Rivera S.L.,2a0d4eae-a1b3-4889-a1d2-832667214dd1,38567666.0,MXN,ESKF810619HPUCNL05,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",10203990,8%,POMM,POSESIÓN DE MONEDAS Y/O METALES,CAHO,CUENTA DE AHORRO,MX,"Merino, Krasnova and Covarrubias",698a7aeb-7422-4776-ac0e-bdeaf42dd5d6,7786281.0,MXN,ESKF810619HPUCNL05,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",45436095,13%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Rolón S.A.,f134ed34-177c-43e5-8e28-d1573c1351cd,594231.0,MXN,ESKJ800905HVZPNR04,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",42950569,-23%,SEGR,SEGUROS,CRIP,CRIPTOMONEDAS,MX,Alejandro e Hijos,b1fcc18b-fc9b-450f-abbf-35bbdf23c40c,302435.0,MXN,ESKJ800905HVZPNR04,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",84099152,10%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Alaniz - Maya,3bc35e3d-8f51-43f0-8e92-9e05a277fd35,23618.0,MXN,ESKJ830605MAGCPR05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",30851393,5%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Gurule S.A.,661633a6-4447-40ce-b8c8-804a08bb0fbd,28985.0,MXN,ESKJ861127HSNCNS05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",56164154,24%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Kyra, Pacheco and Díaz",0fbc82fe-250b-4db1-8b1c-0fabcbf1e2c5,286802.0,MXN,ESKM870919HSNCMN07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",75160611,-21%,POMM,POSESIÓN DE MONEDAS Y/O METALES,FIDE,FIDEICOMISOS,MX,Fernández S.A.,547eadae-8ca4-4ddb-8b61-a728ffcaeb8a,407569.0,MXN,ESKM870919HSNCMN07,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",88886065,-5%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Guerrero - Lira,1cd15967-45ed-431a-aa06-af2638151b01,16897.0,MXN,ESKP750926HVZCRB07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",93895355,-7%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Menéndez - Gaona,e97f8093-b89d-4c6e-adf9-b04bd5786ac5,86429.0,MXN,ESLL840420HDFPYS08,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",86900040,-21%,AFOT,AFORES Y OTROS,MONN,MONEDA NACIONAL,MX,Caraballo S.A.,744662a5-1faa-487a-a6cb-c2287e199d43,149710.0,MXN,ESLL840420HDFPYS08,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",96057164,-14%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Caldera - Zamudio,f5abc3cd-e6f0-44ec-90f1-675961c2cfb9,29320684.0,MXN,ESLM841015MPUPMR05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",82744212,4%,BANC,BANCARIA,ONZT,ONZAS TROY,MX,Pantoja - Toledo,137145b4-3660-4586-b04a-513e90a38226,65790172.0,MXN,ESLM841015MPUPMR05,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",02403091,5%,SEGR,SEGUROS,CNOM,CUENTA DE NÓMINA,MX,"Muro, Paredes and Rivas",cdf3aa7a-8dc4-4d62-967c-1e891620aafa,18109844.0,MXN,ESLM841015MPUPMR05,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",79405145,-3%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Carreón Hermanos,54804bb9-33f0-4a0d-9bd6-d4b644b22277,35281364.0,MXN,ESMA700802MDFPZD07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",61457977,6%,AFOT,AFORES Y OTROS,CSAH,CAJAS DE AHORRO,MX,Franco S.L.,3a11327c-c184-4a5c-9e9c-333b05feaf72,911658.0,MXN,ESMA700802MDFPZD07,ORPM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",73053637,6%,FINV,FONDOS DE INVERSIÓN,ABAN,ACEPTACIONES BANCARIAS,MX,Lucio - Maestas,1cbf88db-fbd9-4c1e-844f-80dab9fb1b51,49971370.0,MXN,ESMA700802MDFPZD07,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",10095527,8%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Marín, Quiñones and Villaseñor",57d12d3b-b775-4d98-b48e-c4458c05e435,11005.0,MXN,ESMC740019HPUPRL04,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",99145784,-17%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Bétancourt, Torres and Yami",313c8cfa-d2b3-49d1-bbaa-4b1b12d07096,717216.0,MXN,ESMG870425MSNQRL04,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",14050888,21%,VBUR,VALORES BURSÁTILES,SEGV,SEGURO DE VIDA,MX,Verdugo - Armas,0d5fd837-757b-447d-ad31-5b4e02cd95a6,1130142.0,MXN,ESMG870425MSNQRL04,SEGR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",13407587,5%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Zamudio - Kuzmina,e4e3b96e-79b6-405e-a260-ff1866aabb18,20197.0,MXN,ESMJ720409MDFPDN01,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",97585586,5%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Villa, Santillán and Acosta",23da37f3-fe85-43a6-a041-121587706d1b,3863149.0,MXN,ESML811005MPUTNL07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",91111992,3%,FINV,FONDOS DE INVERSIÓN,CTES,CERTIFICADOS DE LA TESORERÍA,MX,Saavedra - Escalante,0bd9c1fc-0bb6-4acb-9407-be4d95bdd0eb,29609857.0,MXN,ESML811005MPUTNL07,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",50519473,-4%,VBUR,VALORES BURSÁTILES,PFTE,PRÉSTAMOS A FAVOR DE UN TERCERO,MX,"Saiz, Arias and Rosario",58a2c116-f072-4d31-862d-d40961aee4ca,11660191.0,MXN,ESML811005MPUTNL07,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",14622573,-13%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Flórez S.L.,d0087161-760f-42de-b514-fcf27a91b0e9,503451.0,MXN,ESMN741102MDFCJC08,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",94992658,-9%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,DIVS,DIVISAS,MX,Longoria S.A.,a334a29f-0bd2-4665-bad7-13b7ecaf67c2,909909.0,MXN,ESMN741102MDFCJC08,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",47236482,4%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Campos - Colón,6acd18d5-abe5-4c3c-9f25-d486ef8b0d08,24334346.0,MXN,ESMR800108MSNTSM07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",91377604,6%,POMM,POSESIÓN DE MONEDAS Y/O METALES,ABAN,ACEPTACIONES BANCARIAS,MX,Salazar Hermanos,ec53f693-601c-4d87-949f-5b97f0431ea5,56770568.0,MXN,ESMR800108MSNTSM07,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",89633854,-10%,POMM,POSESIÓN DE MONEDAS Y/O METALES,MONN,MONEDA NACIONAL,MX,Monroy - Dueñas,62f53e47-2a4d-425e-be20-23ae1459e22f,23035839.0,MXN,ESMR800108MSNTSM07,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",16075035,10%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Vaca, Santana and Velázquez",9bf990a4-c5a9-430b-805f-7e71aa915152,6012116.0,MXN,ESMS731023HVZPRN08,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",63262833,9%,FINV,FONDOS DE INVERSIÓN,ABAN,ACEPTACIONES BANCARIAS,MX,"Archuleta, Vázquez and Patiño",3869a1e4-7cbe-4589-9e79-d81008823ec1,64676524.0,MXN,ESMS731023HVZPRN08,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",37841592,5%,POMM,POSESIÓN DE MONEDAS Y/O METALES,ACCI,ACCIONES,MX,"Pelayo, Terrazas and Covarrubias",45e5efeb-f9dd-42fe-8770-47912c2ff096,37461307.0,MXN,ESMS731023HVZPRN08,ORPM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",49848126,12%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Roque Hermanos,26fb53c9-4ed7-49e7-814d-48d6a4f7acf5,50496331.0,MXN,ESMS840117MVZCRS07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",27740143,-6%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,DPLA,DEPÓSITO A PLAZOS,MX,"Rojas, Barreto and Sepúlveda",7bb34f3f-e8a9-4e35-9302-20b00975a5eb,38846169.0,MXN,ESMS840117MVZCRS07,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",78419316,-2%,FINV,FONDOS DE INVERSIÓN,DPLA,DEPÓSITO A PLAZOS,MX,"Godoy, Borrego and Avilés",f2f6b099-6b5e-489c-a2a0-bbf5f3a5d8be,27558783.0,MXN,ESMS840117MVZCRS07,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",20731415,-4%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Centeno - Zayas,3b4f7db9-0593-4af5-8240-dbf89793b8f0,30207767.0,MXN,ESMS851025HDFCLN05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",48622304,-13%,POMM,POSESIÓN DE MONEDAS Y/O METALES,CMAS,CUENTA MAESTRA,MX,"Carrera, Paz and Madrigal",298ee4db-946e-4501-91ff-476acb835048,32739381.0,MXN,ESMS851025HDFCLN05,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",05814236,5%,BANC,BANCARIA,CENT,CENTENARIOS,MX,Rendón - Zaragoza,1e218d92-5069-4c35-bad9-5120e1844bd0,37470198.0,MXN,ESMS851025HDFCLN05,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",59721348,18%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Ulloa, Delarosa and Bermúdez",da654013-264f-4b11-b102-d3997d16a8dc,545374.0,MXN,ESNB770904MSNPGR08,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",08232770,15%,POMM,POSESIÓN DE MONEDAS Y/O METALES,CAHO,CUENTA DE AHORRO,MX,Adame - Gastélum,36b7194e-623b-487e-a85b-b5a5116b8300,579650.0,MXN,ESNB770904MSNPGR08,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",20544074,-9%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Verduzco S.A.,940799d0-1755-41b5-9049-a6d7c8224af8,19881574.0,MXN,ESOE870424MSNPVC07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",65861255,-11%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,SEGV,SEGURO DE VIDA,MX,Collado Hermanos,e3eb27af-09a5-40c3-b617-8f5353b53fca,31896353.0,MXN,ESOE870424MSNPVC07,SEGR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",99382001,-1%,FINV,FONDOS DE INVERSIÓN,SEGV,SEGURO DE VIDA,MX,"Casas, Dávila and Ramos",5e7974dc-b619-4507-9306-784c40f6e5d8,19971748.0,MXN,ESOE870424MSNPVC07,SEGR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",51770450,13%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Villanueva - Casárez,4324f8c2-3a4f-4402-a217-053e4cbb7c45,636149.0,MXN,ESOM770302MVZCMR01,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",31014518,-15%,VBUR,VALORES BURSÁTILES,CEJE,CUENTA EJE,MX,Estévez - Bernal,314f753d-d4d0-4e97-b01d-cebac9690c30,190904.0,MXN,ESOM770302MVZCMR01,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",07743501,18%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Vanegas e Hijos,192c2142-2f63-4815-83d5-9c8c6dfede5f,633184.0,MXN,ESON870115MPUPRM06,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",57655367,-13%,VBUR,VALORES BURSÁTILES,SEGI,SEGURO DE INVERSIÓN,MX,Rodrígez Hermanos,80ab8998-40f8-4ebd-9e63-ff0d18eb3f9b,259198.0,MXN,ESON870115MPUPRM06,SEGR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",63909044,-7%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Delatorre Hermanos,f47640ac-629e-4ef9-b4b2-9a36f05ce832,224735.0,MXN,ESOÓ820405MPUPVC08,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",57791965,-15%,VBUR,VALORES BURSÁTILES,DIVS,DIVISAS,MX,Ochoa - Blanco,069c616d-e963-49d3-b366-698cfe059eab,679586.0,MXN,ESOÓ820405MPUPVC08,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",84000747,8%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Tello, Villa and Agosto",7b469c3e-848d-4513-b41e-c4e2d7c4c80a,18520.0,MXN,ESPD781026MSNCZG04,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",39420642,6%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Llamas S.A.,2a84a10f-c4ae-4e84-a691-e0e183748a66,452368.0,MXN,ESPE820023HPUPCC03,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",40182404,16%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,ONZT,ONZAS TROY,MX,Sarabia S.L.,4f47db27-3540-411f-a35e-fa5ac1955ae6,536529.0,MXN,ESPE820023HPUPCC03,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",08257864,-7%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Pizarro - Bonilla,7ca10ece-9269-4f56-9f5d-d669edc644e0,11628.0,MXN,ESPG801021MSNTNB04,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",48733908,7%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Zarate - Atencio,e595d4e3-32c1-47b6-be4f-fa3b06621156,6301.0,MXN,ESPL740510MVZCGR07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",16053505,14%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Kano, Valdés and Munguía",72a38aae-c8b2-406b-8c6b-259ec3b9b0b7,38190202.0,MXN,ESPN720519MSNPGC04,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",18731341,-10%,AFOT,AFORES Y OTROS,CAHO,CUENTA DE AHORRO,MX,Armendáriz e Hijos,97853558-dae3-4e4f-b0c5-88aa25934825,17549237.0,MXN,ESPN720519MSNPGC04,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",19288549,-11%,POMM,POSESIÓN DE MONEDAS Y/O METALES,CNOM,CUENTA DE NÓMINA,MX,Leal e Hijos,b497af45-49fa-420b-b093-80741ebbde4a,14575599.0,MXN,ESPN720519MSNPGC04,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",35100294,-23%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Valdivia, Quinta and Bustamante",9bfbdb6c-5474-47aa-bad6-842f9a0a8a51,13783.0,MXN,ESPR771023MSNPRS02,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",97060196,7%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Vélez e Hijos,548048a9-1df9-4e2b-b5ac-f25c42b619e4,22036608.0,MXN,ESQD790616HDFQNN03,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",45609892,5%,FINV,FONDOS DE INVERSIÓN,PCOM,PAPEL COMERCIAL,MX,Colón - Cabán,d54b5d51-1844-4f57-aa38-2e063fe4d81d,17753982.0,MXN,ESQD790616HDFQNN03,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",74353908,4%,SEGR,SEGUROS,IFEX,INVERSIONES FINANCIERAS EN EL EXTRANJERO,MX,"Rodríguez, Gallardo and Bustos",2563324f-2c32-4338-8d9d-94ed56bce197,13854534.0,MXN,ESQD790616HDFQNN03,FINV
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",93436372,-3%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Trejo - Cano,b83e0b15-2f56-42fd-a1f8-da1f61085602,5677700.0,MXN,ESQL800109HSNPÑR01,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",24432798,-11%,POMM,POSESIÓN DE MONEDAS Y/O METALES,MONN,MONEDA NACIONAL,MX,Montero - Gaytán,efb704ad-66c0-4aab-889b-ea71604678ea,48466504.0,MXN,ESQL800109HSNPÑR01,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",30412003,-1%,SEGR,SEGUROS,PFTE,PRÉSTAMOS A FAVOR DE UN TERCERO,MX,Quezada - Salinas,4ef26750-898c-4757-a71b-2e3e77a32025,15845799.0,MXN,ESQL800109HSNPÑR01,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",28081914,4%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Cepeda, Castro and Valadez",0ea278ed-c2fa-462a-af98-a1bebeb92464,57976535.0,MXN,ESQT790522MVZQÑD06,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",27240698,13%,POMM,POSESIÓN DE MONEDAS Y/O METALES,ONZT,ONZAS TROY,MX,"Ruiz, Arteaga and Ibarra",603ae61c-888b-402b-bba9-d3cb90910f45,4328038.0,MXN,ESQT790522MVZQÑD06,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",32725660,-10%,SEGR,SEGUROS,MONN,MONEDA NACIONAL,MX,"Parra, Ocampo and Llamas",f217580c-0d3c-4a00-9e7b-5b049a41dd4d,41908265.0,MXN,ESQT790522MVZQÑD06,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",80717734,-21%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Serrano, Olivas and Tafoya",bdb4b334-df23-4307-a5a3-76ac79238f29,11756.0,MXN,ESRA740618HSNQNN07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",41288749,3%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Covarrubias e Hijos,d599e1c2-646c-41a8-844a-80be55b68dc6,25543458.0,MXN,ESRJ891014MVZPMV01,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",96204201,12%,VBUR,VALORES BURSÁTILES,DIVS,DIVISAS,MX,"Salazar, Casares and Hurtado",a8c8bd83-7db1-4aaa-b6df-571a3b6a5a97,21337072.0,MXN,ESRJ891014MVZPMV01,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",49034045,8%,BANC,BANCARIA,ADER,ACCIONES Y DERIVADOS,MX,"Alfaro, Llamas and Ávila",8b2b8e0f-3c50-44af-97cc-33f6094b1442,30336370.0,MXN,ESRJ891014MVZPMV01,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",02313092,-14%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Verduzco e Hijos,301661ac-3175-4cbb-a94a-4ed8ea048291,20454.0,MXN,ESRL780116HPUPSL03,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",70743328,10%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Perea S.L.,79ff66c3-d25e-496b-b04a-0964d32750ae,464923.0,MXN,ESRM780002MDFCLT08,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",04102525,-13%,POMM,POSESIÓN DE MONEDAS Y/O METALES,CMAS,CUENTA MAESTRA,MX,Granado S.L.,802147dd-a77d-4b21-8036-f48560deaeb8,463844.0,MXN,ESRM780002MDFCLT08,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",64407857,9%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Alcala, Zaragoza and Domínguez",bf9eb6ca-edd7-4a96-a1ff-f94dbc7e0829,36701899.0,MXN,ESRR870314MDFPYM08,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",16579945,-11%,SEGR,SEGUROS,ADER,ACCIONES Y DERIVADOS,MX,"Almanza, Barrios and Quinta",61d46820-4ecc-4f92-abb2-98f3f38663ce,21184292.0,MXN,ESRR870314MDFPYM08,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",19166096,-12%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,AFOR,AFORES,MX,Rodarte e Hijos,03c7112f-3ea7-4127-a55c-8718b99e481d,31778703.0,MXN,ESRR870314MDFPYM08,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",34914715,-10%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Duarte Hermanos,216fe437-f27d-4282-b2ec-365ce5a198f7,326329.0,MXN,ESSS800009HVZPCS05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",84034834,-18%,BANC,BANCARIA,CEJE,CUENTA EJE,MX,"Armas, Maya and Adorno",fae8205e-f419-4854-8621-296c09b418a3,652537.0,MXN,ESSS800009HVZPCS05,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",73591140,8%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Tórrez, Saldaña and Mojica",a09c4ed1-4d6b-41f5-a736-f538ae753104,20801.0,MXN,ESSÁ880708HDFPLG07,
