curp_funcionario,tipoOperacion,titular,porcentajePropiedad,formaPago,valorAdquisicion,fechaAdquisicion,datoIdentificacion,valorConformeA,tipoInmueble.clave,tipoInmueble.valor,superficieTerreno.valor,superficieTerreno.unidad,superficieConstruccion.valor,superficieConstruccion.unidad,formaAdquisicion.clave,formaAdquisicion.valor,domicilioMexico.calle,domicilioMexico.numeroExterior,domicilioMexico.numeroInterior,domicilioMexico.coloniaLocalidad,domicilioMexico.municipioAlcaldia.clave,domicilioMexico.municipioAlcaldia.valor,domicilioMexico.entidadFederativa.clave,domicilioMexico.entidadFederativa.valor,domicilioMexico.codigoPostal,tipo.clave,tipo.valor,tercero,transmisor,valorAdquisicion.valor,valorAdquisicion.moneda,domicilioExtranjero.calle,domicilioExtranjero.numeroExterior,domicilioExtranjero.numeroInterior,domicilioExtranjero.ciudadLocalidad,domicilioExtranjero.estadoProvincia,domicilioExtranjero.pais,domicilioExtranjero.codigoPostal,motivoBaja.clave,motivoBaja.valor
ESPN720519MSNPGC04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,131866186.0,1977-12-08T07:30:40.962Z,51b39536-b133-4fab-9756-e53d2889519c,ESCRITURA PÚBLICA,CASA,CASA,6471.0,m2,2313.0,m2,CPV,COMPRAVENTA,Emilio Ronda,16,,Benito Juárez,043,Matachí,08,Chihuahua,31149,RACH,RANCHO,,,,,,,,,,,,,
ESPN720519MSNPGC04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,35557447.0,1980-10-02T03:25:31.673Z,2b8df738-f358-481c-b76a-e312c01bc6df,ESCRITURA PÚBLICA,CASA,CASA,474.0,m2,363.0,m2,CPV,COMPRAVENTA,Mariano Subida,23,,Granjas,309,San Pedro Ixcatlán,20,Oaxaca,68875,PALC,PALCO,,,,,,,,,,,,,
ESPN720519MSNPGC04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,50087160.0,2002-11-27T04:27:59.864Z,625ea708-e896-4c91-b764-4fa724494a12,ESCRITURA PÚBLICA,CASA,CASA,497.0,m2,331.0,m2,CPV,COMPRAVENTA,Micaela Vía,1470,,Marina Nacional,013,Mapimí,10,Durango,34199,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
ESQD790616HDFQNN03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,94296712.0,2004-08-29T07:00:32.872Z,fc676181-20bf-40c2-aa5c-ac8925e817a2,ESCRITURA PÚBLICA,CASA,CASA,442.0,m2,265.0,m2,CPV,COMPRAVENTA,Ruelas Rampa,1582,,Granjas,005,Playas de Rosarito,02,Baja California,21609,CASA,CASA,,,,,,,,,,,,,
ESQD790616HDFQNN03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,112600340.0,2000-09-18T02:29:56.092Z,0b2923c2-9914-49ef-a8db-e97753e27f22,ESCRITURA PÚBLICA,CASA,CASA,5942.0,m2,3574.0,m2,CPV,COMPRAVENTA,Saúl Vía,917,,Anahuac,417,Santa María Jacatepec,20,Oaxaca,68647,RACH,RANCHO,,,,,,,,,,,,,
ESQD790616HDFQNN03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,146134221.0,1986-05-25T16:27:05.670Z,866d1a63-2a21-40cc-9cc8-a19853d1fbdd,ESCRITURA PÚBLICA,CASA,CASA,6310.0,m2,5229.0,m2,CPV,COMPRAVENTA,Araceli Paseo,48,,Lomas de capula,004,Benito Juárez,32,Zacatecas,98155,EDIF,EDIFICIO,,,,,,,,,,,,,
ESQL800109HSNPÑR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,57122593.0,2009-04-28T04:14:39.957Z,811a1ff0-5115-46e7-8252-7d816757a54f,ESCRITURA PÚBLICA,CASA,CASA,6238.0,m2,5401.0,m2,DNC,DONACIÓN,Camacho Quinta,80,,Emiliano Zapata,053,San Juan Huactzinco,29,Tlaxcala,90729,EDIF,EDIFICIO,,,,,,,,,,,,,
ESQL800109HSNPÑR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,62994972.0,1987-03-30T14:06:00.214Z,ad2991bf-29b9-4bec-8ff5-354bc61bdf12,ESCRITURA PÚBLICA,CASA,CASA,3952.0,m2,3560.0,m2,CPV,COMPRAVENTA,Gael Glorieta,392,,Lomas de becerra,029,Miguel Auza,32,Zacatecas,98696,RACH,RANCHO,,,,,,,,,,,,,
ESQL800109HSNPÑR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,75934432.0,1996-07-31T13:53:42.734Z,d8b7fe8b-ffb0-441a-8eb6-37600e95b1dd,ESCRITURA PÚBLICA,CASA,CASA,290.0,m2,154.0,m2,CPV,COMPRAVENTA,Marcela Parcela,1221,,Hidalgo,063,Osumacinta,07,Chiapas,29279,CASA,CASA,,,,,,,,,,,,,
ESQT790522MVZQÑD06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,100990986.0,1990-10-09T03:00:59.272Z,e05a80af-634c-49df-b69a-6acd4e3f6a68,ESCRITURA PÚBLICA,CASA,CASA,6399.0,m2,5438.0,m2,CPV,COMPRAVENTA,Alfredo Subida,474,,Granjas,003,Allende,08,Chihuahua,31197,EDIF,EDIFICIO,,,,,,,,,,,,,
ESQT790522MVZQÑD06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,39582480.0,2008-07-01T21:40:20.274Z,d337fb9e-9153-4f44-9da5-3d05e92d3e0c,ESCRITURA PÚBLICA,CASA,CASA,499.0,m2,369.0,m2,CPV,COMPRAVENTA,Blanca Barranco,749,,Ejercito Nacional,120,Zumpango,15,México,50663,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
ESQT790522MVZQÑD06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,88815285.0,1991-09-22T16:47:22.922Z,19724ef9-fd9e-495d-a97d-d34ce1de9736,ESCRITURA PÚBLICA,CASA,CASA,400.0,m2,244.0,m2,CPV,COMPRAVENTA,Rodríquez Paseo,1371,,Independencia,029,Hualahuises,19,Nuevo León,64110,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
ESRJ891014MVZPMV01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,89505310.0,2000-01-11T12:36:06.605Z,841d14ab-3d1c-428b-9fb9-ac2b02eb9a24,ESCRITURA PÚBLICA,CASA,CASA,5389.0,m2,3258.0,m2,HRN,HERENCIA,Gastélum Colegio,1793,,Moctezuma,027,Los Herreras,19,Nuevo León,64235,RACH,RANCHO,,,,,,,,,,,,,
ESRJ891014MVZPMV01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,89846866.0,1997-02-27T13:22:54.175Z,66ffd9f9-0676-4ea4-887f-a8ffa7d507fe,ESCRITURA PÚBLICA,CASA,CASA,214.0,m2,175.0,m2,CPV,COMPRAVENTA,Lara Rampa,596,,Del Valle,002,Acolman,15,México,50175,CASA,CASA,,,,,,,,,,,,,
ESRJ891014MVZPMV01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,108762644.0,2004-06-27T09:21:40.224Z,f35b1349-e0ce-48a4-9462-a913a6369662,ESCRITURA PÚBLICA,CASA,CASA,4825.0,m2,4476.0,m2,CPV,COMPRAVENTA,Alejandra Puerta,937,,Emiliano Zapata,009,Jalpan de Serra,22,Querétaro,76340,RACH,RANCHO,,,,,,,,,,,,,
ESRL780116HPUPSL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1150244.0,1971-07-06T05:37:30.381Z,606ca001-254a-4978-86b9-a075e916c341,ESCRITURA PÚBLICA,CASA,CASA,111.0,m2,89.0,m2,HRN,HERENCIA,Juan Pablo Avenida,741,,Ejercito Nacional,001,Cozumel,23,Quintana Roo,77545,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ESRM780002MDFCLT08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,5459553.0,1973-05-05T16:00:58.679Z,8c921b7e-70c9-4cfb-a46b-d5ef2599ff34,ESCRITURA PÚBLICA,CASA,CASA,175.0,m2,146.0,m2,CPV,COMPRAVENTA,Villaseñor Manzana,1922,,Doctores,004,Arteaga,05,Coahuila de Zaragoza,25201,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ESRR870314MDFPYM08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,96190456.0,1986-02-24T15:14:29.641Z,272db26a-9ac4-4118-b565-d448881a44a2,ESCRITURA PÚBLICA,CASA,CASA,231.0,m2,155.0,m2,CPV,COMPRAVENTA,Clara Ronda,686,,Ejercito Nacional,068,Villa Pesqueira,26,Sonora,83274,CASA,CASA,,,,,,,,,,,,,
ESRR870314MDFPYM08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,18197772.0,1994-12-26T06:22:30.536Z,1b348bed-ff3c-4d9e-8428-f25d21e16bfd,ESCRITURA PÚBLICA,CASA,CASA,438.0,m2,435.0,m2,CPV,COMPRAVENTA,Salvador Plaza,64,,Justo Sierra,006,José María Morelos,23,Quintana Roo,77618,CASA,CASA,,,,,,,,,,,,,
ESRR870314MDFPYM08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,16549264.0,2005-08-08T23:01:15.078Z,645f5d1a-f71a-4a33-9fb4-635498f0d8b1,ESCRITURA PÚBLICA,CASA,CASA,213.0,m2,208.0,m2,CPV,COMPRAVENTA,Espinoza Sección,846,,Granjas,017,Cocula,12,Guerrero,39240,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ESSS800009HVZPCS05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,2586749.0,1970-05-29T14:09:11.151Z,bd062dbf-a1b4-4191-ac6a-9b84dc248b82,ESCRITURA PÚBLICA,CASA,CASA,173.0,m2,147.0,m2,HRN,HERENCIA,Mercedes Bloque,434,,Chapultepec,083,Tancítaro,16,Michoacán de Ocampo,58461,CASA,CASA,,,,,,,,,,,,,
ESSÁ880708HDFPLG07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1867353.0,1997-06-09T17:30:02.067Z,d8ef363b-e9a0-440d-bb42-ee65647a687e,ESCRITURA PÚBLICA,CASA,CASA,135.0,m2,80.0,m2,HRN,HERENCIA,Lorena Vía Pública,962,,Benito Juárez,026,Progreso,05,Coahuila de Zaragoza,25306,CASA,CASA,,,,,,,,,,,,,
ESTD720009HPUCRL07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,145328933.0,2006-09-24T03:16:46.985Z,2211cb40-3cc4-46b3-a4be-23b9385643c4,ESCRITURA PÚBLICA,CASA,CASA,5432.0,m2,3048.0,m2,CPV,COMPRAVENTA,Catalina Puente,466,,Emiliano Zapata,023,Pénjamo,11,Guanajuato,36216,TERR,TERRENO,,,,,,,,,,,,,
ESTD720009HPUCRL07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,95181688.0,1988-10-03T22:35:30.712Z,e3849f06-734f-4705-937a-e3002f44e71c,ESCRITURA PÚBLICA,CASA,CASA,296.0,m2,201.0,m2,CPV,COMPRAVENTA,María Avenida,904,,Moctezuma,098,San Pedro Tlaquepaque,14,Jalisco,44424,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ESTD720009HPUCRL07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,99909678.0,2002-10-01T14:33:47.370Z,e7f4a855-b556-4256-a249-da07fd730343,ESCRITURA PÚBLICA,CASA,CASA,6454.0,m2,2759.0,m2,CPV,COMPRAVENTA,Kaplan Rua,1404,,Morelos,008,Emiliano Zapata,17,Morelos,62937,BODG,BODEGA,,,,,,,,,,,,,
ESTR791127HAGCMN02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,6719304.0,1985-03-10T13:57:34.309Z,ba2f8914-9281-4049-b163-9d5473dc9daf,ESCRITURA PÚBLICA,CASA,CASA,162.0,m2,144.0,m2,CPV,COMPRAVENTA,María de los Ángeles Solar,1432,,Lomas de capula,002,Mulegé,03,Baja California Sur,23528,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
ESTS830214MPUCLR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,926107.0,1999-12-20T15:58:53.870Z,b4d98e0d-bd1c-4bc4-8c7c-49d783fdf386,ESCRITURA PÚBLICA,CASA,CASA,97.0,m2,89.0,m2,HRN,HERENCIA,César Apartamento,101,,Doctores,015,Charcas,24,San Luis Potosí,78580,CASA,CASA,,,,,,,,,,,,,
ESUD740912HSNQLR04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,32975313.0,2006-01-21T08:18:22.846Z,7baa9440-50d9-4c7c-8d2e-53457d1182e3,ESCRITURA PÚBLICA,CASA,CASA,6341.0,m2,4768.0,m2,HRN,HERENCIA,María Teresa Entrada,695,,La loma,085,Izúcar de Matamoros,21,Puebla,72880,EDIF,EDIFICIO,,,,,,,,,,,,,
ESUD740912HSNQLR04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,36085981.0,1990-02-18T04:42:25.787Z,4f57c506-6784-4474-851a-1148e562c08d,ESCRITURA PÚBLICA,CASA,CASA,6463.0,m2,2915.0,m2,CPV,COMPRAVENTA,Santacruz Huerta,1086,,Roma,001,Calkiní,04,Campeche,24537,TERR,TERRENO,,,,,,,,,,,,,
ESUD740912HSNQLR04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,57861781.0,1978-06-09T21:22:24.275Z,049a14c9-5767-4be0-b7e3-13f4e9b39f11,ESCRITURA PÚBLICA,CASA,CASA,456.0,m2,362.0,m2,CPV,COMPRAVENTA,Gaytán Partida,1561,,Laredo,008,La Magdalena Contreras,09,Ciudad de México,05718,CASA,CASA,,,,,,,,,,,,,
ESUJ770925MDFQLN09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,60808073.0,1977-09-09T19:53:24.338Z,963f6248-79c3-4d6e-96f4-0c7f028e699e,ESCRITURA PÚBLICA,CASA,CASA,5906.0,m2,5119.0,m2,CPV,COMPRAVENTA,Luisa Arroyo,500,,Moctezuma,006,Iztacalco,09,Ciudad de México,03011,RACH,RANCHO,,,,,,,,,,,,,
ESUJ770925MDFQLN09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,14222242.0,1976-06-23T03:36:15.297Z,4e9ef616-7a1d-4b53-9112-6fc1a54b11ad,ESCRITURA PÚBLICA,CASA,CASA,494.0,m2,449.0,m2,CPV,COMPRAVENTA,Mariano Ronda,833,,Venustiano Carranza,079,Tekax,31,Yucatán,97790,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
ESUJ770925MDFQLN09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,77894445.0,1990-02-12T18:57:45.706Z,9e3a8c86-a346-4ce6-8525-4bfb174b5472,ESCRITURA PÚBLICA,CASA,CASA,451.0,m2,415.0,m2,CPV,COMPRAVENTA,Sosa Camino,764,,Benito Juárez,003,La Paz,03,Baja California Sur,23875,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
ESUR830727MPUQRS06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,767714.0,2006-04-19T12:22:36.676Z,25db8bc8-78cf-49a3-9e2d-23ad133de34e,ESCRITURA PÚBLICA,CASA,CASA,113.0,m2,80.0,m2,HRN,HERENCIA,Adame Lado,624,,La loma,003,Badiraguato,25,Sinaloa,80651,CASA,CASA,,,,,,,,,,,,,
ESVL720826HAGTLS04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,6678690.0,1998-08-30T10:55:44.113Z,eb06adb9-2b81-4d90-8919-9fb3f792075e,ESCRITURA PÚBLICA,CASA,CASA,173.0,m2,117.0,m2,CPV,COMPRAVENTA,Norma Camino,133,,Del Valle,025,Chalco,15,México,50245,BODG,BODEGA,,,,,,,,,,,,,
ESVN870820MSNPLR06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,6912304.0,1979-10-18T03:14:41.129Z,aa9cfc19-abfe-45df-aa65-f46db2640f52,ESCRITURA PÚBLICA,CASA,CASA,128.0,m2,102.0,m2,CPV,COMPRAVENTA,Zelaya Aldea,1395,,Lomas de capula,004,Tijuana,02,Baja California,21487,BODG,BODEGA,,,,,,,,,,,,,
ESVR731025HAGQLS05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,83593662.0,1988-12-11T05:15:06.490Z,bf6c945b-618b-4e04-babe-e7d502a1d276,ESCRITURA PÚBLICA,CASA,CASA,5866.0,m2,4178.0,m2,CPV,COMPRAVENTA,María Luisa Arrabal,782,,Ejercito Nacional,004,Cuencamé,10,Durango,34988,TERR,TERRENO,,,,,,,,,,,,,
ESVR731025HAGQLS05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,62970066.0,2004-10-22T06:46:15.968Z,51acd7eb-e0a7-4435-bc3c-f810c750b461,ESCRITURA PÚBLICA,CASA,CASA,5367.0,m2,4644.0,m2,CPV,COMPRAVENTA,Linares Polígono,1488,,Venustiano Carranza,003,La Paz,03,Baja California Sur,23208,TERR,TERRENO,,,,,,,,,,,,,
ESVR731025HAGQLS05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,23498651.0,2008-07-21T18:33:02.147Z,30855588-ec89-4fc2-8f2c-c4c834c8fad4,ESCRITURA PÚBLICA,CASA,CASA,5152.0,m2,5089.0,m2,CPV,COMPRAVENTA,Leonardo Grupo,469,,Venustiano Carranza,005,Alpoyeca,12,Guerrero,39617,EDIF,EDIFICIO,,,,,,,,,,,,,
ESVR840224MAGCLG09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,670335.0,2000-12-11T23:02:02.299Z,ef5aba10-7432-460c-a2d2-194e3c99d7a2,ESCRITURA PÚBLICA,CASA,CASA,143.0,m2,58.0,m2,CPV,COMPRAVENTA,Villalpando Extrarradio,1553,,Laredo,061,Satevó,08,Chihuahua,31407,CASA,CASA,,,,,,,,,,,,,
ESVY851122HVZCLL09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,361272.0,1996-03-15T04:04:05.471Z,db58fad2-77d4-4116-90c4-da8e36ca7057,ESCRITURA PÚBLICA,CASA,CASA,88.0,m2,55.0,m2,HRN,HERENCIA,Cristian Pasaje,1089,,Hidalgo,001,Comondú,03,Baja California Sur,23140,CASA,CASA,,,,,,,,,,,,,
ESXM860901HPUPCR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,877884.0,2004-01-20T23:33:14.703Z,a095f182-0443-4af4-8c88-131875e54e39,ESCRITURA PÚBLICA,CASA,CASA,132.0,m2,80.0,m2,CSN,CESIÓN,Carmen Caserio,1819,,Centro,008,Cuapiaxtla,29,Tlaxcala,90719,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ESZC790811MPUPBR05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1698147.0,2009-12-31T08:13:06.390Z,f9b1711e-4520-4f5e-9c32-751040d9daa4,ESCRITURA PÚBLICA,CASA,CASA,114.0,m2,63.0,m2,CSN,CESIÓN,Miranda Quinta,1728,,La loma,026,San Antonio,24,San Luis Potosí,78439,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FAAM870715MAGJMY01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,3780394.0,1976-02-19T12:47:46.472Z,ea224839-2e0f-4f31-a422-f633f5575397,ESCRITURA PÚBLICA,CASA,CASA,130.0,m2,71.0,m2,HRN,HERENCIA,Francisco Torrente,477,,Lomas de capula,087,Tetiz,31,Yucatán,97794,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FAAR731003HVZJRQ07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,124390051.0,2006-05-02T20:09:36.031Z,56e6f20b-caee-4f0b-88bd-62dc60f4ecd3,ESCRITURA PÚBLICA,CASA,CASA,3276.0,m2,2131.0,m2,CSN,CESIÓN,Cardenas Conjunto,466,,Justo Sierra,140,San Andrés Tenejapan,30,Veracruz de Ignacio de la Llave,91787,EDIF,EDIFICIO,,,,,,,,,,,,,
FAAR731003HVZJRQ07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,94093896.0,1975-11-30T08:40:42.557Z,0537d5da-fa06-4410-aefa-1b7f906ece9c,ESCRITURA PÚBLICA,CASA,CASA,493.0,m2,487.0,m2,CPV,COMPRAVENTA,Fernando Javier Ramal,1335,,Morelos,064,Ojuelos de Jalisco,14,Jalisco,44280,CASA,CASA,,,,,,,,,,,,,
FAAR731003HVZJRQ07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,34795178.0,1994-09-22T07:57:31.762Z,dd1c00a6-0d01-403b-9f92-913540498528,ESCRITURA PÚBLICA,CASA,CASA,3779.0,m2,2913.0,m2,PRM,PERMUTA,Vázquez Calleja,545,,Morelos,003,Carmen,04,Campeche,24906,RACH,RANCHO,,,,,,,,,,,,,
FABJ830403MSNJLS02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,8993587.0,1989-02-02T23:26:18.634Z,1371c8b5-917e-4849-a824-fbe452705df8,ESCRITURA PÚBLICA,CASA,CASA,112.0,m2,80.0,m2,CPV,COMPRAVENTA,Godoy Edificio,1100,,16 de septiembre,031,Chimaltitán,14,Jalisco,44548,BODG,BODEGA,,,,,,,,,,,,,
FACJ870502HDFJSN06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,61287098.0,1998-06-20T17:06:36.598Z,a488edd4-a21e-4a28-932c-37ec0e5e0c13,ESCRITURA PÚBLICA,CASA,CASA,324.0,m2,134.0,m2,CPV,COMPRAVENTA,Estrada Colonia,106,,Roma,007,El Carmen Tequexquitla,29,Tlaxcala,90892,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FACJ870502HDFJSN06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,24369893.0,1976-02-05T04:26:49.285Z,96ef5b70-da09-403a-896a-b054bceb3733,ESCRITURA PÚBLICA,CASA,CASA,312.0,m2,211.0,m2,CPV,COMPRAVENTA,Verónica Edificio,609,,Independencia,006,Cañitas de Felipe Pescador,32,Zacatecas,98479,CASA,CASA,,,,,,,,,,,,,
FACJ870502HDFJSN06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,92552568.0,1985-11-20T06:43:08.745Z,46b44357-35e8-4675-9681-564e9ba83a45,ESCRITURA PÚBLICA,CASA,CASA,481.0,m2,250.0,m2,CPV,COMPRAVENTA,Elvira Paseo,1537,,Ignacio Zaragoza,042,Mártir de Cuilapan,12,Guerrero,39427,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FACP720813MDFJRL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,145563756.0,1984-09-05T00:53:28.247Z,0c64823d-818a-430c-8cec-aec21dd376a4,ESCRITURA PÚBLICA,CASA,CASA,5659.0,m2,2311.0,m2,CPV,COMPRAVENTA,Santacruz Bajada,1794,,Doctores,047,Hidalgo,19,Nuevo León,64122,EDIF,EDIFICIO,,,,,,,,,,,,,
FACP720813MDFJRL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,88268964.0,2006-12-16T02:46:48.254Z,ba8f56eb-f1ce-4fbf-a56c-1737d876de58,ESCRITURA PÚBLICA,CASA,CASA,6469.0,m2,2111.0,m2,CPV,COMPRAVENTA,Carmona Rincón,1944,,Roma,091,Teoloyucan,15,México,50254,RACH,RANCHO,,,,,,,,,,,,,
FACP720813MDFJRL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,131841234.0,1980-07-07T12:15:52.937Z,b73b8790-1f6f-4e8d-b6ec-4909921cef8a,ESCRITURA PÚBLICA,CASA,CASA,4653.0,m2,4583.0,m2,CPV,COMPRAVENTA,Ignacio Calleja,1948,,Laredo,125,San Carlos Yautepec,20,Oaxaca,68630,BODG,BODEGA,,,,,,,,,,,,,
FAGL830415HDFRRR06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,3561051.0,2008-08-08T12:48:33.282Z,00eed4ca-ce39-472e-8c5b-8b16304d47bb,ESCRITURA PÚBLICA,CASA,CASA,131.0,m2,123.0,m2,CPV,COMPRAVENTA,Manuel Ronda,246,,Laredo,008,Xalisco,18,Nayarit,63414,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FAGR700303HVZJRN02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,7312572.0,1973-04-26T01:49:24.682Z,0d5287f1-3aa8-40d4-a2ab-daa1df538e2d,ESCRITURA PÚBLICA,CASA,CASA,162.0,m2,136.0,m2,CSN,CESIÓN,Zayas Riera,836,,Ignacio Zaragoza,177,Tlacolulan,30,Veracruz de Ignacio de la Llave,91623,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FAJD880327MAGJRR07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,20539193.0,1980-12-01T19:21:00.805Z,d4300594-86f9-408a-8112-582b6746ab49,ESCRITURA PÚBLICA,CASA,CASA,4977.0,m2,3690.0,m2,PRM,PERMUTA,Montoya Jardines,510,,Ignacio Zaragoza,022,Coyuca de Catalán,12,Guerrero,39819,RACH,RANCHO,,,,,,,,,,,,,
