curp,year,valor_vehiculos,valor_inmuebles,valor_inversiones,patrimonio_total
COSF771013MDFVST03,2015,0.0,911011.0,0.0,911011.0
COSF771013MDFVST03,2016,0.0,911011.0,19407.0,930418.0
COSF771013MDFVST03,2017,0.0,911011.0,21735.0,932746.0
COSF771013MDFVST03,2018,0.0,911011.0,17605.0,928616.0
COSF771013MDFVST03,2019,0.0,911011.0,20949.0,931960.0
COSF771013MDFVST03,2020,0.0,911011.0,17597.0,928608.0
COSF771013MDFVST03,2021,0.0,911011.0,0.0,911011.0
COSL760111MPUVNS08,2015,422921.0,8401096.0,0.0,8824017.0
COSL760111MPUVNS08,2016,826801.0,8401096.0,1225554.0,10453451.0
COSL760111MPUVNS08,2017,1232240.0,8401096.0,1134181.0,10767517.0
COSL760111MPUVNS08,2018,1767802.0,8401096.0,1100455.0,11269353.0
COSL760111MPUVNS08,2019,1767802.0,8401096.0,1050340.0,11219238.0
COSL760111MPUVNS08,2020,2320558.0,8401096.0,998994.0,11720648.0
COSL760111MPUVNS08,2021,2320558.0,8401096.0,0.0,10721654.0
COSL760719HPUNLS04,2015,551865.0,2242341.0,0.0,2794206.0
COSL760719HPUNLS04,2016,964465.0,2242341.0,900158.0,4106964.0
COSL760719HPUNLS04,2017,964465.0,2242341.0,994668.0,4201474.0
COSL760719HPUNLS04,2018,964465.0,2242341.0,1058226.0,4265032.0
COSL760719HPUNLS04,2019,1528712.0,2242341.0,1152835.0,4923888.0
COSL760719HPUNLS04,2020,1528712.0,2242341.0,1183351.0,4954404.0
COSL760719HPUNLS04,2021,1528712.0,2242341.0,0.0,3771053.0
COSO860521HAGVLT02,2015,856051.0,129083028.0,0.0,129939079.0
COSO860521HAGVLT02,2016,2010644.0,129083028.0,77757117.0,208850789.0
COSO860521HAGVLT02,2017,2496895.0,129083028.0,76265039.0,207844962.0
COSO860521HAGVLT02,2018,2496895.0,129083028.0,78110551.0,209690474.0
COSO860521HAGVLT02,2019,3208969.0,129083028.0,80088068.0,212380065.0
COSO860521HAGVLT02,2020,3208969.0,129083028.0,89082279.0,221374276.0
COSO860521HAGVLT02,2021,3702353.0,129083028.0,0.0,132785381.0
COTA820302MAGLFT08,2015,4471279.0,129774961.0,0.0,134246240.0
COTA820302MAGLFT08,2016,5049476.0,129774961.0,94623168.0,229447605.0
COTA820302MAGLFT08,2017,5049476.0,129774961.0,97955779.0,232780216.0
COTA820302MAGLFT08,2018,5520723.0,129774961.0,97463373.0,232759057.0
COTA820302MAGLFT08,2019,5520723.0,129774961.0,98435854.0,233731538.0
COTA820302MAGLFT08,2020,5520723.0,129774961.0,96469927.0,231765611.0
COTA820302MAGLFT08,2021,5520723.0,129774961.0,0.0,135295684.0
COTA840123MSNLR 01,2015,466300.0,1046631.0,0.0,1512931.0
COTA840123MSNLR 01,2016,874161.0,1046631.0,1162032.0,3082824.0
COTA840123MSNLR 01,2017,1177871.0,1046631.0,1206757.0,3431259.0
COTA840123MSNLR 01,2018,1177871.0,1046631.0,1254995.0,3479497.0
COTA840123MSNLR 01,2019,1521062.0,1046631.0,1327297.0,3894990.0
COTA840123MSNLR 01,2020,1521062.0,1046631.0,1524824.0,4092517.0
COTA840123MSNLR 01,2021,1870692.0,1046631.0,0.0,2917323.0
COTA840916MVZRRS02,2015,0.0,249024.0,0.0,249024.0
COTA840916MVZRRS02,2016,0.0,249024.0,20576.0,269600.0
COTA840916MVZRRS02,2017,0.0,249024.0,23662.0,272686.0
COTA840916MVZRRS02,2018,0.0,249024.0,18456.0,267480.0
COTA840916MVZRRS02,2019,0.0,249024.0,21593.0,270617.0
COTA840916MVZRRS02,2020,0.0,249024.0,25479.0,274503.0
COTA840916MVZRRS02,2021,0.0,249024.0,0.0,249024.0
COTB780616MDFNFR05,2015,564410.0,2104836.0,0.0,2669246.0
COTB780616MDFNFR05,2016,1355067.0,2104836.0,367983.0,3827886.0
COTB780616MDFNFR05,2017,1695328.0,2104836.0,414363.0,4214527.0
COTB780616MDFNFR05,2018,1695328.0,2104836.0,415479.0,4215643.0
COTB780616MDFNFR05,2019,2097614.0,2104836.0,499254.0,4701704.0
COTB780616MDFNFR05,2020,2525722.0,2104836.0,417560.0,5048118.0
COTB780616MDFNFR05,2021,2984930.0,2104836.0,0.0,5089766.0
COTE860204HAGRJL09,2015,363642.0,0.0,0.0,363642.0
COTE860204HAGRJL09,2016,892847.0,0.0,876483.0,1769330.0
COTE860204HAGRJL09,2017,892847.0,0.0,767098.0,1659945.0
COTE860204HAGRJL09,2018,892847.0,0.0,852492.0,1745339.0
COTE860204HAGRJL09,2019,1237901.0,0.0,774066.0,2011967.0
COTE860204HAGRJL09,2020,1820686.0,0.0,673436.0,2494122.0
COTE860204HAGRJL09,2021,2170414.0,0.0,0.0,2170414.0
COTM700813MAGRJR04,2015,489574.0,0.0,0.0,489574.0
COTM700813MAGRJR04,2016,860913.0,0.0,861772.0,1722685.0
COTM700813MAGRJR04,2017,860913.0,0.0,884149.0,1745062.0
COTM700813MAGRJR04,2018,1223086.0,0.0,842460.0,2065546.0
COTM700813MAGRJR04,2019,1223086.0,0.0,809977.0,2033063.0
COTM700813MAGRJR04,2020,1223086.0,0.0,831235.0,2054321.0
COTM700813MAGRJR04,2021,1693820.0,0.0,0.0,1693820.0
COTN740419HAGRRC08,2015,1262417.0,101957247.0,0.0,103219664.0
COTN740419HAGRRC08,2016,1850752.0,101957247.0,19279275.0,123087274.0
COTN740419HAGRRC08,2017,1850752.0,101957247.0,18972170.0,122780169.0
COTN740419HAGRRC08,2018,1850752.0,101957247.0,20237559.0,124045558.0
COTN740419HAGRRC08,2019,1850752.0,101957247.0,21666046.0,125474045.0
COTN740419HAGRRC08,2020,2346707.0,101957247.0,21550662.0,125854616.0
COTN740419HAGRRC08,2021,2925549.0,101957247.0,0.0,104882796.0
COTS860825HDFRJB04,2015,423440.0,0.0,0.0,423440.0
COTS860825HDFRJB04,2016,1020849.0,0.0,903408.0,1924257.0
COTS860825HDFRJB04,2017,1468029.0,0.0,972393.0,2440422.0
COTS860825HDFRJB04,2018,1468029.0,0.0,1058599.0,2526628.0
COTS860825HDFRJB04,2019,1468029.0,0.0,1249963.0,2717992.0
COTS860825HDFRJB04,2020,1468029.0,0.0,1216212.0,2684241.0
COTS860825HDFRJB04,2021,1468029.0,0.0,0.0,1468029.0
COUG880021HAGRBB07,2015,3119344.0,248416624.0,0.0,251535968.0
COUG880021HAGRBB07,2016,3119344.0,248416624.0,83807955.0,335343923.0
COUG880021HAGRBB07,2017,3877174.0,248416624.0,78886409.0,331180207.0
COUG880021HAGRBB07,2018,4558228.0,248416624.0,72760951.0,325735803.0
COUG880021HAGRBB07,2019,5297171.0,248416624.0,67569231.0,321283026.0
COUG880021HAGRBB07,2020,5297171.0,248416624.0,75307203.0,329020998.0
COUG880021HAGRBB07,2021,5297171.0,248416624.0,0.0,253713795.0
COVA850712MVZLLD09,2015,571768.0,1479850.0,0.0,2051618.0
COVA850712MVZLLD09,2016,1526132.0,1479850.0,817048.0,3823030.0
COVA850712MVZLLD09,2017,1526132.0,1479850.0,677409.0,3683391.0
COVA850712MVZLLD09,2018,2074907.0,1479850.0,744765.0,4299522.0
COVA850712MVZLLD09,2019,2074907.0,1479850.0,586331.0,4141088.0
COVA850712MVZLLD09,2020,2471407.0,1479850.0,633308.0,4584565.0
COVA850712MVZLLD09,2021,2471407.0,1479850.0,0.0,3951257.0
COVC780709HPULLT08,2015,154276.0,1438839.0,0.0,1593115.0
COVC780709HPULLT08,2016,685239.0,1438839.0,10077.0,2134155.0
COVC780709HPULLT08,2017,685239.0,1438839.0,8666.0,2132744.0
COVC780709HPULLT08,2018,685239.0,1438839.0,7192.0,2131270.0
COVC780709HPULLT08,2019,840771.0,1438839.0,7767.0,2287377.0
COVC780709HPULLT08,2020,936829.0,1438839.0,6990.0,2382658.0
COVC780709HPULLT08,2021,936829.0,1438839.0,0.0,2375668.0
COVD830019HDFLLL01,2015,372306.0,5735348.0,0.0,6107654.0
COVD830019HDFLLL01,2016,372306.0,5735348.0,722205.0,6829859.0
COVD830019HDFLLL01,2017,372306.0,5735348.0,836169.0,6943823.0
COVD830019HDFLLL01,2018,815769.0,5735348.0,846549.0,7397666.0
COVD830019HDFLLL01,2019,1363630.0,5735348.0,724858.0,7823836.0
COVD830019HDFLLL01,2020,1735652.0,5735348.0,786986.0,8257986.0
COVD830019HDFLLL01,2021,2297743.0,5735348.0,0.0,8033091.0
COVK841025HDFRRM09,2015,0.0,0.0,0.0,0.0
COVK841025HDFRRM09,2016,0.0,0.0,24311.0,24311.0
COVK841025HDFRRM09,2017,0.0,0.0,18476.0,18476.0
COVK841025HDFRRM09,2018,0.0,0.0,16443.0,16443.0
COVK841025HDFRRM09,2019,0.0,0.0,19238.0,19238.0
COVK841025HDFRRM09,2020,0.0,0.0,17698.0,17698.0
COVK841025HDFRRM09,2021,0.0,0.0,0.0,0.0
COXI840212MSNLNN03,2015,319053.0,4673999.0,0.0,4993052.0
COXI840212MSNLNN03,2016,1090939.0,4673999.0,581618.0,6346556.0
COXI840212MSNLNN03,2017,1533854.0,4673999.0,674014.0,6881867.0
COXI840212MSNLNN03,2018,1882284.0,4673999.0,579917.0,7136200.0
COXI840212MSNLNN03,2019,1882284.0,4673999.0,480230.0,7036513.0
COXI840212MSNLNN03,2020,2274630.0,4673999.0,517119.0,7465748.0
COXI840212MSNLNN03,2021,2839253.0,4673999.0,0.0,7513252.0
COXT850218MDFRCM06,2015,363371.0,0.0,0.0,363371.0
COXT850218MDFRCM06,2016,956406.0,0.0,716288.0,1672694.0
COXT850218MDFRCM06,2017,956406.0,0.0,662417.0,1618823.0
COXT850218MDFRCM06,2018,956406.0,0.0,751338.0,1707744.0
COXT850218MDFRCM06,2019,1454738.0,0.0,611351.0,2066089.0
COXT850218MDFRCM06,2020,1454738.0,0.0,535046.0,1989784.0
COXT850218MDFRCM06,2021,1454738.0,0.0,0.0,1454738.0
COYB851126HSNNGR03,2015,202798.0,0.0,0.0,202798.0
COYB851126HSNNGR03,2016,202798.0,0.0,17657.0,220455.0
COYB851126HSNNGR03,2017,202798.0,0.0,19599.0,222397.0
COYB851126HSNNGR03,2018,202798.0,0.0,21558.0,224356.0
COYB851126HSNNGR03,2019,270699.0,0.0,22635.0,293334.0
COYB851126HSNNGR03,2020,270699.0,0.0,23993.0,294692.0
COYB851126HSNNGR03,2021,270699.0,0.0,0.0,270699.0
COYC700520HAGLGN05,2015,0.0,0.0,0.0,0.0
COYC700520HAGLGN05,2016,0.0,0.0,30200.0,30200.0
COYC700520HAGLGN05,2017,0.0,0.0,37448.0,37448.0
COYC700520HAGLGN05,2018,0.0,0.0,31456.0,31456.0
COYC700520HAGLGN05,2019,0.0,0.0,27052.0,27052.0
COYC700520HAGLGN05,2020,0.0,0.0,22453.0,22453.0
COYC700520HAGLGN05,2021,0.0,0.0,0.0,0.0
COYP730701HVZLMD07,2015,388111.0,9843318.0,0.0,10231429.0
COYP730701HVZLMD07,2016,388111.0,9843318.0,1383461.0,11614890.0
COYP730701HVZLMD07,2017,834007.0,9843318.0,1345187.0,12022512.0
COYP730701HVZLMD07,2018,834007.0,9843318.0,1255771.0,11933096.0
COYP730701HVZLMD07,2019,834007.0,9843318.0,1309940.0,11987265.0
COYP730701HVZLMD07,2020,834007.0,9843318.0,1051836.0,11729161.0
COYP730701HVZLMD07,2021,834007.0,9843318.0,0.0,10677325.0
COZC771024HAGRML06,2015,409095.0,1480713.0,0.0,1889808.0
COZC771024HAGRML06,2016,905626.0,1480713.0,886705.0,3273044.0
COZC771024HAGRML06,2017,905626.0,1480713.0,902432.0,3288771.0
COZC771024HAGRML06,2018,1370255.0,1480713.0,747689.0,3598657.0
COZC771024HAGRML06,2019,1912809.0,1480713.0,872334.0,4265856.0
COZC771024HAGRML06,2020,1912809.0,1480713.0,811714.0,4205236.0
COZC771024HAGRML06,2021,2226085.0,1480713.0,0.0,3706798.0
COZE740520MDFLLL07,2015,444483.0,0.0,0.0,444483.0
COZE740520MDFLLL07,2016,846284.0,0.0,806825.0,1653109.0
COZE740520MDFLLL07,2017,846284.0,0.0,879084.0,1725368.0
COZE740520MDFLLL07,2018,846284.0,0.0,861913.0,1708197.0
COZE740520MDFLLL07,2019,846284.0,0.0,808855.0,1655139.0
COZE740520MDFLLL07,2020,1333658.0,0.0,705829.0,2039487.0
COZE740520MDFLLL07,2021,1333658.0,0.0,0.0,1333658.0
COZE870519MPURML03,2015,574367.0,1845009.0,0.0,2419376.0
COZE870519MPURML03,2016,1132151.0,1845009.0,789435.0,3766595.0
COZE870519MPURML03,2017,1132151.0,1845009.0,899877.0,3877037.0
COZE870519MPURML03,2018,1132151.0,1845009.0,956638.0,3933798.0
COZE870519MPURML03,2019,1456940.0,1845009.0,957869.0,4259818.0
COZE870519MPURML03,2020,1887793.0,1845009.0,1032782.0,4765584.0
COZE870519MPURML03,2021,1887793.0,1845009.0,0.0,3732802.0
COZF871024MAGTBR02,2015,259373.0,0.0,0.0,259373.0
COZF871024MAGTBR02,2016,497777.0,0.0,17670.0,515447.0
COZF871024MAGTBR02,2017,497777.0,0.0,13605.0,511382.0
COZF871024MAGTBR02,2018,497777.0,0.0,11292.0,509069.0
COZF871024MAGTBR02,2019,497777.0,0.0,10049.0,507826.0
COZF871024MAGTBR02,2020,592250.0,0.0,8441.0,600691.0
COZF871024MAGTBR02,2021,592250.0,0.0,0.0,592250.0
COÁM880125HPULLR01,2015,5313002.0,297984346.0,0.0,303297348.0
COÁM880125HPULLR01,2016,5313002.0,297984346.0,61490503.0,364787851.0
COÁM880125HPULLR01,2017,5313002.0,297984346.0,68790352.0,372087700.0
COÁM880125HPULLR01,2018,5794879.0,297984346.0,65478540.0,369257765.0
COÁM880125HPULLR01,2019,5794879.0,297984346.0,62435660.0,366214885.0
COÁM880125HPULLR01,2020,5794879.0,297984346.0,65988268.0,369767493.0
COÁM880125HPULLR01,2021,5794879.0,297984346.0,0.0,303779225.0
CRAF891016MPURSL06,2015,380409.0,4688326.0,0.0,5068735.0
CRAF891016MPURSL06,2016,1506395.0,4688326.0,1134657.0,7329378.0
CRAF891016MPURSL06,2017,1897385.0,4688326.0,1182803.0,7768514.0
CRAF891016MPURSL06,2018,1897385.0,4688326.0,1363322.0,7949033.0
CRAF891016MPURSL06,2019,2201872.0,4688326.0,1268786.0,8158984.0
CRAF891016MPURSL06,2020,2201872.0,4688326.0,1071212.0,7961410.0
CRAF891016MPURSL06,2021,2201872.0,4688326.0,0.0,6890198.0
CRAG770308MVZRTB09,2015,2006846.0,268337458.0,0.0,270344304.0
CRAG770308MVZRTB09,2016,2497873.0,268337458.0,80956328.0,351791659.0
CRAG770308MVZRTB09,2017,3248086.0,268337458.0,75996362.0,347581906.0
CRAG770308MVZRTB09,2018,3248086.0,268337458.0,76859724.0,348445268.0
CRAG770308MVZRTB09,2019,3248086.0,268337458.0,76834280.0,348419824.0
CRAG770308MVZRTB09,2020,3994210.0,268337458.0,74919401.0,347251069.0
CRAG770308MVZRTB09,2021,3994210.0,268337458.0,0.0,272331668.0
CRAN800604MAGRRC08,2015,1250718.0,103768757.0,0.0,105019475.0
CRAN800604MAGRRC08,2016,1871856.0,103768757.0,92366537.0,198007150.0
CRAN800604MAGRRC08,2017,2294357.0,103768757.0,90352681.0,196415795.0
CRAN800604MAGRRC08,2018,2294357.0,103768757.0,88875999.0,194939113.0
CRAN800604MAGRRC08,2019,2294357.0,103768757.0,92550372.0,198613486.0
CRAN800604MAGRRC08,2020,2294357.0,103768757.0,92310724.0,198373838.0
CRAN800604MAGRRC08,2021,2294357.0,103768757.0,0.0,106063114.0
CRBR830825HDFRRN04,2015,195822.0,1466083.0,0.0,1661905.0
CRBR830825HDFRRN04,2016,195822.0,1466083.0,15732.0,1677637.0
CRBR830825HDFRRN04,2017,195822.0,1466083.0,19350.0,1681255.0
CRBR830825HDFRRN04,2018,195822.0,1466083.0,16447.0,1678352.0
CRBR830825HDFRRN04,2019,195822.0,1466083.0,19900.0,1681805.0
CRBR830825HDFRRN04,2020,195822.0,1466083.0,24676.0,1686581.0
CRBR830825HDFRRN04,2021,195822.0,1466083.0,0.0,1661905.0
CRGM850322HPURTR01,2015,546481.0,7239023.0,0.0,7785504.0
CRGM850322HPURTR01,2016,546481.0,7239023.0,575965.0,8361469.0
CRGM850322HPURTR01,2017,546481.0,7239023.0,532162.0,8317666.0
CRGM850322HPURTR01,2018,546481.0,7239023.0,475030.0,8260534.0
CRGM850322HPURTR01,2019,546481.0,7239023.0,400001.0,8185505.0
CRGM850322HPURTR01,2020,546481.0,7239023.0,394956.0,8180460.0
CRGM850322HPURTR01,2021,917917.0,7239023.0,0.0,8156940.0
CRIE700217MAGRRT04,2015,99944.0,0.0,0.0,99944.0
CRIE700217MAGRRT04,2016,166224.0,0.0,32287.0,198511.0
CRIE700217MAGRRT04,2017,363346.0,0.0,26152.0,389498.0
CRIE700217MAGRRT04,2018,363346.0,0.0,22229.0,385575.0
CRIE700217MAGRRT04,2019,534091.0,0.0,26897.0,560988.0
CRIE700217MAGRRT04,2020,859437.0,0.0,30393.0,889830.0
CRIE700217MAGRRT04,2021,1187243.0,0.0,0.0,1187243.0
CRIJ810526MVZRLS06,2015,0.0,0.0,0.0,0.0
CRIJ810526MVZRLS06,2016,0.0,0.0,23337.0,23337.0
CRIJ810526MVZRLS06,2017,0.0,0.0,20303.0,20303.0
CRIJ810526MVZRLS06,2018,0.0,0.0,18272.0,18272.0
CRIJ810526MVZRLS06,2019,0.0,0.0,19368.0,19368.0
CRIJ810526MVZRLS06,2020,0.0,0.0,22273.0,22273.0
CRIJ810526MVZRLS06,2021,0.0,0.0,0.0,0.0
CRMA740411MAGRJ 03,2015,505815.0,2413886.0,0.0,2919701.0
CRMA740411MAGRJ 03,2016,505815.0,2413886.0,555548.0,3475249.0
CRMA740411MAGRJ 03,2017,505815.0,2413886.0,596684.0,3516385.0
CRMA740411MAGRJ 03,2018,505815.0,2413886.0,468063.0,3387764.0
CRMA740411MAGRJ 03,2019,505815.0,2413886.0,524722.0,3444423.0
CRMA740411MAGRJ 03,2020,505815.0,2413886.0,599908.0,3519609.0
CRMA740411MAGRJ 03,2021,911735.0,2413886.0,0.0,3325621.0
CROA860511MVZRST03,2015,555940.0,5339079.0,0.0,5895019.0
CROA860511MVZRST03,2016,995182.0,5339079.0,1323770.0,7658031.0
CROA860511MVZRST03,2017,995182.0,5339079.0,1496074.0,7830335.0
CROA860511MVZRST03,2018,995182.0,5339079.0,1255171.0,7589432.0
CROA860511MVZRST03,2019,1534295.0,5339079.0,1225413.0,8098787.0
CROA860511MVZRST03,2020,1534295.0,5339079.0,1011434.0,7884808.0
CROA860511MVZRST03,2021,1534295.0,5339079.0,0.0,6873374.0
CRPS801113MAGRRM02,2015,1956598.0,167743029.0,0.0,169699627.0
CRPS801113MAGRRM02,2016,2421845.0,167743029.0,60898413.0,231063287.0
CRPS801113MAGRRM02,2017,2948789.0,167743029.0,56789318.0,227481136.0
CRPS801113MAGRRM02,2018,3469050.0,167743029.0,58743188.0,229955267.0
CRPS801113MAGRRM02,2019,4220541.0,167743029.0,54875118.0,226838688.0
CRPS801113MAGRRM02,2020,4220541.0,167743029.0,59248704.0,231212274.0
CRPS801113MAGRRM02,2021,4220541.0,167743029.0,0.0,171963570.0
CRQB700424HPURNN08,2015,381416.0,7362627.0,0.0,7744043.0
CRQB700424HPURNN08,2016,860670.0,7362627.0,995685.0,9218982.0
CRQB700424HPURNN08,2017,1228112.0,7362627.0,888471.0,9479210.0
CRQB700424HPURNN08,2018,1228112.0,7362627.0,774325.0,9365064.0
CRQB700424HPURNN08,2019,1228112.0,7362627.0,819046.0,9409785.0
CRQB700424HPURNN08,2020,1228112.0,7362627.0,668096.0,9258835.0
CRQB700424HPURNN08,2021,1619219.0,7362627.0,0.0,8981846.0
CRRA740207HSNRJS03,2015,469596.0,1343955.0,0.0,1813551.0
CRRA740207HSNRJS03,2016,808558.0,1343955.0,501646.0,2654159.0
CRRA740207HSNRJS03,2017,808558.0,1343955.0,595208.0,2747721.0
CRRA740207HSNRJS03,2018,1386263.0,1343955.0,488539.0,3218757.0
CRRA740207HSNRJS03,2019,1386263.0,1343955.0,439007.0,3169225.0
CRRA740207HSNRJS03,2020,1386263.0,1343955.0,483973.0,3214191.0
CRRA740207HSNRJS03,2021,1386263.0,1343955.0,0.0,2730218.0
CRRG890001HVZRLR03,2015,0.0,0.0,0.0,0.0
CRRG890001HVZRLR03,2016,0.0,0.0,23089.0,23089.0
CRRG890001HVZRLR03,2017,0.0,0.0,21241.0,21241.0
CRRG890001HVZRLR03,2018,0.0,0.0,17205.0,17205.0
CRRG890001HVZRLR03,2019,0.0,0.0,19613.0,19613.0
CRRG890001HVZRLR03,2020,0.0,0.0,21378.0,21378.0
CRRG890001HVZRLR03,2021,0.0,0.0,0.0,0.0
CRRV771111HAGRSC06,2015,252953.0,0.0,0.0,252953.0
CRRV771111HAGRSC06,2016,512248.0,0.0,32807.0,545055.0
CRRV771111HAGRSC06,2017,835775.0,0.0,28214.0,863989.0
CRRV771111HAGRSC06,2018,835775.0,0.0,26521.0,862296.0
CRRV771111HAGRSC06,2019,943299.0,0.0,32090.0,975389.0
CRRV771111HAGRSC06,2020,995222.0,0.0,33694.0,1028916.0
CRRV771111HAGRSC06,2021,995222.0,0.0,0.0,995222.0
CRSF890324MPURSR03,2015,3184257.0,231017447.0,0.0,234201704.0
CRSF890324MPURSR03,2016,3184257.0,231017447.0,67734799.0,301936503.0
CRSF890324MPURSR03,2017,3956179.0,231017447.0,69666554.0,304640180.0
CRSF890324MPURSR03,2018,3956179.0,231017447.0,72141253.0,307114879.0
CRSF890324MPURSR03,2019,4617030.0,231017447.0,69030685.0,304665162.0
CRSF890324MPURSR03,2020,5258319.0,231017447.0,76133539.0,312409305.0
CRSF890324MPURSR03,2021,5258319.0,231017447.0,0.0,236275766.0
CRSS831020MPURZR08,2015,456974.0,4215754.0,0.0,4672728.0
CRSS831020MPURZR08,2016,823905.0,4215754.0,1066290.0,6105949.0
CRSS831020MPURZR08,2017,823905.0,4215754.0,843017.0,5882676.0
CRSS831020MPURZR08,2018,1186730.0,4215754.0,898516.0,6301000.0
CRSS831020MPURZR08,2019,1662439.0,4215754.0,820575.0,6698768.0
CRSS831020MPURZR08,2020,1662439.0,4215754.0,643628.0,6521821.0
CRSS831020MPURZR08,2021,2016373.0,4215754.0,0.0,6232127.0
CRVM840707MPURSR07,2015,5418752.0,155602781.0,0.0,161021533.0
CRVM840707MPURSR07,2016,6141540.0,155602781.0,62939003.0,224683324.0
CRVM840707MPURSR07,2017,6141540.0,155602781.0,63403823.0,225148144.0
CRVM840707MPURSR07,2018,6595028.0,155602781.0,62069781.0,224267590.0
CRVM840707MPURSR07,2019,6595028.0,155602781.0,62446766.0,224644575.0
CRVM840707MPURSR07,2020,7331528.0,155602781.0,66931970.0,229866279.0
CRVM840707MPURSR07,2021,7911416.0,155602781.0,0.0,163514197.0
CRVV730922HVZRLC04,2015,392666.0,8707336.0,0.0,9100002.0
CRVV730922HVZRLC04,2016,898595.0,8707336.0,525875.0,10131806.0
CRVV730922HVZRLC04,2017,898595.0,8707336.0,409365.0,10015296.0
CRVV730922HVZRLC04,2018,898595.0,8707336.0,462941.0,10068872.0
CRVV730922HVZRLC04,2019,898595.0,8707336.0,547238.0,10153169.0
CRVV730922HVZRLC04,2020,898595.0,8707336.0,524027.0,10129958.0
CRVV730922HVZRLC04,2021,1413380.0,8707336.0,0.0,10120716.0
CUAA860711MVZRVL09,2015,5374643.0,242077741.0,0.0,247452384.0
CUAA860711MVZRVL09,2016,6705522.0,242077741.0,63878890.0,312662153.0
CUAA860711MVZRVL09,2017,6705522.0,242077741.0,65004881.0,313788144.0
CUAA860711MVZRVL09,2018,7388739.0,242077741.0,65874248.0,315340728.0
CUAA860711MVZRVL09,2019,7888761.0,242077741.0,67110545.0,317077047.0
CUAA860711MVZRVL09,2020,7888761.0,242077741.0,69947756.0,319914258.0
CUAA860711MVZRVL09,2021,7888761.0,242077741.0,0.0,249966502.0
CUAI720407MSNLÑR09,2015,5338098.0,114393869.0,0.0,119731967.0
CUAI720407MSNLÑR09,2016,5338098.0,114393869.0,53824623.0,173556590.0
CUAI720407MSNLÑR09,2017,5943619.0,114393869.0,56696538.0,177034026.0
CUAI720407MSNLÑR09,2018,6674954.0,114393869.0,55989012.0,177057835.0
CUAI720407MSNLÑR09,2019,7188531.0,114393869.0,58057038.0,179639438.0
CUAI720407MSNLÑR09,2020,7188531.0,114393869.0,64677294.0,186259694.0
CUAI720407MSNLÑR09,2021,7188531.0,114393869.0,0.0,121582400.0
CUBS720420MPURRL03,2015,0.0,0.0,0.0,0.0
CUBS720420MPURRL03,2016,0.0,0.0,24841.0,24841.0
CUBS720420MPURRL03,2017,0.0,0.0,28070.0,28070.0
CUBS720420MPURRL03,2018,0.0,0.0,33403.0,33403.0
CUBS720420MPURRL03,2019,0.0,0.0,30730.0,30730.0
CUBS720420MPURRL03,2020,0.0,0.0,34110.0,34110.0
CUBS720420MPURRL03,2021,0.0,0.0,0.0,0.0
CUCI860415HSNLSN05,2015,0.0,0.0,0.0,0.0
CUCI860415HSNLSN05,2016,0.0,0.0,11410.0,11410.0
CUCI860415HSNLSN05,2017,0.0,0.0,12893.0,12893.0
CUCI860415HSNLSN05,2018,0.0,0.0,10830.0,10830.0
CUCI860415HSNLSN05,2019,0.0,0.0,8664.0,8664.0
CUCI860415HSNLSN05,2020,0.0,0.0,9617.0,9617.0
CUCI860415HSNLSN05,2021,0.0,0.0,0.0,0.0
CUDG720923HAGRRB04,2015,561774.0,0.0,0.0,561774.0
CUDG720923HAGRRB04,2016,1328453.0,0.0,1477893.0,2806346.0
CUDG720923HAGRRB04,2017,1775947.0,0.0,1796394.0,3572341.0
CUDG720923HAGRRB04,2018,1775947.0,0.0,1884549.0,3660496.0
CUDG720923HAGRRB04,2019,2253763.0,0.0,1676343.0,3930106.0
CUDG720923HAGRRB04,2020,2253763.0,0.0,1728873.0,3982636.0
CUDG720923HAGRRB04,2021,2253763.0,0.0,0.0,2253763.0
CUFJ720226MSNRLC02,2015,0.0,1823622.0,0.0,1823622.0
CUFJ720226MSNRLC02,2016,0.0,1823622.0,10887.0,1834509.0
CUFJ720226MSNRLC02,2017,0.0,1823622.0,11757.0,1835379.0
CUFJ720226MSNRLC02,2018,0.0,1823622.0,12462.0,1836084.0
CUFJ720226MSNRLC02,2019,0.0,1823622.0,11340.0,1834962.0
CUFJ720226MSNRLC02,2020,0.0,1823622.0,12474.0,1836096.0
CUFJ720226MSNRLC02,2021,0.0,1823622.0,0.0,1823622.0
CUHM870316MDFLRR03,2015,1160315.0,127874511.0,0.0,129034826.0
CUHM870316MDFLRR03,2016,2264674.0,127874511.0,91475328.0,221614513.0
CUHM870316MDFLRR03,2017,2763701.0,127874511.0,93508539.0,224146751.0
CUHM870316MDFLRR03,2018,2763701.0,127874511.0,89285324.0,219923536.0
CUHM870316MDFLRR03,2019,3208190.0,127874511.0,86818024.0,217900725.0
CUHM870316MDFLRR03,2020,3208190.0,127874511.0,93906698.0,224989399.0
CUHM870316MDFLRR03,2021,3707390.0,127874511.0,0.0,131581901.0
CUNC860713MVZRGN04,2015,560267.0,9051865.0,0.0,9612132.0
CUNC860713MVZRGN04,2016,1414996.0,9051865.0,773544.0,11240405.0
CUNC860713MVZRGN04,2017,1414996.0,9051865.0,813135.0,11279996.0
CUNC860713MVZRGN04,2018,1787856.0,9051865.0,841713.0,11681434.0
CUNC860713MVZRGN04,2019,2219347.0,9051865.0,778178.0,12049390.0
CUNC860713MVZRGN04,2020,2219347.0,9051865.0,653046.0,11924258.0
