tipoOperacion,carreraAreaConocimiento,status,documentoObtenido,fechaObtencion,nivel.clave,nivel.valor,institucionEducativa.nombre,institucionEducativa.ubicacion,curp,estatus
SIN_CAMBIOS,Licenciatura en Administración de Empresas Turísticas,FINALIZADO,TITULO,2007-03-13T16:22:01.333Z,LIC,LICENCIATURA,Universidad de Ecatepec,MX,CAHE740506HSNSRL01,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2001-12-05T23:49:20.687Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,CAHJ820313MAGSXS09,
SIN_CAMBIOS,Ciencias Sociales y Humanas,FINALIZADO,CERTIFICADO,2010-06-10T15:45:11.240Z,ESP,ESPECIALIDAD,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CAHJ820313MAGSXS09,
SIN_CAMBIOS,Ingeniería en Telecomunicaciones,FINALIZADO,TITULO,2007-05-13T19:48:29.832Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Ecatepec,MX,CAHO731110HPUMRT06,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2002-05-02T07:45:42.322Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,CAJA780006MAGLM 02,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CONSTANCIA,2009-08-11T04:57:47.147Z,ESP,ESPECIALIDAD,Massachusetts Institute of Technology,EX,CAJA780006MAGLM 02,
SIN_CAMBIOS,Licenciatura en Ciencias Políticas,FINALIZADO,TITULO,2008-05-18T21:55:23.508Z,LIC,LICENCIATURA,Instituto Politécnico Nacional,MX,CAJG890514HPUBRL02,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2013-10-12T00:55:30.947Z,MAE,MAESTRÍA,Universidad del Valle de México,MX,CAJG890514HPUBRL02,
SIN_CAMBIOS,Ingeniería Petrolera,FINALIZADO,TITULO,2008-02-08T23:20:44.125Z,LIC,LICENCIATURA,Universidad del Valle de México,MX,CAJI760616HSNSMS08,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CONSTANCIA,2012-12-31T17:52:38.932Z,MAE,MAESTRÍA,Tecnológico de Estudios Superiores de Coacalco,MX,CAJI760616HSNSMS08,
SIN_CAMBIOS,Licenciatura en Administración de Empresas Turísticas,FINALIZADO,TITULO,2011-07-29T19:39:00.378Z,LIC,LICENCIATURA,Universidad Insurgentes,MX,CAJJ741024HAGRRC02,
SIN_CAMBIOS,Licenciatura en Física,FINALIZADO,TITULO,2009-06-16T20:21:39.670Z,LIC,LICENCIATURA,Instituto Politécnico Nacional,MX,CAJJ770211MVZNRN02,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2013-08-11T18:59:59.758Z,MAE,MAESTRÍA,Universidad Nacional Autónoma de México,MX,CAJJ770211MVZNRN02,
SIN_CAMBIOS,Ingeniería Mecánica,FINALIZADO,TITULO,2010-04-26T01:57:35.385Z,LIC,LICENCIATURA,Universidad Autónoma Metropolitana,MX,CAJN830113MVZSRM07,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2014-10-29T16:41:38.005Z,ESP,ESPECIALIDAD,Universidad de Guadalajara,MX,CAJN830113MVZSRM07,
SIN_CAMBIOS,Ingeniería Química,FINALIZADO,TITULO,2007-04-14T16:01:13.159Z,LIC,LICENCIATURA,Instituto Politécnico Nacional,MX,CAKA780619HVZSRN02,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2003-08-10T19:10:04.085Z,LIC,LICENCIATURA,Universidad Panamericana,MX,CAKA790508HPURNJ06,
SIN_CAMBIOS,Ciencias de la Educación,FINALIZADO,CONSTANCIA,2007-07-27T15:02:41.935Z,ESP,ESPECIALIDAD,Instituto Politécnico Nacional,MX,CAKA790508HPURNJ06,
SIN_CAMBIOS,Licenciatura en Administración de Empresas,FINALIZADO,TITULO,2009-07-28T17:37:43.170Z,LIC,LICENCIATURA,Universidad Insurgentes,MX,CAKA800325MDFBRN02,
SIN_CAMBIOS,Licenciatura en Ciencias Políticas,FINALIZADO,TITULO,2001-03-28T17:10:09.446Z,LIC,LICENCIATURA,Universidad Anahuac,EX,CAKC730914MPUSHN01,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2007-03-29T16:10:59.644Z,ESP,ESPECIALIDAD,Universidad Anahuac,EX,CAKC730914MPUSHN01,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2000-03-29T18:55:57.206Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,CAKC750420MVZRNL07,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CERTIFICADO,2009-03-19T22:04:12.466Z,ESP,ESPECIALIDAD,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CAKC750420MVZRNL07,
SIN_CAMBIOS,Licenciatura en Comercio Internacional,FINALIZADO,TITULO,2013-03-07T07:12:26.601Z,LIC,LICENCIATURA,Universidad Justo Sierra,MX,CAKC810207HAGSNR02,
SIN_CAMBIOS,Ingeniería Mecánica,FINALIZADO,TITULO,2010-03-05T23:01:04.460Z,LIC,LICENCIATURA,Universidad Autónoma Metropolitana,MX,CAKE730015HPURNR01,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2000-10-11T22:08:06.562Z,LIC,LICENCIATURA,Instituto Politécnico Nacional,MX,CAKF740525MVZNRL04,
SIN_CAMBIOS,Ciencias de la Educación,FINALIZADO,CONSTANCIA,2008-11-26T07:53:18.402Z,ESP,ESPECIALIDAD,Massachusetts Institute of Technology,EX,CAKF740525MVZNRL04,
SIN_CAMBIOS,Ingeniería Industrial,FINALIZADO,TITULO,2008-06-07T23:50:13.457Z,LIC,LICENCIATURA,Instituto Politécnico Nacional,MX,CAKH780612MAGSRR08,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2000-03-13T22:44:15.550Z,LIC,LICENCIATURA,"University of California, Berkeley",EX,CAKL870008MDFRRS08,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CERTIFICADO,2009-11-21T03:06:40.939Z,MAE,MAESTRÍA,Universidad Panamericana,MX,CAKL870008MDFRRS08,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2008-05-10T05:51:34.753Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,CAKM871006MDFSRR02,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CONSTANCIA,2013-03-01T14:42:56.292Z,ESP,ESPECIALIDAD,Universidad de Guadalajara,MX,CAKM871006MDFSRR02,
SIN_CAMBIOS,Ingeniería Mecánica,FINALIZADO,TITULO,2007-03-01T22:59:48.763Z,LIC,LICENCIATURA,Universidad Autónoma Metropolitana,MX,CAKM890323MVZRNR01,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CERTIFICADO,2012-12-25T09:58:37.979Z,MAE,MAESTRÍA,Universidad Autónoma Metropolitana,MX,CAKM890323MVZRNR01,
SIN_CAMBIOS,Licenciatura en Comercio Internacional,FINALIZADO,TITULO,2010-07-17T13:56:39.168Z,LIC,LICENCIATURA,Universidad Tecnológica de México,MX,CAKT730301HSNMZD06,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2001-06-25T03:42:42.653Z,LIC,LICENCIATURA,California Institute of Technology,EX,CALC720801HVZZVL08,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2007-08-09T14:44:51.770Z,ESP,ESPECIALIDAD,California Institute of Technology,EX,CALC720801HVZZVL08,
SIN_CAMBIOS,Ingeniería Petrolera,FINALIZADO,TITULO,2010-11-27T01:45:19.272Z,LIC,LICENCIATURA,Universidad Autónoma Metropolitana,MX,CALC880806MVZRRR02,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2010-12-21T06:25:41.792Z,LIC,LICENCIATURA,Universidad ICEL,MX,CALD800404MAGNNN01,
SIN_CAMBIOS,Licenciatura en Ciencias Políticas,FINALIZADO,TITULO,2003-04-04T14:06:22.454Z,LIC,LICENCIATURA,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CALE780323MPUBVL03,
SIN_CAMBIOS,Ciencias Sociales y Humanas,FINALIZADO,CONSTANCIA,2008-09-14T21:14:41.450Z,ESP,ESPECIALIDAD,California Institute of Technology,EX,CALE780323MPUBVL03,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CERTIFICADO,2012-06-24T13:38:37.657Z,DOC,DOCTORADO,Massachusetts Institute of Technology,EX,CALE780323MPUBVL03,
SIN_CAMBIOS,Licenciatura en Ciencias Políticas,FINALIZADO,TITULO,2003-11-16T22:39:02.466Z,LIC,LICENCIATURA,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CALF860113MVZRRL06,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CERTIFICADO,2010-07-09T23:46:19.713Z,ESP,ESPECIALIDAD,Universidad Panamericana,MX,CALF860113MVZRRL06,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2013-12-22T02:33:09.917Z,DOC,DOCTORADO,Instituto Politécnico Nacional,MX,CALF860113MVZRRL06,
SIN_CAMBIOS,Licenciatura en Matemáticas Aplicadas,FINALIZADO,TITULO,2009-05-03T10:27:39.558Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Ecatepec,MX,CALI740527MVZNRN09,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CERTIFICADO,2012-12-28T17:32:06.210Z,ESP,ESPECIALIDAD,Universidad Autónoma Metropolitana,MX,CALI740527MVZNRN09,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2002-08-19T03:20:50.133Z,LIC,LICENCIATURA,"University of California, Berkeley",EX,CALJ810216HVZNLZ05,
SIN_CAMBIOS,Ciencias de la Educación,FINALIZADO,CERTIFICADO,2008-10-06T03:45:23.207Z,MAE,MAESTRÍA,California Institute of Technology,EX,CALJ810216HVZNLZ05,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2013-07-13T03:43:51.797Z,MAE,MAESTRÍA,Universidad Iberoamericana,MX,CALJ810216HVZNLZ05,
SIN_CAMBIOS,Licenciatura en Comercio Internacional,FINALIZADO,TITULO,2012-12-05T15:12:57.088Z,LIC,LICENCIATURA,Universidad ICEL,MX,CALJ860618MSNRLS02,
SIN_CAMBIOS,Ingeniería en Telecomunicaciones,FINALIZADO,TITULO,2007-09-28T07:59:45.113Z,LIC,LICENCIATURA,Benemerita Universidad Autónoma de México,MX,CALK890803HPUSBV01,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2014-11-20T03:18:30.451Z,ESP,ESPECIALIDAD,Benemerita Universidad Autónoma de México,MX,CALK890803HPUSBV01,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2013-10-01T07:15:00.759Z,LIC,LICENCIATURA,Universidad de Ecatepec,MX,CALL780120MDFRVS03,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2000-08-25T12:56:39.918Z,LIC,LICENCIATURA,Massachusetts Institute of Technology,EX,CALL810311HAGBZN06,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CERTIFICADO,2008-03-26T05:01:58.627Z,ESP,ESPECIALIDAD,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CALL810311HAGBZN06,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CERTIFICADO,2013-04-29T22:38:11.619Z,DOC,DOCTORADO,Massachusetts Institute of Technology,EX,CALL810311HAGBZN06,
SIN_CAMBIOS,Licenciatura en Administración de Empresas,FINALIZADO,TITULO,2012-12-03T09:06:06.653Z,LIC,LICENCIATURA,Universidad Humanitas,MX,CALM870124MDFRZR03,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2000-11-02T02:24:05.139Z,LIC,LICENCIATURA,Instituto Politécnico Nacional,MX,CALM890924MSNLYR02,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CERTIFICADO,2010-08-01T15:52:51.183Z,ESP,ESPECIALIDAD,Massachusetts Institute of Technology,EX,CALM890924MSNLYR02,
SIN_CAMBIOS,Licenciatura en Administración de las Tecnologías de la Información,FINALIZADO,TITULO,2011-06-19T04:25:00.642Z,LIC,LICENCIATURA,Universidad Tecnológica de México,MX,CALR880307MVZDVS01,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2010-11-12T09:15:21.141Z,LIC,LICENCIATURA,Benemerita Universidad Autónoma de México,MX,CALT770123MSNSNR03,
SIN_CAMBIOS,Ciencias de la Educación,FINALIZADO,CERTIFICADO,2013-08-01T11:20:19.234Z,ESP,ESPECIALIDAD,Instituto Politécnico Nacional,MX,CALT770123MSNSNR03,
SIN_CAMBIOS,Licenciatura en Historia,FINALIZADO,TITULO,2008-04-20T23:42:51.650Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Ecatepec,MX,CAMA721122HPURDL06,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2012-08-18T15:27:55.037Z,MAE,MAESTRÍA,Tecnológico de Estudios Superiores de Ecatepec,MX,CAMA721122HPURDL06,
SIN_CAMBIOS,Licenciatura en Comercio Internacional,FINALIZADO,TITULO,2012-02-06T09:15:50.847Z,LIC,LICENCIATURA,Universidad Tecmilenio,MX,CAMA830025HDFSNL01,
SIN_CAMBIOS,Licenciatura en Comercio Internacional,FINALIZADO,TITULO,2007-02-13T10:12:40.093Z,LIC,LICENCIATURA,Universidad Justo Sierra,MX,CAMC710512HVZSNN06,
SIN_CAMBIOS,Licenciatura en Matemáticas Aplicadas,FINALIZADO,TITULO,2010-06-26T11:06:03.470Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Coacalco,MX,CAMC800701MAGRTR01,
SIN_CAMBIOS,Ciencias Sociales y Humanas,FINALIZADO,CONSTANCIA,2012-06-14T02:00:57.419Z,ESP,ESPECIALIDAD,Universidad del Valle de México,MX,CAMC800701MAGRTR01,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2000-10-16T08:13:22.620Z,LIC,LICENCIATURA,Universidad Iberoamericana,MX,CAMC840922MVZSTR04,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CONSTANCIA,2010-03-07T13:35:07.943Z,ESP,ESPECIALIDAD,Universidad Anahuac,EX,CAMC840922MVZSTR04,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CONSTANCIA,2012-09-02T10:44:40.434Z,MAE,MAESTRÍA,"University of California, Berkeley",EX,CAMC840922MVZSTR04,
SIN_CAMBIOS,Licenciatura en Ciencias de Comunicación,FINALIZADO,TITULO,2009-03-28T12:28:23.939Z,LIC,LICENCIATURA,Universidad Tecnológica de Xicotepec de Juárez,MX,CAMD740016MPUNNB03,
SIN_CAMBIOS,Licenciatura en Administración de las Tecnologías de la Información,FINALIZADO,TITULO,2011-06-14T00:13:15.207Z,LIC,LICENCIATURA,Universidad Tecnológica de Xicotepec de Juárez,MX,CAMD850525HAGNDR01,
SIN_CAMBIOS,Licenciatura en Administración de Empresas Turísticas,FINALIZADO,TITULO,2010-11-30T03:59:21.198Z,LIC,LICENCIATURA,Universidad Justo Sierra,MX,CAME720523HSNRNL07,
SIN_CAMBIOS,Ingeniería Industrial,FINALIZADO,TITULO,2009-06-08T00:41:34.635Z,LIC,LICENCIATURA,Instituto Politécnico Nacional,MX,CAME740107MSNVRS01,
SIN_CAMBIOS,Ingeniería en Sistemas Computacionales,FINALIZADO,TITULO,2008-10-10T07:09:59.546Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Coacalco,MX,CAMF860325HAGDRR02,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2014-09-12T01:25:10.451Z,MAE,MAESTRÍA,Universidad de Guadalajara,MX,CAMF860325HAGDRR02,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2001-05-30T19:50:16.244Z,LIC,LICENCIATURA,Universidad Panamericana,MX,CAMG740822HDFSNS07,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CERTIFICADO,2010-01-16T13:58:53.202Z,MAE,MAESTRÍA,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CAMG740822HDFSNS07,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CONSTANCIA,2012-06-20T19:39:26.322Z,DOC,DOCTORADO,Universidad Anahuac,EX,CAMG740822HDFSNS07,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2001-12-16T05:40:56.488Z,LIC,LICENCIATURA,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CAMG840306HVZSJL09,
SIN_CAMBIOS,Arte y Diseño,FINALIZADO,CONSTANCIA,2008-12-06T19:00:55.839Z,MAE,MAESTRÍA,Universidad Nacional Autónoma de México,MX,CAMG840306HVZSJL09,
SIN_CAMBIOS,Ingeniería en Telecomunicaciones,FINALIZADO,TITULO,2010-04-22T21:48:22.845Z,LIC,LICENCIATURA,Benemerita Universidad Autónoma de México,MX,CAMJ780724MAGZNR02,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2003-10-25T22:26:45.323Z,LIC,LICENCIATURA,Massachusetts Institute of Technology,EX,CAML810005MAGRTZ03,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CONSTANCIA,2010-08-25T22:29:24.331Z,ESP,ESPECIALIDAD,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CAML810005MAGRTZ03,
SIN_CAMBIOS,Licenciatura en Administración de Empresas,FINALIZADO,TITULO,2007-07-18T00:54:41.020Z,LIC,LICENCIATURA,Universidad Tecnológica de México,MX,CAMM700505MPUNNN08,
SIN_CAMBIOS,Licenciatura en Ciencias de Comunicación,FINALIZADO,TITULO,2012-02-13T10:40:02.492Z,LIC,LICENCIATURA,Universidad Tecnológica de Xicotepec de Juárez,MX,CAMM700821MAGNJR03,
SIN_CAMBIOS,Ingeniería en Computación,FINALIZADO,TITULO,2009-07-24T11:01:46.814Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,CAMM780111MVZRYN02,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CONSTANCIA,2012-03-12T23:59:15.144Z,ESP,ESPECIALIDAD,Benemerita Universidad Autónoma de México,MX,CAMM780111MVZRYN02,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2003-10-15T19:18:07.959Z,LIC,LICENCIATURA,Massachusetts Institute of Technology,EX,CAMM800616MAGMYR09,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CERTIFICADO,2008-08-06T12:53:01.349Z,ESP,ESPECIALIDAD,Massachusetts Institute of Technology,EX,CAMM800616MAGMYR09,
SIN_CAMBIOS,Ingeniería Industrial,FINALIZADO,TITULO,2010-05-13T18:42:02.275Z,LIC,LICENCIATURA,Benemerita Universidad Autónoma de México,MX,CAMM850006MDFRDX01,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CONSTANCIA,2012-11-12T03:46:46.891Z,MAE,MAESTRÍA,Universidad de Guadalajara,MX,CAMM850006MDFRDX01,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2008-03-22T08:25:02.482Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Ecatepec,MX,CAMM850016MAGLRR07,
SIN_CAMBIOS,Licenciatura en Ciencias de Comunicación,FINALIZADO,TITULO,2010-11-22T17:17:07.220Z,LIC,LICENCIATURA,Universidad Insurgentes,MX,CAMM870108HVZBDR07,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2001-11-14T06:17:27.544Z,LIC,LICENCIATURA,Universidad Iberoamericana,MX,CAMN700315MVZZCM09,
SIN_CAMBIOS,Arte y Diseño,FINALIZADO,CERTIFICADO,2009-11-30T10:05:37.554Z,ESP,ESPECIALIDAD,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CAMN700315MVZZCM09,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2010-07-19T07:19:23.429Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,CAMP890716HSNSLD07,
SIN_CAMBIOS,Licenciatura en Física,FINALIZADO,TITULO,2008-06-19T18:27:30.306Z,LIC,LICENCIATURA,Benemerita Universidad Autónoma de México,MX,CAMS810617HPUSLR02,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2013-04-15T05:47:39.453Z,ESP,ESPECIALIDAD,Universidad de Guadalajara,MX,CAMS810617HPUSLR02,
SIN_CAMBIOS,Licenciatura en Ciencias de Comunicación,FINALIZADO,TITULO,2012-07-30T09:02:36.664Z,LIC,LICENCIATURA,Universidad Tecnológica de Xicotepec de Juárez,MX,CAMT700922MPUMRD07,
SIN_CAMBIOS,Licenciatura en Historia,FINALIZADO,TITULO,2008-03-27T07:19:15.110Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,CAMÁ770305MPURDG05,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2012-02-22T15:01:27.158Z,LIC,LICENCIATURA,Universidad Insurgentes,MX,CANA760526HPURZ 01,
SIN_CAMBIOS,Ingeniería en Telecomunicaciones,FINALIZADO,TITULO,2008-01-17T19:58:22.197Z,LIC,LICENCIATURA,Universidad del Valle de México,MX,CANA820001MDFMRT03,
SIN_CAMBIOS,Ingeniería en Telecomunicaciones,FINALIZADO,TITULO,2009-02-15T22:18:25.364Z,LIC,LICENCIATURA,Universidad Autónoma Metropolitana,MX,CAND810626HPULZR09,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2014-04-16T20:53:29.984Z,MAE,MAESTRÍA,Universidad Autónoma Metropolitana,MX,CAND810626HPULZR09,
SIN_CAMBIOS,Ingeniería Química,FINALIZADO,TITULO,2009-02-28T22:22:44.528Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Ecatepec,MX,CANE820205HSNSRN07,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CONSTANCIA,2012-11-03T23:52:16.310Z,MAE,MAESTRÍA,Universidad Autónoma Metropolitana,MX,CANE820205HSNSRN07,
SIN_CAMBIOS,Licenciatura en Administración de Empresas Turísticas,FINALIZADO,TITULO,2011-02-23T14:34:27.448Z,LIC,LICENCIATURA,Universidad ICEL,MX,CANE891019MSNRJN03,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2011-12-28T17:47:13.992Z,LIC,LICENCIATURA,Universidad Justo Sierra,MX,CANF820527MDFRZL02,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2007-09-07T19:58:30.318Z,LIC,LICENCIATURA,Universidad Tecmilenio,MX,CANL840108MPURGC07,
SIN_CAMBIOS,Licenciatura en Ciencias Políticas,FINALIZADO,TITULO,2002-11-29T20:21:48.842Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,CANM850527HAGRVN09,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CERTIFICADO,2009-02-09T11:34:59.918Z,MAE,MAESTRÍA,Instituto Politécnico Nacional,MX,CANM850527HAGRVN09,
SIN_CAMBIOS,Ciencias Sociales y Humanas,FINALIZADO,CERTIFICADO,2012-05-16T23:46:36.938Z,ESP,ESPECIALIDAD,California Institute of Technology,EX,CANM850527HAGRVN09,
SIN_CAMBIOS,Licenciatura en Física,FINALIZADO,TITULO,2010-04-26T20:36:45.642Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,CANZ860312HPUSVundefined08,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2014-02-22T09:41:48.577Z,MAE,MAESTRÍA,Instituto Politécnico Nacional,MX,CANZ860312HPUSVundefined08,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2001-06-05T06:56:01.994Z,LIC,LICENCIATURA,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CANÁ800326MPUSVG08,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2007-03-12T10:55:04.778Z,MAE,MAESTRÍA,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CANÁ800326MPUSVG08,
SIN_CAMBIOS,Ciencias Sociales y Humanas,FINALIZADO,CERTIFICADO,2013-11-15T13:31:16.906Z,DOC,DOCTORADO,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,CANÁ800326MPUSVG08,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2001-02-11T23:50:35.096Z,LIC,LICENCIATURA,"University of California, Berkeley",EX,CAOB761125MSNBTN01,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CONSTANCIA,2009-01-18T13:56:00.825Z,MAE,MAESTRÍA,Universidad Nacional Autónoma de México,MX,CAOB761125MSNBTN01,
SIN_CAMBIOS,Licenciatura en Administración de las Tecnologías de la Información,FINALIZADO,TITULO,2012-12-06T16:34:46.694Z,LIC,LICENCIATURA,Universidad ICEL,MX,CAOG830426HDFLHB03,
SIN_CAMBIOS,Licenciatura en Ciencias de Comunicación,FINALIZADO,TITULO,2011-09-03T03:32:33.824Z,LIC,LICENCIATURA,Universidad Tecnológica de Xicotepec de Juárez,MX,CAOJ820807HDFMNR03,
SIN_CAMBIOS,Licenciatura en Física,FINALIZADO,TITULO,2007-08-03T23:04:26.346Z,LIC,LICENCIATURA,Benemerita Universidad Autónoma de México,MX,CAOK700609MAGRVM06,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CERTIFICADO,2013-06-06T04:49:21.655Z,ESP,ESPECIALIDAD,Universidad del Valle de México,MX,CAOK700609MAGRVM06,
SIN_CAMBIOS,Licenciatura en Ciencias Políticas,FINALIZADO,TITULO,2003-10-21T13:38:09.260Z,LIC,LICENCIATURA,Universidad Anahuac,EX,CAOM850103HVZSNR04,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2008-02-03T12:08:53.885Z,MAE,MAESTRÍA,California Institute of Technology,EX,CAOM850103HVZSNR04,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2002-03-09T13:54:43.863Z,LIC,LICENCIATURA,Instituto Tecnológico Autónomo de México,MX,CAON720020HSNVNR06,
SIN_CAMBIOS,Ciencias de la Educación,FINALIZADO,CONSTANCIA,2008-11-12T04:30:36.156Z,MAE,MAESTRÍA,Instituto Politécnico Nacional,MX,CAON720020HSNVNR06,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2013-02-01T12:14:13.997Z,ESP,ESPECIALIDAD,"University of California, Berkeley",EX,CAON720020HSNVNR06,
