tipoOperacion,nombre,primerApellido,segundoApellido,fechaNacimiento,extranjero,curp,habitaDomicilioDeclarante,lugarDondeReside,rfc.rfc,rfc.homoClave,parentescoRelacion.clave,parentescoRelacion.valor,actividadLaboral.clave,actividadLaboral.valor,curp_funcionario,rfc,domicilioMexico.calle,domicilioMexico.numeroExterior,domicilioMexico.numeroInterior,domicilioMexico.coloniaLocalidad,domicilioMexico.municipioAlcaldia.clave,domicilioMexico.municipioAlcaldia.valor,domicilioMexico.entidadFederativa.clave,domicilioMexico.entidadFederativa.valor,domicilioMexico.codigoPostal,domicilioExtranjero.calle,domicilioExtranjero.numeroExterior,domicilioExtranjero.numeroInterior,domicilioExtranjero.ciudadLocalidad,domicilioExtranjero.estadoProvincia,domicilioExtranjero.pais,domicilioExtranjero.codigoPostal,actividadLaboralSectorPublico.nivelOrdenGobierno,actividadLaboralSectorPublico.ambitoPublico,actividadLaboralSectorPublico.nombreEntePublico,actividadLaboralSectorPublico.areaAdscripcion,actividadLaboralSectorPublico.empleoCargoComision,actividadLaboralSectorPublico.funcionPrincipal,actividadLaboralSectorPublico.salarioMensualNeto.valor,actividadLaboralSectorPublico.salarioMensualNeto.moneda,actividadLaboralSectorPublico.fechaIngreso,actividadLaboralSectorPrivadoOtro.nombreEmpresaSociedadAsociacion,actividadLaboralSectorPrivadoOtro.rfc,actividadLaboralSectorPrivadoOtro.empleoCargo,actividadLaboralSectorPrivadoOtro.fechaIngreso,actividadLaboralSectorPrivadoOtro.salarioMensualNeto.valor,actividadLaboralSectorPrivadoOtro.salarioMensualNeto.moneda,actividadLaboralSectorPrivadoOtro.proveedorContratistaGobierno,actividadLaboralSectorPrivadoOtro.sector.clave,actividadLaboralSectorPrivadoOtro.sector.valor
SIN_CAMBIOS,Jorge Luis,Estrada,Tijerina,2009-06-22,False,ESTJ20090622HSNTJR08,True,MEXICO,ESTJ20090622,B41,PRI,PRIMO(A),NIN,NINGUNO,ARMM840503MVZMRY04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,María José,Gallegos,Aguayo,2006-07-04,False,GAAM20060704HVZLYR03,True,MEXICO,GAAM20060704,B45,HER,HERMANO(A),NIN,NINGUNO,ARMR750719HSNNYD06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Daniel,Jurado,Miramontes,2007-10-06,False,JUMD20071006HDFRRN09,True,MEXICO,JUMD20071006,D76,PRI,PRIMO(A),NIN,NINGUNO,ARMR750719HSNNYD06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Joaquín,Ferrer,Terrazas,2013-02-01,False,FETJ20130201HVZRRQ09,True,MEXICO,FETJ20130201,A14,HIJ,HIJO(A),NIN,NINGUNO,ARMR750719HSNNYD06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Eloisa,Valencia,Cantú,2005-03-17,False,VACE20050317HVZLNS03,True,MEXICO,VACE20050317,E14,NIN,NINGUNO,NIN,NINGUNO,ARMR860822MDFRRM04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Vanessa,Vergara,Vélez,2007-02-12,False,VEVV20070212HVZRLN09,True,MEXICO,VEVV20070212,B62,NIN,NINGUNO,NIN,NINGUNO,ARNS790718HPUCVL09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Inés,Hernádez,Varela,2012-03-06,False,HEVI20120306HPURRS01,True,MEXICO,HEVI20120306,B41,NIN,NINGUNO,NIN,NINGUNO,ARNS790718HPUCVL09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Kevin,Kamal,Mondragón,2010-03-05,False,KAMK20100305HDFMNV02,True,MEXICO,KAMK20100305,C39,HER,HERMANO(A),NIN,NINGUNO,ARNS790718HPUCVL09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Lorena,Véliz,Santiago,2006-11-22,False,VÉSL20061122HAGLNR05,True,MEXICO,VÉSL20061122,C63,HIJ,HIJO(A),NIN,NINGUNO,ARNX890325HSNVRM02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Naomi,Atencio,Holguín,2013-09-14,False,ATHN20130914MSNNLM05,True,MEXICO,ATHN20130914,B20,NIN,NINGUNO,NIN,NINGUNO,ARNX890325HSNVRM02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Gabriel,Lomeli,Salcedo,2013-09-18,False,LOSG20130918MAGMLB04,True,MEXICO,LOSG20130918,C98,AHI,AHIJADO(A),NIN,NINGUNO,AROA760007HAGMVS05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Conchita,Jaime,Navarro,2010-10-05,False,JANC20101005HVZMVN03,True,MEXICO,JANC20101005,A49,SOB,SOBRINO(A),NIN,NINGUNO,AROA760007HAGMVS05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Damián,Samaniego,Rentería,2012-10-26,False,SARD20121026HAGMNM01,True,MEXICO,SARD20121026,B79,PRI,PRIMO(A),NIN,NINGUNO,AROE801114MDFVRN09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Cristina,Olivo,Martínez,2006-05-23,False,OLMC20060523MAGVRR03,True,MEXICO,OLMC20060523,B98,HER,HERMANO(A),NIN,NINGUNO,AROJ780012HVZNML01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Jacobo,Maya,Kano,2010-02-15,False,MAKJ20100215MSNYNC02,True,MEXICO,MAKJ20100215,B88,HIJ,HIJO(A),NIN,NINGUNO,AROJ780012HVZNML01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Ignacio,Calvillo,Gil,2012-04-19,False,CAGI20120419HPULLN05,True,MEXICO,CAGI20120419,D37,SOB,SOBRINO(A),NIN,NINGUNO,AROL750806HDFLMS08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Raquel,Mireles,Tirado,2009-11-24,False,MITR20091124HAGRRQ04,True,MEXICO,MITR20091124,D92,HER,HERMANO(A),NIN,NINGUNO,AROL750806HDFLMS08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Cristian,Malave,Kanzaki,2013-11-07,False,MAKC20131107HSNLNR08,True,MEXICO,MAKC20131107,C28,HIJ,HIJO(A),NIN,NINGUNO,AROL750806HDFLMS08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Jesús,Balderas,Romo,2005-05-06,False,BARJ20050506MDFLMS09,True,MEXICO,BARJ20050506,E57,HER,HERMANO(A),NIN,NINGUNO,AROR760903MSNRRN06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Ángela,García,Barreto,2007-06-27,False,GABÁ20070627HSNRRG07,True,MEXICO,GABÁ20070627,E98,PRI,PRIMO(A),NIN,NINGUNO,AROR760903MSNRRN06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Manuela,Vega,Patiño,2011-08-25,False,VEPM20110825HPUGTN02,True,MEXICO,VEPM20110825,C66,HER,HERMANO(A),NIN,NINGUNO,ARPA781120HVZRRN03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Estela,Delagarza,Rascón,2010-09-21,False,DERE20100921MDFLST05,True,MEXICO,DERE20100921,C33,HER,HERMANO(A),NIN,NINGUNO,ARPA781120HVZRRN03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,María Cristina,Jáquez,Espino,2012-02-24,False,JÁEM20120224HPUQPR04,True,MEXICO,JÁEM20120224,B24,PRI,PRIMO(A),NIN,NINGUNO,ARPD840725MSNGDG08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Natalia,Prado,Monroy,2005-00-21,False,PRMN20050021HSNRNT06,True,MEXICO,PRMN20050021,C50,HIJ,HIJO(A),NIN,NINGUNO,ARPE890424MAGNRZ08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Aarón,Lozada,Quiñónez,2010-10-09,False,LOQA20101009MAGZÑN03,True,MEXICO,LOQA20101009,D92,PRI,PRIMO(A),NIN,NINGUNO,ARPE890424MAGNRZ08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,José Luis,Uribe,Mercado,2013-09-01,False,URMJ20130901MAGBRS03,True,MEXICO,URMJ20130901,D85,HIJ,HIJO(A),NIN,NINGUNO,ARPL720916MAGRZL04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,María Guadalupe,Sanabria,Rojo,2009-05-12,False,SARM20090512HAGNJR04,True,MEXICO,SARM20090512,A82,PRI,PRIMO(A),NIN,NINGUNO,ARPL760220MDFVZS07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Adriana,Rojas,Rael,2011-10-25,False,RORA20111025MPUJLR06,True,MEXICO,RORA20111025,E57,NIN,NINGUNO,NIN,NINGUNO,ARPL760220MDFVZS07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Agustín,Gil,Melgar,2008-03-05,False,GIMA20080305HDFLLS07,True,MEXICO,GIMA20080305,C79,HER,HERMANO(A),NIN,NINGUNO,ARPL760220MDFVZS07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Luis Gabino,Xicoy,Karan,2006-06-25,False,XIKL20060625HSNCRS06,True,MEXICO,XIKL20060625,B76,AHI,AHIJADO(A),NIN,NINGUNO,ARPM790309MSNRNR08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Sara,Camarillo,Quiñones,2007-02-09,False,CAQS20070209MSNMÑR04,True,MEXICO,CAQS20070209,A14,SOB,SOBRINO(A),NIN,NINGUNO,ARPM790309MSNRNR08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Sonia,Koenig,Mota,2010-08-14,False,KOMS20100814MAGNTN08,True,MEXICO,KOMS20100814,A54,HIJ,HIJO(A),NIN,NINGUNO,ARPM790309MSNRNR08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Marcos,Koenig,Quiñones,2009-02-06,False,KOQM20090206HPUNÑR03,True,MEXICO,KOQM20090206,E28,PRI,PRIMO(A),NIN,NINGUNO,ARPR780115HPUÑSB07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Magdalena,Pelayo,Lira,2008-09-25,False,PELM20080925HSNLRG01,True,MEXICO,PELM20080925,C57,SOB,SOBRINO(A),NIN,NINGUNO,ARPR840202MAGRZF05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Victoria,Jaime,Sosa,2007-05-01,False,JASV20070501HSNMSC04,True,MEXICO,JASV20070501,D66,NIN,NINGUNO,NIN,NINGUNO,ARPR840202MAGRZF05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Alejandro,Kanea,Fierro,2005-07-23,False,KAFA20050723HSNNRJ08,True,MEXICO,KAFA20050723,B45,HER,HERMANO(A),NIN,NINGUNO,ARPR840202MAGRZF05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Liliana,Cortés,Santiago,2012-03-08,False,COSL20120308HPURNL09,True,MEXICO,COSL20120308,C74,AHI,AHIJADO(A),NIN,NINGUNO,ARPT780817MSNRCR02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Mayte,Puente,Karem,2006-07-18,False,PUKM20060718HDFNRY05,True,MEXICO,PUKM20060718,E88,HIJ,HIJO(A),NIN,NINGUNO,ARPV801005MDFRTL03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Camila,Badillo,Peres,2010-04-12,False,BAPC20100412HSNDRM06,True,MEXICO,BAPC20100412,E16,AHI,AHIJADO(A),NIN,NINGUNO,ARPÁ820504HDFTDG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Martín,Crespo,Vázquez,2013-08-15,False,CRVM20130815MDFRZR08,True,MEXICO,CRVM20130815,D63,PRI,PRIMO(A),NIN,NINGUNO,ARPÁ890005HVZTRG07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Vanessa,Sotelo,Cardenas,2011-02-22,False,SOCV20110222HDFTRN05,True,MEXICO,SOCV20110222,A21,AHI,AHIJADO(A),NIN,NINGUNO,ARPÁ890005HVZTRG07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Mateo,Zamarreno,Sanabria,2009-04-14,False,ZASM20090414MSNMNT01,True,MEXICO,ZASM20090414,B22,NIN,NINGUNO,NIN,NINGUNO,ARQA700807HVZSNN03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Daniela,Matos,Garibay,2008-02-11,False,MAGD20080211MVZTRN03,True,MEXICO,MAGD20080211,C51,HER,HERMANO(A),NIN,NINGUNO,ARQM730908HPUÑNR09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Marisol,Puente,Gallegos,2013-04-04,False,PUGM20130404HPUNLR08,True,MEXICO,PUGM20130404,E17,HIJ,HIJO(A),NIN,NINGUNO,ARQM730908HPUÑNR09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Soledad,Carrera,Leiva,2009-04-16,False,CALS20090416MSNRVL08,True,MEXICO,CALS20090416,D64,HER,HERMANO(A),NIN,NINGUNO,ARQM730908HPUÑNR09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Jose Daniel,Arteaga,León,2010-11-14,False,ARLJ20101114MVZTNS05,True,MEXICO,ARLJ20101114,A32,NIN,NINGUNO,NIN,NINGUNO,ARQR831119HPUSNM09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,César,Grijalva,Quintero de la cruz,2011-08-17,False,GRQC20110817MDFRNS03,True,MEXICO,GRQC20110817,C71,NIN,NINGUNO,NIN,NINGUNO,ARQR831119HPUSNM09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Caridad,Galarza,Barela,2009-03-10,False,GABC20090310HSNLRR07,True,MEXICO,GABC20090310,A77,PRI,PRIMO(A),NIN,NINGUNO,ARQV721006MPUMÑC05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Marisol,Curiel,Rodrígez,2013-01-09,False,CURM20130109HSNRDR02,True,MEXICO,CURM20130109,D40,HER,HERMANO(A),NIN,NINGUNO,ARRA710923MVZRML09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Erick,Villarreal,Guerrero,2012-05-17,False,VIGE20120517MDFLRC02,True,MEXICO,VIGE20120517,E45,AHI,AHIJADO(A),NIN,NINGUNO,ARRA710923MVZRML09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Alejandra,Reynoso,Alba,2008-00-18,False,REAA20080018MDFYBJ05,True,MEXICO,REAA20080018,C55,AHI,AHIJADO(A),NIN,NINGUNO,ARRA710923MVZRML09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Dolores,Huixtlacatl,Enríquez,2012-11-14,False,HUED20121114HAGXRL06,True,MEXICO,HUED20121114,C30,NIN,NINGUNO,NIN,NINGUNO,ARRA720119MSNMMundefined08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Arturo,Lemus,Ibarra,2005-04-20,False,LEIA20050420MPUMRT02,True,MEXICO,LEIA20050420,E16,HIJ,HIJO(A),NIN,NINGUNO,ARRA720119MSNMMundefined08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Ana María,Rosado,Briseño,2008-08-20,False,ROBA20080820MPUSR 08,True,MEXICO,ROBA20080820,C19,AHI,AHIJADO(A),NIN,NINGUNO,ARRE810324HAGTSundefined02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Uriel,Cano,Korta hernandez,2010-03-13,False,CAKU20100313MVZNRL03,True,MEXICO,CAKU20100313,E61,SOB,SOBRINO(A),NIN,NINGUNO,ARRH720102HPUTSR07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Guillermina,Aranda,Covarrubias,2007-01-10,False,ARCG20070110MSNNVL05,True,MEXICO,ARCG20070110,C68,SOB,SOBRINO(A),NIN,NINGUNO,ARRH720102HPUTSR07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Francisca,Kanaria,Ozuna,2010-06-21,False,KAOF20100621HDFNNR06,True,MEXICO,KAOF20100621,A39,NIN,NINGUNO,NIN,NINGUNO,ARRH720102HPUTSR07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Andrés,Rolón,Hernández,2009-03-21,False,ROHA20090321HAGLRD01,True,MEXICO,ROHA20090321,C97,NIN,NINGUNO,NIN,NINGUNO,ARRI750307MSNVBR05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Juan Pablo,Esquivel,Paz,2012-09-19,False,ESPJ20120919HAGQZN05,True,MEXICO,ESPJ20120919,C91,NIN,NINGUNO,NIN,NINGUNO,ARRJ780908HDFNCS01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Lizbeth,Raya,Fierro,2008-00-12,False,RAFL20080012MDFYRZ08,True,MEXICO,RAFL20080012,A51,HER,HERMANO(A),NIN,NINGUNO,ARRJ780908HDFNCS01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Barbara,Quiros,Banda,2005-06-13,False,QUBB20050613HDFRNR07,True,MEXICO,QUBB20050613,B43,SOB,SOBRINO(A),NIN,NINGUNO,ARRJ840316MDFRNN09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Margarita,Alarcón,Pichardo,2005-09-21,False,ALPM20050921MAGRCR03,True,MEXICO,ALPM20050921,D60,PRI,PRIMO(A),NIN,NINGUNO,ARRJ840316MDFRNN09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Erick,Holguín,Saavedra,2011-07-07,False,HOSE20110707HAGLVC09,True,MEXICO,HOSE20110707,D41,NIN,NINGUNO,NIN,NINGUNO,ARRM710523HDFNLG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Jimena,Alva,Olivo,2007-08-05,False,ALOJ20070805HVZVVM07,True,MEXICO,ALOJ20070805,C58,NIN,NINGUNO,NIN,NINGUNO,ARRM720122HSNTMR04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Luis Fernando,Delao,Sosa,2011-05-16,False,DESL20110516MPULSS06,True,MEXICO,DESL20110516,C87,HIJ,HIJO(A),NIN,NINGUNO,ARSB850303MPURLR02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,María Guadalupe,Carrion,Orozco,2013-09-02,False,CAOM20130902HAGRZR03,True,MEXICO,CAOM20130902,C20,HER,HERMANO(A),NIN,NINGUNO,ARSB850303MPURLR02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Lizbeth,Esparza,Nieto,2006-05-02,False,ESNL20060502MAGPTZ08,True,MEXICO,ESNL20060502,D84,AHI,AHIJADO(A),NIN,NINGUNO,ARSD880308MPUTSB06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,María Elena,Gaona,Lucero,2007-00-27,False,GALM20070027MVZNCR04,True,MEXICO,GALM20070027,D79,SOB,SOBRINO(A),NIN,NINGUNO,ARSD880308MPUTSB06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Luz,Zúñiga,Suárez,2006-06-18,False,ZÚSL20060618MVZÑRZ09,True,MEXICO,ZÚSL20060618,B92,HER,HERMANO(A),NIN,NINGUNO,ARSE770412MPULRL05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Julia,Olivas,Delarosa,2007-01-25,False,OLDJ20070125HSNVLL08,True,MEXICO,OLDJ20070125,B12,SOB,SOBRINO(A),NIN,NINGUNO,ARSF701020MDFLNR08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Alejandra,Montez,Pedroza,2010-02-14,False,MOPA20100214HPUNDJ03,True,MEXICO,MOPA20100214,A56,SOB,SOBRINO(A),NIN,NINGUNO,ARSJ880908HAGMLN08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Eloisa,Téllez,Viera,2006-05-15,False,TÉVE20060515MAGLRS03,True,MEXICO,TÉVE20060515,A37,PRI,PRIMO(A),NIN,NINGUNO,ARSJ880908HAGMLN08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Sebastian,Viera,Orozco,2007-03-08,False,VIOS20070308HPURZB02,True,MEXICO,VIOS20070308,D78,SOB,SOBRINO(A),NIN,NINGUNO,ARSR741024HPURNB04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Julio,Cepeda,Armendáriz,2006-05-25,False,CEAJ20060525MDFPML08,True,MEXICO,CEAJ20060525,A92,HIJ,HIJO(A),NIN,NINGUNO,ARSZ771113HSNNRundefined06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Caridad,Ayala,Gil,2013-10-06,False,AYGC20131006MSNLLR05,True,MEXICO,AYGC20131006,C54,SOB,SOBRINO(A),NIN,NINGUNO,ARSZ771113HSNNRundefined06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Mateo,Alba,Loera,2013-08-25,False,ALLM20130825MSNBRT03,True,MEXICO,ALLM20130825,A18,AHI,AHIJADO(A),NIN,NINGUNO,ARTC790212MDFVRN04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Concepción,Tirado,Menchaca,2012-04-11,False,TIMC20120411HPURNN05,True,MEXICO,TIMC20120411,A47,HER,HERMANO(A),NIN,NINGUNO,ARTE740722MDFLRL05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Hernán,Gómez,Gamboa,2007-00-08,False,GÓGH20070008MSNMMR06,True,MEXICO,GÓGH20070008,E92,AHI,AHIJADO(A),NIN,NINGUNO,ARTE740722MDFLRL05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Enrique,Ojeda,Alcaraz,2005-11-20,False,OJAE20051120MSNDCR04,True,MEXICO,OJAE20051120,D25,AHI,AHIJADO(A),NIN,NINGUNO,ARTE761105HVZMLL08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Jennifer,Mata,Corral,2006-05-21,False,MACJ20060521HVZTRN01,True,MEXICO,MACJ20060521,E78,SOB,SOBRINO(A),NIN,NINGUNO,ARTE761105HVZMLL08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Ángel Gabriel,Girón,Samaniego,2009-00-15,False,GISÁ20090015HAGRMG04,True,MEXICO,GISÁ20090015,E77,HIJ,HIJO(A),NIN,NINGUNO,ARTE761105HVZMLL08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Julio César,Salcido,Cepeda,2005-10-24,False,SACJ20051024HAGLPL05,True,MEXICO,SACJ20051024,D76,SOB,SOBRINO(A),NIN,NINGUNO,ARTJ800821MAGLJS07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Elena,Lebrón,Ramón,2008-04-16,False,LERE20080416HPUBMN07,True,MEXICO,LERE20080416,B75,HER,HERMANO(A),NIN,NINGUNO,ARTJ800821MAGLJS07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Rosa María,Villareal,Muñiz,2012-03-11,False,VIMR20120311MDFLÑS09,True,MEXICO,VIMR20120311,E84,PRI,PRIMO(A),NIN,NINGUNO,ARTM740414HDFNJR02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Luis Ángel,Noriega,Flores,2007-08-19,False,NOFL20070819MSNRLS07,True,MEXICO,NOFL20070819,A57,SOB,SOBRINO(A),NIN,NINGUNO,ARTM740414HDFNJR02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Erick,Crespo,Barela,2013-08-26,False,CRBE20130826HPURRC09,True,MEXICO,CRBE20130826,A22,NIN,NINGUNO,NIN,NINGUNO,ARTM740414HDFNJR02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Sonia,Arteaga,Vaca,2011-01-16,False,ARVS20110116HAGTCN09,True,MEXICO,ARVS20110116,B98,SOB,SOBRINO(A),NIN,NINGUNO,ARVA820721HPURLJ01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Alexander,Tovar,Gollum,2007-00-10,False,TOGA20070010MDFVLX06,True,MEXICO,TOGA20070010,D76,PRI,PRIMO(A),NIN,NINGUNO,ARVC770102HVZVLR04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,José Miguel,Botello,Gil,2012-06-13,False,BOGJ20120613HVZTLS02,True,MEXICO,BOGJ20120613,A83,AHI,AHIJADO(A),NIN,NINGUNO,ARVC770102HVZVLR04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Ivanna,Peña,Negrón,2007-07-21,False,PENI20070721HSNÑGN07,True,MEXICO,PENI20070721,E66,HER,HERMANO(A),NIN,NINGUNO,ARVC770102HVZVLR04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Ana María,Vanegas,Mora,2008-10-04,False,VAMA20081004HSNNR 02,True,MEXICO,VAMA20081004,C39,HIJ,HIJO(A),NIN,NINGUNO,ARVD740824MSNTSG09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
