tipoOperacion,marca,modelo,anio,numeroSerieRegistro,tipoVehiculo.clave,tipoVehiculo.valor,titularBien.clave,titularBien.valor,valorAdquisicion.valor,valorAdquisicion.moneda,curp_funcionario,titular,transmisor,tercero,formaPago,fechaAdquisicion,lugarRegistro.pais,lugarRegistro.entidadFederativa.clave,lugarRegistro.entidadFederativa.valor,formaAdquisicion.clave,formaAdquisicion.valor,motivoBaja.clave,motivoBaja.valor
BAJA,amc,rebel sst,1970,373ab4c9-db67-45ce-8a4b-aa24a9efce47,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,304756.0,MXN,BOBJ821108HAGRRL08,,,,,,,,,,,,
BAJA,plymouth,champ,1982,33506fa9-e3e1-46d5-973f-099c129b1d5b,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,75579.0,MXN,BOBJ821108HAGRRL08,,,,,,,,,,,,
BAJA,ford,maverick,1970,d2ae0eed-2da4-47a5-957d-ee85a7d376df,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,235853.0,MXN,BOBJ821108HAGRRL08,,,,,,,,,,,,
AGREGAR,plymouth,horizon 4,1982,cd8ea0f0-378f-4758-8180-012e80d5e6d5,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,205610.0,MXN,BOBJ821108HAGRRL08,,,,,,,,,,,,
BAJA,maxda,glc deluxe,2002,d2d53e1e-eaf7-4acf-b8b9-aa716ba73b2e,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,432493.0,MXN,BOBM740027MSNNDR07,,,,,,,,,,,,
BAJA,amc,matador (sw),2013,fac216a8-4b86-4002-8836-ce74aa9319ac,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,486160.0,MXN,BOBM740027MSNNDR07,,,,,,,,,,,,
BAJA,ford,mustang gl,2007,acb4a4ea-6efe-4219-99ec-0071564c8592,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,539869.0,MXN,BOBM740027MSNNDR07,,,,,,,,,,,,
BAJA,volvo,diesel,2000,f0861c04-ee3b-465e-a1a5-9828741b36fd,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,366226.0,MXN,BOBM740027MSNNDR07,,,,,,,,,,,,
BAJA,chrysler,cordoba,2005,7cdf6b32-3710-4098-bf6f-709414adf571,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,523076.0,MXN,BOBM740027MSNNDR07,,,,,,,,,,,,
BAJA,volkswagen,rabbit l,2010,434cc8d1-aeec-4afd-96e2-bf74c4c629f4,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,456542.0,MXN,BOBM740027MSNNDR07,,,,,,,,,,,,
SIN_CAMBIOS,dodge,diplomat,2003,d4407f67-ab9d-468a-9b4e-d407d5572287,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,497287.0,MXN,BOBM740027MSNNDR07,,,,,,,,,,,,
BAJA,chevrolet,nova custom,2009,d3b8aead-a849-4d69-8db4-e3b725c9cd32,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,593914.0,MXN,BODA700121MPURLT02,,,,,,,,,,,,
SIN_CAMBIOS,chevrolet,chevette,2004,dfb3aa40-55c6-4f1c-bd56-385a9392ef8a,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,303273.0,MXN,BODA700121MPURLT02,,,,,,,,,,,,
BAJA,vw,dasher (diesel),1980,58d7205c-e031-4055-97d0-7572ff5f4ac0,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,273732.0,MXN,BODA820002HSNRL 06,,,,,,,,,,,,
BAJA,ford,thunderbird,1977,c78e4ff8-cae0-4a31-9d5b-887652bf151a,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,168032.0,MXN,BODA820002HSNRL 06,,,,,,,,,,,,
SIN_CAMBIOS,plymouth,duster,1973,6565ed01-359b-4596-b09c-a87dea7aa1bb,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,175621.0,MXN,BODA820002HSNRL 06,,,,,,,,,,,,
BAJA,amc,hornet,2011,71356930-1ae6-4bf7-a097-d6e9dfa1b898,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,458313.0,MXN,BOGV730408HDFNDC06,,,,,,,,,,,,
BAJA,Tesla,S,2014,312a2eb1-09eb-4c93-95b9-aec086b6f0ea,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,3100000.0,MXN,BOGV730408HDFNDC06,,,,,,,,,,,,
BAJA,datsun,280-zx,2014,b6ad1ce2-6164-470d-b60b-947602a7ff43,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,635138.0,MXN,BOGV730408HDFNDC06,,,,,,,,,,,,
SIN_CAMBIOS,Tesla,S,2013,fde583c1-e8b9-4fff-8850-a32ecf7beb70,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,582739.0,MXN,BOGV730408HDFNDC06,,,,,,,,,,,,
SIN_CAMBIOS,BMW,Z4,2015,c8d62dd8-c91c-4b9d-9806-bd0713e5c81f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,598121.0,MXN,BOGV730408HDFNDC06,,,,,,,,,,,,
AGREGAR,ford,escort 4w,2013,755e0d39-a076-4812-918a-a75ebd08d66f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,472623.0,MXN,BOGV730408HDFNDC06,,,,,,,,,,,,
BAJA,datsun,610,1973,377e0c06-9021-467f-b5f0-c5b7ce0c07ce,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,121780.0,MXN,BOIR740724HAGNRB06,,,,,,,,,,,,
BAJA,vw,rabbit,1980,0c8c04ce-dacf-4ada-957f-ec90bd05f04e,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,318067.0,MXN,BOIR740724HAGNRB06,,,,,,,,,,,,
BAJA,toyota,corona,1975,21ddcb8c-d3d6-4dc7-9cd0-01c2ef8d4ae1,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,69791.0,MXN,BOIR740724HAGNRB06,,,,,,,,,,,,
SIN_CAMBIOS,fiat,strada custom,1979,4923d810-7e9d-4c3a-862b-a1e503bfc411,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,49794.0,MXN,BOIR740724HAGNRB06,,,,,,,,,,,,
BAJA,toyota,corolla tercel,1980,4ce90da2-1c52-42ae-bd5c-5f14d3b95dd8,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,166618.0,MXN,BOJB821026HPUTMN06,,,,,,,,,,,,
BAJA,datsun,pl510,1970,df8d9a7b-79f2-49f2-bfbe-857468e77e12,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,83778.0,MXN,BOJB821026HPUTMN06,,,,,,,,,,,,
SIN_CAMBIOS,plymouth,satellite custom,1971,eed999eb-812b-452c-9bc3-65c56915a449,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,194145.0,MXN,BOJB821026HPUTMN06,,,,,,,,,,,,
BAJA,chevrolet,vega,1973,16dc3a96-b696-48b1-b89f-9ae56f42501f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,169474.0,MXN,BOJV730803HVZNRC09,,,,,,,,,,,,
BAJA,datsun,210,1979,f40ca1f7-e4ba-49e3-bc52-e63592e28185,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,36662.0,MXN,BOJV730803HVZNRC09,,,,,,,,,,,,
AGREGAR,pontiac,astro,1975,6629fa65-15cb-4e26-991b-1330fd3fd940,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,75320.0,MXN,BOJV730803HVZNRC09,,,,,,,,,,,,
BAJA,datsun,710,2015,01fcb99a-2258-4011-9463-6931979768a2,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,411745.0,MXN,BOKI850303HVZNRB03,,,,,,,,,,,,
BAJA,Audi,Q8,2011,61b802bb-b757-4ec5-aaa9-2dfc41d0652f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,1700000.0,MXN,BOKI850303HVZNRB03,,,,,,,,,,,,
BAJA,mercury,monarch ghia,2015,f5cab11f-47d3-4b84-a306-47c2dde8d05f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,583114.0,MXN,BOKI850303HVZNRB03,,,,,,,,,,,,
SIN_CAMBIOS,renault,12tl,2012,409f7a67-2aa2-4b88-b717-58813c25bea0,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,497428.0,MXN,BOKI850303HVZNRB03,,,,,,,,,,,,
SIN_CAMBIOS,Jaguar,F-Type,2010,298f957d-4a27-453c-823a-98a33b22a136,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,542401.0,MXN,BOKI850303HVZNRB03,,,,,,,,,,,,
AGREGAR,dodge,coronet brougham,2015,81f18eea-4c26-45ad-9d4a-1bf43f2a6ed4,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,397339.0,MXN,BOKI850303HVZNRB03,,,,,,,,,,,,
BAJA,oldsmobile,cutlass salon brougham,2014,dd92d085-207b-4ec3-9bc5-2877874f4aea,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,427921.0,MXN,BOLK820110MAGRRM03,,,,,,,,,,,,
BAJA,Audi,Q8,2011,033b57b3-f273-4d5b-a2ae-448d12addc6c,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,1700000.0,MXN,BOLK820110MAGRRM03,,,,,,,,,,,,
SIN_CAMBIOS,pontiac,ventura sj,2015,6e5a729c-dc27-4c3e-848a-e78bf89b99a4,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,380711.0,MXN,BOLK820110MAGRRM03,,,,,,,,,,,,
SIN_CAMBIOS,plymouth,duster,2016,2d3fe738-ae14-4429-9986-f3c4b8818709,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,594038.0,MXN,BOLK820110MAGRRM03,,,,,,,,,,,,
AGREGAR,ford,pinto (sw),2013,94417a2b-62ca-4796-a9b4-2747f0448980,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,419812.0,MXN,BOLK820110MAGRRM03,,,,,,,,,,,,
BAJA,plymouth,champ,2015,a8b5f4da-2b01-461b-b09d-811e5a5082d5,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,515246.0,MXN,BOME890921HSNNDT09,,,,,,,,,,,,
BAJA,Tesla,S,2014,f1db50d8-9db1-4ab8-87d4-181d993fa0f5,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,3100000.0,MXN,BOME890921HSNNDT09,,,,,,,,,,,,
SIN_CAMBIOS,datsun,pl510,2012,121bb573-7a99-48c3-9f8f-91052c2585aa,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,743965.0,MXN,BOME890921HSNNDT09,,,,,,,,,,,,
SIN_CAMBIOS,Mercedes Benz,AMG G,2011,289a78ff-421c-4e45-a408-2adf21f8e101,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,624897.0,MXN,BOME890921HSNNDT09,,,,,,,,,,,,
SIN_CAMBIOS,Lamborgini,Urus,2015,cf4f6596-251b-416b-9b15-e921e059bfa8,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,786189.0,MXN,BOME890921HSNNDT09,,,,,,,,,,,,
BAJA,dodge,coronet custom (sw),2016,816790fd-fb8b-4147-bc04-0be0290abd0a,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,680176.0,MXN,BOMM700219HAGTTN03,,,,,,,,,,,,
BAJA,Jaguar,F-Type,2012,23699989-d3e4-4a94-b2c0-5a942c1536b5,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,2000000.0,MXN,BOMM700219HAGTTN03,,,,,,,,,,,,
BAJA,mercedes-benz,280s,2013,f433e397-c9f7-434b-ab8e-b871d7a75bfc,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,744235.0,MXN,BOMM700219HAGTTN03,,,,,,,,,,,,
BAJA,vw,rabbit custom,2010,5a092863-8af9-4893-9e25-e0717223a472,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,776081.0,MXN,BOMM700219HAGTTN03,,,,,,,,,,,,
BAJA,Lamborgini,Urus,2010,d500919f-24ce-4808-ad1b-ecd1ac9eae5c,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,658596.0,MXN,BOMM700219HAGTTN03,,,,,,,,,,,,
SIN_CAMBIOS,chevrolet,vega,2013,2eb49743-f69a-42c7-a94d-3c9a1a94bf41,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,654371.0,MXN,BOMM700219HAGTTN03,,,,,,,,,,,,
SIN_CAMBIOS,Mercedes Benz,AMG G,2012,bf0f79af-379e-452f-8a1d-16cc0878124f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,608595.0,MXN,BOMM700219HAGTTN03,,,,,,,,,,,,
AGREGAR,Jaguar,F-Type,2011,c7ef1bd6-cb35-410f-8c4e-24538e17c7a3,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,456667.0,MXN,BOMM700219HAGTTN03,,,,,,,,,,,,
BAJA,volkswagen,411 (sw),2001,d16093f1-df32-4fbc-a51b-d39e6084dea9,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,515416.0,MXN,BONM760516MDFTRR06,,,,,,,,,,,,
BAJA,plymouth,duster,2016,b6858b34-a7ff-4ad5-b2fa-11b8460ffeea,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,305977.0,MXN,BONM760516MDFTRR06,,,,,,,,,,,,
AGREGAR,honda,Accelerationord,2003,ac1d98dd-e59b-488c-8a66-5489abfd2df8,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,591957.0,MXN,BONM760516MDFTRR06,,,,,,,,,,,,
BAJA,plymouth,custom suburb,2001,89c393df-c168-49d0-9a58-9efd6a7e8318,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,584471.0,MXN,BORI710917MPUNYR02,,,,,,,,,,,,
BAJA,chevrolet,caprice classic,2005,2ceba398-a668-40c6-b5cd-9da58dcf428c,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,384370.0,MXN,BORI710917MPUNYR02,,,,,,,,,,,,
AGREGAR,subaru,,2006,8307f5e4-03d0-4d43-9010-e375e6d88e32,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,483094.0,MXN,BORI710917MPUNYR02,,,,,,,,,,,,
BAJA,ford,galaxie 500,2005,00674830-cdcf-448f-8548-3b5fa1b2e45b,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,452300.0,MXN,BOZG810910MVZTYR02,,,,,,,,,,,,
BAJA,toyota,mark ii,2005,815c370b-ac6d-42f7-8caf-ae4e6a94bc90,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,319317.0,MXN,BOZG810910MVZTYR02,,,,,,,,,,,,
BAJA,mazda,626,2015,789918d3-2129-43cf-b756-cdd5cf196d2c,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,323125.0,MXN,BOZG810910MVZTYR02,,,,,,,,,,,,
SIN_CAMBIOS,chevrolet,citation,2009,a5c695f4-ea9d-409d-b32d-f1a1908235c2,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,441944.0,MXN,BOZG810910MVZTYR02,,,,,,,,,,,,
BAJA,amc,hornet sportabout (sw),2008,12037e6e-0f77-4a6b-b8a0-22f0e97af40f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,461028.0,MXN,BRAG730203HVZRNR04,,,,,,,,,,,,
BAJA,amc,ambassador brougham,2013,b3310870-ace5-4174-a4ce-28579eebef8b,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,378125.0,MXN,BRAG730203HVZRNR04,,,,,,,,,,,,
BAJA,nissan,stanza xe,2002,7483ff8d-3a17-41ea-8c95-f90939f4bbaa,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,582459.0,MXN,BRAG730203HVZRNR04,,,,,,,,,,,,
BAJA,nissan,stanza xe,2010,406b26ce-f099-43a6-8603-94a085117f95,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,410526.0,MXN,BRAG730203HVZRNR04,,,,,,,,,,,,
BAJA,ford,gran torino,2004,8f9f2c1e-6d1f-4392-afa7-d1998bae373a,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,441306.0,MXN,BRAG730203HVZRNR04,,,,,,,,,,,,
AGREGAR,amc,spirit dl,2005,085b711b-a2da-4c69-90c5-d7372b6a23e2,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,543001.0,MXN,BRAG730203HVZRNR04,,,,,,,,,,,,
BAJA,ford,fairmont (auto),2009,a5d0e109-d4ed-471b-824d-156c56e4046d,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,446433.0,MXN,BRAM880908HDFRÑR02,,,,,,,,,,,,
BAJA,chrysler,lebaron town @ country (sw),2001,cae51bb4-9d97-4480-95e6-813e36bda0ac,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,548247.0,MXN,BRAM880908HDFRÑR02,,,,,,,,,,,,
SIN_CAMBIOS,peugeot,505s turbo diesel,2007,6cff9945-268a-4993-ad0f-d9ef9c4f9840,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,569664.0,MXN,BRAM880908HDFRÑR02,,,,,,,,,,,,
BAJA,ford,granada ghia,1976,5c8d5c85-9c5d-4f13-ba86-f6c1ad3ed930,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,301677.0,MXN,BRAV731118HSNRNL08,,,,,,,,,,,,
BAJA,pontiac,grand prix,1973,58016c25-252e-4c5e-84f2-a013e4d82129,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,97641.0,MXN,BRAV731118HSNRNL08,,,,,,,,,,,,
BAJA,datsun,310,1980,f2286080-c29c-4bd1-bbdf-724491c9cba2,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,255325.0,MXN,BRAV731118HSNRNL08,,,,,,,,,,,,
AGREGAR,toyota,cressida,1982,521b3e63-9adf-48a0-a6e8-60579ec00809,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,212000.0,MXN,BRAV731118HSNRNL08,,,,,,,,,,,,
BAJA,amc,hornet,1970,2aff7d8a-47e1-4444-8547-0e99764f281e,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,319070.0,MXN,BRBG800426MVZRRL01,,,,,,,,,,,,
BAJA,chevrolet,cavalier,1982,0013136e-d38a-4d92-a641-bf94531371d3,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,204994.0,MXN,BRBG800426MVZRRL01,,,,,,,,,,,,
BAJA,renault,12tl,1976,bb3fc618-8a7b-4ea5-bb79-1b3cea6b4bc6,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,311087.0,MXN,BRBG800426MVZRRL01,,,,,,,,,,,,
BAJA,chevrolet,malibu,1973,5d499281-f0b6-47fc-8d02-267aead8fa08,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,217354.0,MXN,BRBG800426MVZRRL01,,,,,,,,,,,,
BAJA,ford,galaxie 500,1971,db9000a4-d999-4acb-9d54-122d4829bab9,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,189504.0,MXN,BRBG800426MVZRRL01,,,,,,,,,,,,
AGREGAR,plymouth,horizon,1979,c4e35a84-a54e-458d-b866-ecc77392ba60,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,92889.0,MXN,BRBG800426MVZRRL01,,,,,,,,,,,,
BAJA,vw,rabbit c (diesel),1980,06cb3e25-c0a8-4599-9892-a289fde87f33,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,65810.0,MXN,BRCA750011HDFRLX04,,,,,,,,,,,,
BAJA,ford,pinto,1975,c01b4af7-6009-41c9-a284-e806c1f9f612,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,237113.0,MXN,BRCA750011HDFRLX04,,,,,,,,,,,,
SIN_CAMBIOS,chrysler,lebaron medallion,1982,489c817e-cd1b-491c-a381-9d035c7a2e0d,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,240934.0,MXN,BRCA750011HDFRLX04,,,,,,,,,,,,
BAJA,plymouth,volare custom,1977,d6b5b247-7538-4ae1-be29-360530e1e6f0,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,210480.0,MXN,BRCO731027MPURJV07,,,,,,,,,,,,
BAJA,amc,hornet,1976,28ffb95a-0193-40b5-bd09-89ac6095b9f1,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,148626.0,MXN,BRCO731027MPURJV07,,,,,,,,,,,,
BAJA,plymouth,valiant,1973,0c9d89fb-3aed-4e23-8d2c-58749e00aee0,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,246489.0,MXN,BRCO731027MPURJV07,,,,,,,,,,,,
BAJA,peugeot,604sl,1978,e215069e-8eea-45fe-b9b1-a19481fadfc7,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,338382.0,MXN,BRCO731027MPURJV07,,,,,,,,,,,,
SIN_CAMBIOS,plymouth,fury iii,1972,9490044c-5a53-464b-bbdb-cc5ba121cb57,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,50338.0,MXN,BRCO731027MPURJV07,,,,,,,,,,,,
BAJA,chevrolet,vega,2001,22a1c00e-86d7-4c0e-b5f1-2e29bf725127,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,401284.0,MXN,BRCP800112MAGRSL06,,,,,,,,,,,,
BAJA,vw,rabbit,2016,e68c1a40-90c5-4495-96cb-23fc9ceab6f0,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,350201.0,MXN,BRCP800112MAGRSL06,,,,,,,,,,,,
BAJA,volkswagen,411 (sw),2014,12696a4a-67e4-4a88-908c-66a15a9ca8d3,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,429921.0,MXN,BRCP800112MAGRSL06,,,,,,,,,,,,
BAJA,audi,100 ls,2008,7c4c75dc-1228-402f-8548-fbefbe276697,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,382524.0,MXN,BRCP800112MAGRSL06,,,,,,,,,,,,
AGREGAR,toyota,corolla 1600 (sw),2003,988850a2-056a-43a5-9a62-79393dbc82f6,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,301381.0,MXN,BRCP800112MAGRSL06,,,,,,,,,,,,
BAJA,chevrolet,chevette,1978,df7c5354-eb9c-4435-9e72-b47b5df0fa8d,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,54012.0,MXN,BREA740914MAGRPT04,,,,,,,,,,,,
BAJA,amc,spirit dl,1979,ea42d0de-88a1-495c-be24-c102302c7f34,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,283802.0,MXN,BREA740914MAGRPT04,,,,,,,,,,,,
BAJA,plymouth,reliant,1982,cabba934-052b-41c1-8d6c-395ab10d98e0,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,139241.0,MXN,BREA740914MAGRPT04,,,,,,,,,,,,
BAJA,volkswagen,rabbit,1975,91198078-c949-4b6c-aa6f-1aab6ef3bde7,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,155248.0,MXN,BREA740914MAGRPT04,,,,,,,,,,,,
AGREGAR,ford,mustang ii,1975,0ecf6cbd-833c-4d34-b340-5c0a02ef42ac,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,230519.0,MXN,BREA740914MAGRPT04,,,,,,,,,,,,
BAJA,dodge,monaco brougham,2007,ad9221fa-ce28-43ee-ba93-a345371016e1,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,501159.0,MXN,BREG790705HSNRCD07,,,,,,,,,,,,
BAJA,chevrolet,vega,2014,5fd02a75-e011-4ea5-9f8c-7a6554b343fa,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,430603.0,MXN,BREG790705HSNRCD07,,,,,,,,,,,,
SIN_CAMBIOS,volkswagen,dasher,2014,13fef820-99ff-4f3b-bfa4-82139dc9e6ce,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,348091.0,MXN,BREG790705HSNRCD07,,,,,,,,,,,,
BAJA,ford,pinto,2014,d85bdd9e-57c5-454e-9130-32ea99c6a8ea,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,516446.0,MXN,BRFN810219MVZRLM02,,,,,,,,,,,,
BAJA,dodge,st. regis,2002,fd19eca4-0f17-47bf-995f-45c000f4a03d,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,465838.0,MXN,BRFN810219MVZRLM02,,,,,,,,,,,,
BAJA,ford,pinto,2016,7f8ae4de-ace7-41cd-b969-aef2acd9212f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,552537.0,MXN,BRFN810219MVZRLM02,,,,,,,,,,,,
BAJA,mercury,capri v6,2001,da5b5869-9749-43ab-8fb5-fffff3f19d29,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,588289.0,MXN,BRFN810219MVZRLM02,,,,,,,,,,,,
BAJA,volvo,diesel,2015,9091e18f-e9d4-44cb-ab00-5cbac9497769,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,462096.0,MXN,BRFN810219MVZRLM02,,,,,,,,,,,,
AGREGAR,amc,matador,2001,b9e0b46c-83a2-4f5e-a11c-2966151cd384,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,398703.0,MXN,BRFN810219MVZRLM02,,,,,,,,,,,,
BAJA,chevrolet,bel air,2015,914a6103-6e50-4505-9b89-d4dc8398ad08,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,576975.0,MXN,BRGC720726HSNRNN06,,,,,,,,,,,,
BAJA,cadillac,eldorado,2010,0fbf4d85-1046-4fce-82e3-f04a6ebb6dff,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,326639.0,MXN,BRGC720726HSNRNN06,,,,,,,,,,,,
